visit.id,gut.layer,unit.type,n,area.mean,area.med,area.sd,area.sum,perim.mean,perim.med,perim.sd,perim.sum,area.ratio,perim.area.ratio
4147,UnitForm,Saddle,4,106.83,104.575,97.646,427.32,76.95,76.2,54.25,307.8,0.056,0.72
4147,UnitForm,Trough,22,60.287,15.015,98.479,1326.32,154.127,40.4,264.132,3390.8,0.174,2.557
4147,UnitForm,Wall,16,32.802,18.485,38.484,524.83,100.363,58.2,103.215,1605.8,0.069,3.06
4179,UnitShape,Concavity,76,28.694,7.625,103.566,2180.71,59.716,19.8,201.522,4538.4,0.381,2.081
4179,UnitShape,Convexity,80,24.012,5.68,43.085,1920.95,48.955,20.6,57.122,3916.4,0.336,2.039
4179,UnitShape,Planar,20,81.072,14.75,240.582,1621.43,233.68,55.4,644.658,4673.6,0.283,2.882
4179,UnitForm,Bowl,33,9.878,7.04,10.478,325.96,17.376,15.4,10.052,573.4,0.057,1.759
4179,UnitForm,Bowl Transition,28,24.731,8.51,42.317,692.48,48.564,30.8,59.767,1359.8,0.121,1.964
4179,UnitForm,Mound,25,54.163,25.51,62.325,1354.08,72.736,58.6,64.287,1818.4,0.237,1.343
4179,UnitForm,Mound Transition,54,9.342,1.8,18.224,504.47,37.874,12.9,50.989,2045.2,0.088,4.054
4179,UnitForm,Plane,6,188.958,10.23,442.205,1133.75,511.833,26.5,1189.181,3071,0.198,2.709
4179,UnitForm,Saddle,1,62.4,62.4,NaN,62.4,52.8,52.8,NaN,52.8,0.011,0.846
4179,UnitForm,Trough,15,77.485,5.65,224.363,1162.27,173.68,36.6,438.235,2605.2,0.203,2.241
4179,UnitForm,Wall,14,34.834,17.27,41.34,487.68,114.471,83.9,111.69,1602.6,0.085,3.286
4182,UnitShape,Concavity,35,52.676,10.46,97.147,1843.66,74.297,22,143.736,2600.4,0.439,1.41
4182,UnitShape,Convexity,22,40.822,9.46,72.59,898.09,114.836,33,160.517,2526.4,0.214,2.813
4182,UnitShape,Planar,13,112.468,17.81,224.002,1462.09,213.631,46.8,389.143,2777.2,0.348,1.899
4182,UnitForm,Bowl,19,15.638,6.44,24.345,297.13,19.558,13.6,17.586,371.6,0.071,1.251
4182,UnitForm,Bowl Transition,12,46.91,25.24,52.804,562.92,61.933,57.8,49.531,743.2,0.134,1.32
4182,UnitForm,Mound,12,47.97,5.805,87.216,575.64,87.917,30.5,120.96,1055,0.137,1.833
4182,UnitForm,Mound Transition,9,34.453,12.98,56.12,310.08,161.333,132.2,207.025,1452,0.074,4.683
4182,UnitForm,Plane,2,434.26,434.26,555.744,868.52,799.4,799.4,916.976,1598.8,0.207,1.841
4182,UnitForm,Saddle,1,12.37,12.37,NaN,12.37,19.4,19.4,NaN,19.4,0.003,1.568
4182,UnitForm,Trough,4,245.903,256.995,185.949,983.61,371.4,386.1,293.28,1485.6,0.234,1.51
4182,UnitForm,Wall,11,53.961,10.19,69.654,593.57,107.127,40,128.577,1178.4,0.141,1.985
547,UnitShape,Concavity,75,2.357,1.27,3.413,176.79,13.941,8.8,14.921,1045.6,0.436,5.915
547,UnitShape,Convexity,75,1.433,0.55,2.503,107.46,9.248,5.4,10.921,693.6,0.265,6.454
547,UnitShape,Planar,58,2.087,0.99,2.751,121.06,17.493,9.8,17.582,1014.6,0.299,8.382
547,UnitForm,Bowl,25,1.996,1.37,1.669,49.89,9.088,8.4,5.928,227.2,0.123,4.553
547,UnitForm,Bowl Transition,21,1.664,1.22,1.698,34.94,11.133,7.8,9.316,233.8,0.086,6.691
547,UnitForm,Mound,25,3.093,1.3,3.765,77.33,16.08,9.6,16.452,402,0.191,5.199
547,UnitForm,Mound Transition,47,0.518,0.33,0.555,24.35,5.732,4.6,3.524,269.4,0.06,11.066
547,UnitForm,Plane,36,2.153,0.835,3.093,77.51,15.428,9.3,14.736,555.4,0.191,7.166
547,UnitForm,Saddle,3,1.927,2.12,0.379,5.78,7.4,7.2,0.346,22.2,0.014,3.84
547,UnitForm,Trough,29,3.171,1.27,5.018,91.96,20.159,12.8,20.719,584.6,0.227,6.357
547,UnitForm,Wall,22,1.98,1.095,2.138,43.55,20.873,12.7,21.399,459.2,0.107,10.542
548,UnitShape,Concavity,50,4.975,3.39,6.799,248.76,22.828,13.6,37.681,1141.4,0.374,4.589
548,UnitShape,Convexity,74,3.179,1.375,3.975,235.23,16.054,10.6,14.081,1188,0.354,5.05
548,UnitShape,Planar,38,4.755,2.49,8.21,180.7,27.847,18,32.43,1058.2,0.272,5.856
548,UnitForm,Bowl,17,4.27,3.86,2.822,72.59,12.671,11.8,5.501,215.4,0.109,2.967
548,UnitForm,Bowl Transition,16,2.899,2.56,3.052,46.38,15.713,11,13.68,251.4,0.07,5.42
548,UnitForm,Mound,27,5.309,4.16,4.276,143.33,22.267,19.8,12.819,601.2,0.216,4.194
548,UnitForm,Mound Transition,41,1.291,0.62,2.143,52.95,11.976,6,14.224,491,0.08,9.277
548,UnitForm,Plane,15,7.261,2.52,12.444,108.91,38.493,20,46.452,577.4,0.164,5.301
548,UnitForm,Saddle,6,6.492,5.985,5.656,38.95,15.967,16.5,8.785,95.8,0.059,2.459
548,UnitForm,Trough,17,7.635,3.34,10.607,129.79,39.682,21.8,60.668,674.6,0.195,5.197
548,UnitForm,Wall,23,3.121,2.09,2.783,71.79,20.904,13.6,16.371,480.8,0.108,6.698
664,UnitShape,Concavity,56,3.509,1.285,5.259,196.49,18.85,7.7,26.357,1055.6,0.364,5.372
664,UnitShape,Convexity,73,2.316,0.97,3.108,169.05,13.633,8.2,13.167,995.2,0.313,5.886
664,UnitShape,Planar,33,5.29,3.46,5.487,174.58,35.509,22,33.271,1171.8,0.323,6.712
664,UnitForm,Bowl,19,2.349,1.3,2.504,44.63,8.6,6.8,6.077,163.4,0.083,3.661
664,UnitForm,Bowl Transition,23,2.109,0.96,2.508,48.5,11.374,7.6,10.431,261.6,0.09,5.393
664,UnitForm,Mound,22,4.906,4.195,3.963,107.93,23.318,20.7,15.096,513,0.2,4.753
664,UnitForm,Mound Transition,47,0.95,0.44,1.402,44.66,9.277,5,10.014,436,0.083,9.765
664,UnitForm,Plane,17,6.014,2.77,7.339,102.23,41.176,19.8,43.403,700,0.189,6.847
664,UnitForm,Saddle,4,4.115,4.265,2.995,16.46,11.55,11.8,6.054,46.2,0.03,2.807
664,UnitForm,Trough,14,7.383,4.22,8.724,103.36,45.043,38.3,41.384,630.6,0.191,6.101
664,UnitForm,Wall,16,4.522,4.055,2.356,72.35,29.488,22.7,16.641,471.8,0.134,6.521
665,UnitShape,Concavity,29,13.951,5.06,27.143,404.59,46.979,15.8,94.524,1362.4,0.416,3.367
665,UnitShape,Convexity,52,4.277,1.35,6.439,222.4,22.15,12.8,25.52,1151.8,0.229,5.179
665,UnitShape,Planar,23,14.992,7.61,16.325,344.81,70.052,54.4,63.025,1611.2,0.355,4.673
665,UnitForm,Bowl,18,7.042,2.69,13.03,126.75,16.044,10.1,20.771,288.8,0.13,2.278
665,UnitForm,Bowl Transition,7,8.661,8.52,7.631,60.63,38.229,25.4,38.116,267.6,0.062,4.414
665,UnitForm,Mound,17,8.078,4.06,9.156,137.32,37.412,31.2,34.403,636,0.141,4.631
665,UnitForm,Mound Transition,33,1.947,0.79,2.789,64.24,14.509,7.4,16.136,478.8,0.066,7.452
665,UnitForm,Plane,12,17.13,11.685,17.176,205.56,76.083,66.1,60.365,913,0.212,4.442
665,UnitForm,Saddle,2,10.42,10.42,4.865,20.84,18.5,18.5,5.798,37,0.021,1.775
665,UnitForm,Trough,4,54.303,40.32,57.226,217.21,201.5,170.4,200.712,806,0.224,3.711
665,UnitForm,Wall,11,12.659,7.61,15.822,139.25,63.473,51.6,68.111,698.2,0.143,5.014
681,UnitShape,Concavity,40,25.564,13.475,30.684,1022.56,49.23,26,57.071,1969.2,0.383,1.926
681,UnitShape,Convexity,69,12.496,6.65,18.636,862.202,32.27,20.8,31.545,2226.601,0.323,2.582
681,UnitShape,Planar,28,28.135,7.555,47.563,787.767,98.892,41.6,141.513,2768.987,0.295,3.515
681,UnitForm,Bowl,17,25.654,14.06,31.247,436.11,29.106,20,25.994,494.8,0.163,1.135
681,UnitForm,Bowl Transition,9,7.966,4.94,7.937,71.69,21.622,20.4,14.557,194.6,0.027,2.714
681,UnitForm,Mound,28,18.115,11.15,24.342,507.212,34.471,21.4,29.88,965.201,0.19,1.903
681,UnitForm,Mound Transition,35,6.126,2.28,8.939,214.4,30.531,14,35.203,1068.6,0.08,4.984
681,UnitForm,Plane,13,38.322,5.88,65.062,498.188,117.215,41.4,180.562,1523.796,0.186,3.059
681,UnitForm,Saddle,6,23.432,16.97,19.387,140.59,32.133,29.7,15.395,192.8,0.053,1.371
681,UnitForm,Trough,14,36.769,24.94,35.134,514.76,91.414,63.7,76.391,1279.801,0.193,2.486
681,UnitForm,Wall,15,19.305,9.74,23.551,289.579,83.013,46.8,100.472,1245.191,0.108,4.3
685,UnitShape,Concavity,34,79.548,18.82,158.091,2704.64,85.847,42.5,142.703,2918.8,0.346,1.079
685,UnitShape,Convexity,53,50.481,9.58,104.41,2675.48,70.694,44.8,84.093,3746.799,0.343,1.4
685,UnitShape,Planar,17,142.968,112.14,179.813,2430.459,248.093,176,250.974,4217.588,0.311,1.735
685,UnitForm,Bowl,14,60.033,29.09,87.978,840.46,43.557,29.1,41.752,609.8,0.108,0.726
685,UnitForm,Bowl Transition,8,54.329,29.425,58.211,434.63,71,57.6,60.366,568,0.056,1.307
685,UnitForm,Mound,16,78.065,32.14,129.1,1249.04,92.025,54.9,94.038,1472.4,0.16,1.179
685,UnitForm,Mound Transition,34,18.196,5.32,32.873,618.65,51.341,24.1,67.311,1745.599,0.079,2.822
685,UnitForm,Plane,9,166.193,116.39,229.403,1495.739,256.977,176,287.772,2312.795,0.192,1.546
685,UnitForm,Saddle,3,269.263,350.76,212.14,807.79,176.267,217,126.709,528.8,0.103,0.655
685,UnitForm,Trough,12,119.129,15.57,247.02,1429.55,145.083,52.8,224.608,1741,0.183,1.218
685,UnitForm,Wall,8,116.84,87.1,110.841,934.72,238.099,186.598,221.617,1904.793,0.12,2.038
686,UnitShape,Concavity,27,18.283,7.3,24.618,493.64,39.97,23,51.082,1079.2,0.374,2.186
686,UnitShape,Convexity,42,10.475,2.515,21.324,439.95,33.833,16.7,45.716,1421,0.334,3.23
686,UnitShape,Planar,19,20.252,9.87,24.964,384.79,83.116,51.4,85.566,1579.2,0.292,4.104
686,UnitForm,Bowl,11,21.185,7.3,22.214,233.03,28.709,13,22.72,315.8,0.177,1.355
686,UnitForm,Bowl Transition,5,3.622,2.08,4.797,18.11,12.52,13,7.821,62.6,0.014,3.457
686,UnitForm,Mound,15,14.895,2.52,26.721,223.43,39.52,20.6,52.908,592.8,0.169,2.653
686,UnitForm,Mound Transition,25,3.98,2.1,7.392,99.5,26.152,15.8,38.688,653.8,0.075,6.571
686,UnitForm,Plane,14,15.667,8.51,25.942,219.34,54.586,33,66.029,764.2,0.166,3.484
686,UnitForm,Saddle,2,58.51,58.51,37.067,117.02,87.2,87.2,54.023,174.4,0.089,1.49
686,UnitForm,Trough,11,22.045,8.97,30.671,242.5,63.709,37.8,71.468,700.8,0.184,2.89
686,UnitForm,Wall,5,33.09,30.18,18.374,165.45,163,149.8,89.172,815,0.125,4.926
699,UnitShape,Concavity,38,6.974,3.615,9.954,265.01,27.111,13.6,41.516,1030.2,0.401,3.887
699,UnitShape,Convexity,43,3.704,2.25,4.2,159.27,23.093,14.6,23.685,993,0.241,6.235
699,UnitShape,Planar,22,10.788,6.065,13.783,237.34,55.964,36.2,81.071,1231.2,0.359,5.188
699,UnitForm,Bowl,14,2.844,1.535,2.439,39.81,8.014,6.4,3.827,112.2,0.06,2.818
699,UnitForm,Bowl Transition,17,5.004,3.46,4.161,85.07,18.176,16.6,11.5,309,0.129,3.632
699,UnitForm,Mound,20,4.729,2.84,4.635,94.59,24.16,16.3,21.23,483.2,0.143,5.109
699,UnitForm,Mound Transition,21,2.605,1.47,3.533,54.7,23.257,14,27.007,488.4,0.083,8.928
699,UnitForm,Plane,9,14.622,5.86,19.849,131.6,78.778,39,121.188,709,0.199,5.388
699,UnitForm,Saddle,2,4.99,4.99,5.784,9.98,10.7,10.7,8.91,21.4,0.015,2.144
699,UnitForm,Trough,7,20.019,14.08,17.397,140.13,87,55.6,70.59,609,0.212,4.346
699,UnitForm,Wall,13,8.134,6.15,7.151,105.74,40.169,35.2,32.406,522.2,0.16,4.938
701,UnitShape,Concavity,37,5.999,4.69,5.847,221.98,23.395,16.6,22.362,865.6,0.393,3.9
701,UnitShape,Convexity,61,2.821,1.29,3.718,172.11,13.092,10,11.172,798.6,0.305,4.641
701,UnitShape,Planar,41,4.17,2.44,4.523,170.95,27.298,18.6,23.592,1119.2,0.303,6.546
701,UnitForm,Bowl,17,5.501,4.29,4.966,93.52,14,15.2,9.002,238,0.166,2.545
701,UnitForm,Bowl Transition,6,2.108,0.73,2.303,12.65,8.667,6.3,5.873,52,0.022,4.111
701,UnitForm,Mound,18,5.693,4.035,5.182,102.48,20.933,16.8,14.54,376.8,0.181,3.677
701,UnitForm,Mound Transition,36,1.109,0.69,1.519,39.92,9.356,6.8,7.889,336.8,0.071,8.436
701,UnitForm,Plane,21,4.822,2.6,5.56,101.26,30,16,27.832,630,0.179,6.221
701,UnitForm,Saddle,7,4.244,3.55,2,29.71,12.143,11,4.111,85,0.053,2.861
701,UnitForm,Trough,14,8.272,5.305,7.029,115.81,41.114,43.3,26.798,575.6,0.205,4.97
701,UnitForm,Wall,20,3.485,2.28,3.093,69.69,24.46,19.2,18.433,489.2,0.123,7.019
738,UnitShape,Concavity,30,33.619,4.58,89.916,1008.57,53.293,13.8,119.168,1598.8,0.325,1.585
738,UnitShape,Convexity,19,56.316,14.93,66.933,1070,109.474,92,119.998,2080,0.345,1.944
738,UnitShape,Planar,13,78.605,43.85,99.686,1021.86,140.031,69.4,163.469,1820.4,0.33,1.781
738,UnitForm,Bowl,12,10.137,5.1,17.169,121.65,15.1,12.4,10.961,181.2,0.039,1.49
738,UnitForm,Bowl Transition,14,21.944,3.225,37.746,307.21,33.243,19.4,40.375,465.4,0.099,1.515
738,UnitForm,Mound,7,81.147,41.77,83.855,568.03,112.514,98,91.652,787.6,0.183,1.387
738,UnitForm,Mound Transition,10,25.842,9.005,42.413,258.42,106.86,33.2,152.17,1068.6,0.083,4.135
738,UnitForm,Plane,3,205.17,266.15,141.087,615.51,377.2,420,190.834,1131.6,0.199,1.838
738,UnitForm,Saddle,2,121.775,121.775,9.44,243.55,111.9,111.9,15.698,223.8,0.079,0.919
738,UnitForm,Trough,4,144.928,49.425,227.02,579.71,238.05,183.7,276.672,952.2,0.187,1.643
738,UnitForm,Wall,10,40.635,31.31,43.414,406.35,68.88,55.4,56.233,688.8,0.131,1.695
747,UnitShape,Concavity,36,8.421,4.075,15.223,303.16,28.517,13.5,60.737,1026.6,0.32,3.386
747,UnitShape,Convexity,47,8.016,3.9,13.828,376.73,28.285,17.4,31.463,1329.4,0.398,3.529
747,UnitShape,Planar,21,12.688,3.62,34.833,266.45,49.467,13.4,137.99,1038.8,0.282,3.899
747,UnitForm,Bowl,13,3.691,1.73,5.029,47.98,8.738,6.4,5.498,113.6,0.051,2.367
747,UnitForm,Bowl Transition,16,6.056,4.515,5.548,96.89,18.313,15.9,12.633,293,0.102,3.024
747,UnitForm,Mound,16,15.389,5.2,21.405,246.23,39.588,19.1,41.878,633.4,0.26,2.572
747,UnitForm,Mound Transition,25,3.638,1.62,4.445,90.94,24.04,14.4,25.522,601,0.096,6.608
747,UnitForm,Plane,3,58.577,11.11,91.066,175.73,236.4,56.8,357.058,709.2,0.186,4.036
747,UnitForm,Saddle,6,6.593,4.54,4.194,39.56,15.833,12.9,5.853,95,0.042,2.401
747,UnitForm,Trough,7,22.613,10.92,30.428,158.29,88.571,40.4,125.406,620,0.167,3.917
747,UnitForm,Wall,18,5.04,3.335,4.277,90.72,18.311,13.1,14.433,329.6,0.096,3.633
797,UnitShape,Concavity,53,8.453,3.63,12.112,448.021,30.057,19.6,39.649,1593.01,0.354,3.556
797,UnitShape,Convexity,69,6.672,2.43,9.904,460.39,24.991,15.6,23.783,1724.398,0.364,3.746
797,UnitShape,Planar,42,8.495,3.465,12.665,356.772,40.128,24,43.968,1685.379,0.282,4.724
797,UnitForm,Bowl,18,5.443,2.64,6.052,97.97,13.345,8.7,10.702,240.205,0.077,2.452
797,UnitForm,Bowl Transition,16,6.974,4.69,8.184,111.59,24.388,22.5,17.911,390.2,0.088,3.497
797,UnitForm,Mound,22,13.214,5.745,14.245,290.709,35,25.4,28.357,770,0.23,2.649
797,UnitForm,Mound Transition,42,2.761,0.875,3.965,115.971,19.948,8.599,20.974,837.798,0.092,7.225
797,UnitForm,Plane,19,12.207,2.83,17.613,231.942,55.505,24.2,58.807,1054.59,0.183,4.547
797,UnitForm,Saddle,5,10.742,10.96,4.919,53.71,23.32,25.8,7.988,116.6,0.042,2.171
797,UnitForm,Trough,19,12.551,5.75,17.455,238.461,50.663,23.8,58.393,962.606,0.188,4.037
797,UnitForm,Wall,23,5.427,3.55,4.835,124.83,27.426,24,20.01,630.79,0.099,5.054
806,UnitShape,Concavity,41,5.769,1.87,12.252,236.519,22.439,10,52.142,919.998,0.318,3.89
806,UnitShape,Convexity,54,5.289,1.96,8.324,285.58,22.511,13.4,24.561,1215.595,0.384,4.256
806,UnitShape,Planar,20,11.048,5.955,13.754,220.968,53.859,25.998,60.185,1077.179,0.297,4.875
806,UnitForm,Bowl,15,4.517,2.82,4.125,67.76,9.76,7.8,4.779,146.399,0.091,2.161
806,UnitForm,Bowl Transition,17,2.768,1.26,3.284,47.06,12.8,9.4,9.623,217.6,0.063,4.624
806,UnitForm,Mound,20,8.894,3.58,11.586,177.88,29.08,17.8,26.593,581.598,0.239,3.27
806,UnitForm,Mound Transition,31,2.479,0.8,3.902,76.84,18.342,9.2,23.674,568.599,0.103,7.399
806,UnitForm,Plane,9,15.288,2.81,19.427,137.589,75.577,26.8,83.174,680.193,0.185,4.944
806,UnitForm,Saddle,3,10.287,9.52,6.544,30.86,21.799,19,12.634,65.398,0.042,2.119
806,UnitForm,Trough,9,13.522,1.93,24.69,121.699,61.778,21.4,105.495,555.999,0.164,4.569
806,UnitForm,Wall,11,7.58,6.56,5.297,83.379,36.09,25.196,24.001,396.986,0.112,4.761
820,UnitShape,Concavity,45,4.037,2.28,4.423,181.65,18.533,11.8,18.772,834,0.386,4.591
820,UnitShape,Convexity,63,2.253,0.65,3.941,141.91,13.667,6,16.189,861,0.302,6.066
820,UnitShape,Planar,31,4.727,2,6.879,146.55,32.813,18.8,43.121,1017.2,0.312,6.942
820,UnitForm,Bowl,24,3.533,2.68,3.422,84.8,10.975,9.6,6.155,263.4,0.18,3.106
820,UnitForm,Bowl Transition,4,0.51,0.51,0.286,2.04,5.8,5,3.456,23.2,0.004,11.373
820,UnitForm,Mound,17,6.024,4.94,5.773,102.41,26.106,22.8,20.605,443.8,0.218,4.334
820,UnitForm,Mound Transition,46,0.859,0.285,1.479,39.5,9.07,4.4,11.406,417.2,0.084,10.559
820,UnitForm,Plane,17,5.474,1.42,8.53,93.06,36.847,18.6,52.449,626.4,0.198,6.731
820,UnitForm,Trough,17,5.577,3.03,5.561,94.81,32.2,25.2,24.243,547.4,0.202,5.774
820,UnitForm,Wall,14,3.821,2.025,4.246,53.49,27.914,18.9,29.293,390.8,0.114,7.305
85,UnitShape,Concavity,57,2.314,1.23,2.477,131.92,13.063,8.4,12.946,744.6,0.346,5.645
85,UnitShape,Convexity,60,2.345,0.86,3.524,140.7,14.003,8.5,13.336,840.2,0.369,5.971
85,UnitShape,Planar,26,4.196,1.785,6.627,109.1,30.823,18.8,37.391,801.4,0.286,7.346
85,UnitForm,Bowl,18,1.379,0.815,1.376,24.82,5.733,4.4,3.576,103.2,0.065,4.157
85,UnitForm,Bowl Transition,19,1.982,1.23,1.935,37.66,10.316,8.4,6.867,196,0.099,5.205
85,UnitForm,Mound,19,4.861,2.85,5.142,92.35,20.737,18.4,16.734,394,0.242,4.266
85,UnitForm,Mound Transition,37,0.956,0.41,1.198,35.36,10.919,6.2,10.747,404,0.093,11.422
85,UnitForm,Plane,13,5.542,1.7,9.008,72.04,37.708,19,48.971,490.2,0.189,6.804
85,UnitForm,Saddle,4,3.248,2.615,1.832,12.99,10.55,9.5,3.34,42.2,0.034,3.248
85,UnitForm,Trough,20,3.472,1.795,3.24,69.44,22.27,17,17.036,445.4,0.182,6.414
85,UnitForm,Wall,13,2.851,1.87,2.535,37.06,23.938,16.8,20.294,311.2,0.097,8.396
895,UnitShape,Concavity,53,16.805,8,27.189,890.65,36.158,20.2,55.429,1916.4,0.355,2.152
895,UnitShape,Convexity,52,17.516,3.76,25.623,910.82,38.404,21.5,41.445,1997,0.363,2.193
895,UnitShape,Planar,24,29.414,17.515,35.888,705.93,91.225,67.3,83.373,2189.4,0.282,3.101
895,UnitForm,Bowl,14,19.744,10.93,19.922,276.41,22.929,17.1,15.976,321,0.11,1.161
895,UnitForm,Bowl Transition,23,6.877,1.71,10.43,158.18,20.791,18,19.91,478.2,0.063,3.023
895,UnitForm,Mound,19,27.661,9.81,32.23,525.56,43.453,21.8,42.511,825.6,0.21,1.571
895,UnitForm,Mound Transition,29,7.522,2.08,15.073,218.14,34.338,14.2,43.727,995.8,0.087,4.565
895,UnitForm,Plane,12,36.832,18.81,43.528,441.98,109.867,87.5,89.746,1318.4,0.176,2.983
895,UnitForm,Saddle,4,41.78,37.135,20.15,167.12,43.9,41.9,12.284,175.6,0.067,1.051
895,UnitForm,Trough,16,28.504,13.38,41.88,456.06,69.825,41.7,90.076,1117.2,0.182,2.45
895,UnitForm,Wall,12,21.996,7.095,26.042,263.95,72.583,41.3,75.64,871,0.105,3.3
916,UnitShape,Concavity,44,41.149,11.43,102.764,1810.55,63.491,21.6,102.098,2793.6,0.351,1.543
916,UnitShape,Convexity,50,38.231,7.525,70.358,1911.56,67.584,31.1,75.363,3379.2,0.371,1.768
916,UnitShape,Planar,30,47.639,8.55,77.162,1429.17,111.513,48.7,128.943,3345.4,0.277,2.341
916,UnitForm,Bowl,16,28.873,16.41,44.504,461.97,30.263,18.9,34.85,484.2,0.09,1.048
916,UnitForm,Bowl Transition,16,24.453,10.59,45.371,391.25,42.813,18.5,69.987,685,0.076,1.751
916,UnitForm,Mound,18,54.043,31.6,73.624,972.77,79.644,70.6,67.915,1433.6,0.189,1.474
916,UnitForm,Mound Transition,30,13.341,3.395,21.218,400.23,53.887,17.3,76.138,1616.6,0.078,4.039
916,UnitForm,Plane,19,45.439,7.49,91.743,863.35,99.589,31.6,136.793,1892.2,0.168,2.192
916,UnitForm,Saddle,2,269.28,269.28,86.635,538.56,164.5,164.5,68.872,329,0.105,0.611
916,UnitForm,Trough,12,79.778,14.005,183.088,957.33,135.367,59.8,156.681,1624.4,0.186,1.697
916,UnitForm,Wall,11,51.438,52.44,45.729,565.82,132.109,143.4,117.464,1453.2,0.11,2.568
920,UnitShape,Concavity,59,6.427,3.94,8.143,379.17,22.759,16.4,21.399,1342.8,0.352,3.541
920,UnitShape,Convexity,85,4.384,1.53,5.977,372.64,18.459,10,17.604,1569,0.346,4.211
920,UnitShape,Planar,36,9.048,3.615,13.368,325.73,42.367,27.1,45.694,1525.2,0.302,4.682
920,UnitForm,Bowl,13,9.331,5.98,8.999,121.3,19.262,16.4,14.565,250.4,0.113,2.064
920,UnitForm,Bowl Transition,22,3.231,1.71,3.822,71.09,13.273,12.2,10.502,292,0.066,4.108
920,UnitForm,Mound,33,6.087,3.53,6.604,200.88,23.673,16.4,20.694,781.2,0.186,3.889
920,UnitForm,Mound Transition,46,1.85,0.675,2.627,85.08,13.661,7.4,14.544,628.4,0.079,7.384
920,UnitForm,Plane,20,9.686,3.08,17.076,193.73,43.86,23.5,57.339,877.2,0.18,4.528
920,UnitForm,Saddle,6,14.447,15.495,7.688,86.68,26.567,28.5,9.584,159.4,0.08,1.839
920,UnitForm,Trough,24,7.782,3.465,9.755,186.78,33.35,25.6,27.079,800.4,0.173,4.286
920,UnitForm,Wall,16,8.25,5.45,6.812,132,40.5,31.7,26.472,648,0.123,4.909
937,UnitShape,Concavity,68,3.516,1.635,6.654,239.1,19.059,8.5,37.259,1296,0.339,5.421
937,UnitShape,Convexity,98,2.608,0.895,3.975,255.62,14.224,8.5,13.234,1394,0.362,5.454
937,UnitShape,Planar,45,4.677,2.58,7.189,210.48,33.329,18.4,42.714,1499.8,0.298,7.126
937,UnitForm,Bowl,23,1.56,1.02,1.393,35.89,6.478,5.6,3.219,149,0.051,4.153
937,UnitForm,Bowl Transition,28,2.795,1.61,2.841,78.27,13.793,10.8,10.168,386.2,0.111,4.935
937,UnitForm,Mound,36,4.405,2.29,5.219,158.59,18.372,13.4,14.835,661.4,0.225,4.171
937,UnitForm,Mound Transition,58,1.098,0.56,1.392,63.68,11.266,7,11.726,653.4,0.09,10.26
937,UnitForm,Plane,20,6.397,3.275,9.643,127.94,44.69,25.7,55.422,893.8,0.181,6.986
937,UnitForm,Saddle,4,8.338,7.045,5.448,33.35,19.8,18.9,8.108,79.2,0.047,2.375
937,UnitForm,Trough,17,7.349,4.07,12.127,124.94,44.753,22.2,68.169,760.8,0.177,6.09
937,UnitForm,Wall,25,3.302,2.39,4.088,82.54,24.24,15.8,26.825,606,0.117,7.341
