visit.id,gut.layer,unit.type,n,area.mean,area.med,area.sd,area.sum,perim.mean,perim.med,perim.sd,perim.sum,area.ratio,perim.area.ratio
3464,GU,Pool,5,44.076,51.11,22.844,220.38,50.88,57.8,22.91,254.4,0.078,1.154
3464,GU,Transition,3,278.147,85.85,339.157,834.44,457.667,196.599,558.418,1373,0.296,1.645
3466,GU,Bank,10,197.307,80.835,340.193,1973.066,250.657,106.997,384.619,2506.569,0.067,1.27
3466,GU,Glide-Run,6,955.937,544.6,987.949,5735.623,576.908,365.1,565.696,3461.449,0.196,0.604
3466,GU,Margin Attached Bar,5,1396.162,716.8,2213.786,6980.808,424.52,196.201,564.136,2122.6,0.238,0.304
3466,GU,Mid Channel Bar,4,179.77,183.42,163.115,719.08,83.05,88,63.165,332.2,0.025,0.462
3466,GU,Pocket Pool,2,8.475,8.475,0.969,16.95,14.2,14.2,1.414,28.4,0.001,1.676
3466,GU,Pool,12,385.102,234.485,555.773,4621.22,114.133,88.9,113.003,1369.6,0.158,0.296
3466,GU,Riffle,5,207.356,174.6,148.571,1036.78,136.04,134.2,73.164,680.2,0.035,0.656
3466,GU,Transition,4,2061.326,124.159,3896.438,8245.303,1103.559,208.824,1878.611,4414.236,0.281,0.535
3501,GU,Bank,25,27.796,13.5,42.523,694.91,88.312,37.6,115.759,2207.8,0.095,3.177
3501,GU,Chute,4,64.076,46.65,50.044,256.306,167.256,148.4,121.172,669.024,0.035,2.61
3501,GU,Glide-Run,2,1430.401,1430.401,56.42,2860.802,1175.542,1175.542,194.576,2351.084,0.392,0.822
3501,GU,Margin Attached Bar,16,81.708,86.49,53.097,1307.321,133.424,131.099,79.41,2134.78,0.179,1.633
3501,GU,Mid Channel Bar,5,40.742,11.99,74.834,203.71,35.68,18.2,42.323,178.4,0.028,0.876
3501,GU,Pocket Pool,6,2.193,2.245,0.639,13.16,8.3,7.4,2.237,49.8,0.002,3.785
3501,GU,Pool,18,49.79,35.36,55.422,896.22,47.733,41.8,32.527,859.2,0.123,0.959
3501,GU,Riffle,4,88.54,16.095,154.328,354.16,54.1,23.2,73.286,216.4,0.048,0.611
3501,GU,Transition,22,32.696,23.405,35.363,719.313,107.663,80.3,106.236,2368.593,0.098,3.293
3512,GU,Bank,9,16.669,7.82,21.262,150.02,59.889,31.2,66.943,539,0.041,3.593
3512,GU,Chute,7,23.594,12.63,28.327,165.16,66.371,44.4,50.299,464.6,0.045,2.813
3512,GU,Glide-Run,8,131.754,78.78,130.301,1054.03,186.475,129.7,155.336,1491.8,0.288,1.415
3512,GU,Margin Attached Bar,6,24.96,9.54,41.6,149.76,58.067,26,85.486,348.4,0.041,2.326
3512,GU,Mid Channel Bar,11,64.789,23.85,145.481,712.68,135.873,27,324.299,1494.6,0.195,2.097
3512,GU,Pocket Pool,11,1.716,1.61,0.504,18.88,6.636,6.2,1.687,73,0.005,3.867
3512,GU,Pool,23,20.001,10.28,25.352,460.02,26.53,19.8,22.601,610.2,0.126,1.326
3512,GU,Rapid,1,4.56,4.56,NaN,4.56,12,12,NaN,12,0.001,2.632
3512,GU,Riffle,7,30.599,16.82,33.256,214.19,46.171,24.4,37.905,323.2,0.059,1.509
3512,GU,Transition,11,66.243,56.36,63.416,728.67,191.6,152.8,188.897,2107.6,0.199,2.892
3528,GU,Bank,9,35.046,26.07,29.559,315.41,96.222,69.2,76.691,866,0.132,2.746
3528,GU,Glide-Run,2,280.54,280.54,240.487,561.08,400,400,401.354,800,0.235,1.426
3528,GU,Margin Attached Bar,7,62.414,30.38,95.456,436.9,110.8,65,115.53,775.6,0.183,1.775
3528,GU,Mid Channel Bar,1,1.74,1.74,NaN,1.74,6,6,NaN,6,0.001,3.448
3528,GU,Pocket Pool,2,2.005,2.005,0.785,4.01,7.1,7.1,0.99,14.2,0.002,3.541
3528,GU,Pool,7,39.611,18.52,56.231,277.28,41.286,27.6,42.141,289,0.116,1.042
3528,GU,Riffle,1,123.88,123.88,NaN,123.88,123.6,123.6,NaN,123.6,0.052,0.998
3528,GU,Transition,5,133.618,59.18,157.511,668.09,224.8,77,225.251,1124,0.28,1.682
3615,GU,Bank,24,7.698,4.345,9.11,184.76,46.408,28.999,52.496,1113.787,0.189,6.029
3615,GU,Glide-Run,6,69.835,36.18,60.522,419.012,143.21,96.3,98.207,859.261,0.429,2.051
3615,GU,Margin Attached Bar,24,4.225,2.85,4.427,101.41,23.95,16.3,21.059,574.8,0.104,5.669
3615,GU,Pocket Pool,12,0.621,0.64,0.142,7.45,4.433,4.5,0.839,53.2,0.008,7.138
3615,GU,Pool,25,3.11,1.78,2.87,77.75,10.816,8.6,5.986,270.399,0.08,3.478
3615,GU,Rapid,1,5.28,5.28,NaN,5.28,21.2,21.2,NaN,21.2,0.005,4.015
3615,GU,Riffle,6,9.863,11.07,3.155,59.18,21.667,23,6.866,130,0.061,2.197
3615,GU,Transition,14,8.679,7.845,4.342,121.508,53.362,53.8,23.804,747.063,0.124,6.148
3620,GU,Bank,30,5.631,4.865,5.379,168.94,28.227,22.9,25.506,846.8,0.073,5.013
3620,GU,Glide-Run,15,35.873,20.363,47.57,538.097,105.563,54.6,129.678,1583.45,0.233,2.943
3620,GU,Margin Attached Bar,43,12.107,4.02,16.727,520.593,34.627,21.8,39.405,1488.98,0.225,2.86
3620,GU,Mid Channel Bar,25,8.387,2,15.179,209.674,25.053,8.6,48.068,626.313,0.091,2.987
3620,GU,Pocket Pool,12,0.925,0.885,0.262,11.1,5.533,5.4,1.257,66.4,0.005,5.982
3620,GU,Pool,28,8.942,7.145,7.075,250.38,20.043,17.2,12.089,561.199,0.108,2.241
3620,GU,Rapid,1,4.11,4.11,NaN,4.11,12.8,12.8,NaN,12.8,0.002,3.114
3620,GU,Riffle,10,11.513,7.17,13.398,115.127,22.471,17.2,18.498,224.709,0.05,1.952
3620,GU,Transition,21,23.374,8.16,64.527,490.848,86.156,43.8,165,1809.27,0.213,3.686
3637,GU,Bank,26,5.206,3.4,5.075,135.349,32.06,22.701,29.511,833.57,0.127,6.158
3637,GU,Glide-Run,7,61.785,52.9,53.236,432.494,135.479,98.8,74.454,948.351,0.407,2.193
3637,GU,Margin Attached Bar,22,8.916,5.63,8.412,196.162,45.964,30.5,39.702,1011.198,0.185,5.155
3637,GU,Pocket Pool,9,0.569,0.59,0.119,5.12,4,3.8,1.204,36,0.005,7.03
3637,GU,Pool,20,2.902,1.9,2.366,58.04,11.06,9.1,6.057,221.2,0.055,3.811
3637,GU,Rapid,2,6.79,6.79,4.115,13.58,18,18,10.465,36,0.013,2.651
3637,GU,Riffle,4,2.898,2.335,1.93,11.59,10.85,9.9,3.646,43.4,0.011,3.744
3637,GU,Transition,11,19.156,9.1,22.258,210.717,107.1,65.8,96.222,1178.102,0.198,5.591
3701,GU,Bank,18,37.24,28.775,32.053,670.317,133.865,94,114.307,2409.567,0.075,3.595
3701,GU,Chute,2,50.735,50.735,15.083,101.47,101.9,101.9,0.707,203.8,0.011,2.008
3701,GU,Glide-Run,11,266.196,70.33,467.253,2928.152,201.818,131.6,243.044,2219.997,0.33,0.758
3701,GU,Margin Attached Bar,18,54.912,38.487,64.16,988.411,79.367,71.5,52.112,1428.6,0.111,1.445
3701,GU,Mid Channel Bar,9,109.574,21.58,176.238,986.17,124.778,24.6,174.758,1123,0.111,1.139
3701,GU,"NA",2,2.655,2.655,1.803,5.31,12,12,7.354,24,0.001,4.52
3701,GU,Pocket Pool,8,2.458,2.49,0.628,19.66,7.675,7.8,0.709,61.4,0.002,3.122
3701,GU,Pond,2,13.465,13.465,2.524,26.93,23.3,23.3,5.798,46.6,0.003,1.73
3701,GU,Pool,23,43.952,19.91,44.318,1010.9,39.626,31.4,25.414,911.401,0.114,0.902
3701,GU,Riffle,6,153.117,164.89,107.266,918.7,87.6,93.1,46.373,525.6,0.103,0.572
3701,GU,Transition,14,87.57,47.51,110.701,1225.98,188.928,142.2,186.058,2644.992,0.138,2.157
372,GU,Bank,19,6.339,5.68,4.003,120.45,29.663,23.2,19.92,563.596,0.097,4.679
372,GU,Glide-Run,7,48.218,43.62,37.547,337.524,101.44,61.6,68.917,710.083,0.272,2.104
372,GU,Margin Attached Bar,19,19.741,8.69,28.563,375.077,45.468,34.2,40.11,863.9,0.302,2.303
372,GU,Mid Channel Bar,2,7.705,7.705,9.298,15.41,12.5,12.5,10.324,25,0.012,1.622
372,GU,Pocket Pool,6,0.935,1.015,0.231,5.61,5.2,4.8,1.259,31.2,0.005,5.561
372,GU,Pond,1,4.71,4.71,NaN,4.71,11.4,11.4,NaN,11.4,0.004,2.42
372,GU,Pool,12,5.742,3.775,4.435,68.9,14.95,12.7,6.406,179.4,0.056,2.604
372,GU,Rapid,1,8.43,8.43,NaN,8.43,19.2,19.2,NaN,19.2,0.007,2.278
372,GU,Riffle,6,16.643,15.185,12.721,99.859,32.768,32.2,17.129,196.61,0.08,1.969
372,GU,Transition,13,15.752,9.89,11.351,204.78,66.261,52.6,34.906,861.393,0.165,4.207
3949,GU,Bank,7,36.129,22.26,35.041,252.9,132.743,70.2,135.47,929.199,0.111,3.674
3949,GU,Glide-Run,6,153.429,50.94,260.03,920.575,156.285,56.4,233.738,937.71,0.404,1.019
3949,GU,Margin Attached Bar,11,29.242,16.52,29.865,321.66,51.127,39.2,44.387,562.4,0.141,1.748
3949,GU,Mid Channel Bar,10,18.534,12.47,13.379,185.34,24.52,21.9,9.118,245.2,0.081,1.323
3949,GU,Pocket Pool,7,1.976,2.08,0.529,13.83,7.371,7.6,1.151,51.6,0.006,3.73
3949,GU,Pool,9,10.424,5.31,8.768,93.82,17.622,14.8,8.444,158.6,0.041,1.691
3949,GU,Rapid,1,35.39,35.39,NaN,35.39,59.6,59.6,NaN,59.6,0.016,1.684
3949,GU,Riffle,4,21.295,20.48,20.058,85.18,37.85,32.8,32.832,151.4,0.037,1.777
3949,GU,Transition,11,33.882,20.55,29.48,372.706,115.865,99,70.09,1274.51,0.163,3.42
3975,GU,Bank,18,14.377,8.36,15.751,258.78,59.956,42,52.094,1079.2,0.183,4.17
3975,GU,Glide-Run,7,39.76,41.47,26.857,278.32,167.943,137,119.506,1175.6,0.197,4.224
3975,GU,Margin Attached Bar,15,16.149,10.64,16.604,242.236,71.855,45.2,76.753,1077.819,0.171,4.45
3975,GU,Mid Channel Bar,2,1.45,1.45,0.948,2.9,20,20,11.879,40,0.002,13.793
3975,GU,Pocket Pool,2,1.125,1.125,0.516,2.25,6.9,6.9,4.101,13.8,0.002,6.133
3975,GU,Pond,4,6.69,7.505,2.713,26.76,21.1,21.1,5.222,84.4,0.019,3.154
3975,GU,Pool,11,20.315,18.47,13.851,223.47,37.145,33.6,21.275,408.6,0.158,1.828
3975,GU,Riffle,7,5.306,3.48,3.887,37.14,13.743,10.6,7.033,96.2,0.026,2.59
3975,GU,Transition,4,85.826,72.912,96.346,343.305,320.555,292.109,348.35,1282.219,0.243,3.735
3979,GU,Bank,26,59.221,22.92,82.881,1539.75,133.251,67.2,169.014,3464.522,0.066,2.25
3979,GU,Chute,11,112.757,54.01,132.314,1240.33,151.854,104,120.785,1670.396,0.053,1.347
3979,GU,Glide-Run,9,717.735,269.93,999.468,6459.619,417.194,359.4,352.922,3754.744,0.275,0.581
3979,GU,Margin Attached Bar,23,206.117,118.311,227.46,4740.68,160.974,75.8,139.03,3702.401,0.202,0.781
3979,GU,Mid Channel Bar,10,123.918,111.505,125.115,1239.175,83.838,86.7,72.336,838.38,0.053,0.677
3979,GU,Pocket Pool,8,3.57,3.37,0.928,28.56,10.925,10.2,2.26,87.4,0.001,3.06
3979,GU,Pool,38,60.237,34.35,69.955,2289.01,45.479,30.8,35.661,1728.201,0.097,0.755
3979,GU,Riffle,9,128.11,71.97,143.945,1152.991,98.089,79.8,58.028,882.797,0.049,0.766
3979,GU,Transition,15,320.089,124.01,478.623,4801.332,521.012,216,760.11,7815.183,0.204,1.628
3983,GU,Bank,14,36.979,27.18,43.045,517.7,84.271,62,101.63,1179.8,0.134,2.279
3983,GU,Glide-Run,3,668.636,873.1,498.97,2005.908,399.137,516.611,281.432,1197.411,0.517,0.597
3983,GU,Margin Attached Bar,15,39.783,28.54,34.306,596.74,70.533,71,42.001,1058,0.154,1.773
3983,GU,Mid Channel Bar,1,63.16,63.16,NaN,63.16,69.2,69.2,NaN,69.2,0.016,1.096
3983,GU,Pocket Pool,6,2.533,2.42,0.379,15.2,8.2,7.7,1.351,49.2,0.004,3.237
3983,GU,Pool,19,10.972,6.7,9.722,208.47,16.484,15,6.591,313.2,0.054,1.502
3983,GU,Rapid,2,31.11,31.11,29.486,62.22,45.7,45.7,29.557,91.4,0.016,1.469
3983,GU,Riffle,1,90.83,90.83,NaN,90.83,79.6,79.6,NaN,79.6,0.023,0.876
3983,GU,Transition,11,28.786,25.2,11.629,316.651,109.837,102,45.402,1208.211,0.082,3.816
3991,GU,Bank,11,11.062,7.73,8.7,121.68,39.691,24.199,26.96,436.599,0.135,3.588
3991,GU,Glide-Run,3,37.207,32.84,11.528,111.62,52.267,41.6,27.404,156.8,0.124,1.405
3991,GU,Margin Attached Bar,12,14.758,9.07,12.81,177.09,40.8,33.2,29.726,489.6,0.196,2.765
3991,GU,Mid Channel Bar,2,2.99,2.99,2.871,5.98,7.6,7.6,3.96,15.2,0.007,2.542
3991,GU,Pocket Pool,5,1.064,1.08,0.111,5.32,5.56,5.4,0.754,27.8,0.006,5.226
3991,GU,Pool,6,5.573,4.19,3.915,33.44,13,11.5,5.479,78,0.037,2.333
3991,GU,Rapid,5,37.588,42.58,28.655,187.94,70.24,75.2,53.601,351.2,0.208,1.869
3991,GU,Riffle,2,3.61,3.61,3.267,7.22,12.3,12.3,8.627,24.6,0.008,3.407
3991,GU,Transition,2,126.17,126.17,2.744,252.34,341.2,341.2,6.223,682.4,0.28,2.704
4000,GU,Bank,10,175.481,71.875,208.14,1754.811,226.179,125.3,223.599,2261.785,0.114,1.289
4000,GU,Glide-Run,7,596.681,277.35,759.923,4176.769,357.086,131.6,392.651,2499.6,0.272,0.598
4000,GU,Margin Attached Bar,5,572.552,142.09,707.293,2862.759,278.2,116.6,334.844,1391,0.187,0.486
4000,GU,Mid Channel Bar,1,7.18,7.18,NaN,7.18,24.8,24.8,NaN,24.8,0,3.454
4000,GU,Pocket Pool,5,5.472,4.82,1.275,27.36,12.64,11.8,2.389,63.2,0.002,2.31
4000,GU,Pond,2,59.665,59.665,34.316,119.33,62.2,62.2,30.264,124.4,0.008,1.042
4000,GU,Pool,11,102.761,27.2,234.974,1130.37,54.982,36.4,64.571,604.8,0.074,0.535
4000,GU,Riffle,3,315.83,303.53,250.656,947.49,185.2,157.6,136.706,555.6,0.062,0.586
4000,GU,Transition,4,1079.029,478.323,1558.113,4316.116,921.8,587,1100.234,3687.2,0.281,0.854
4024,GU,Bank,7,270.866,112.7,289.3,1896.064,305.106,109.602,313.747,2135.744,0.095,1.126
4024,GU,Glide-Run,5,713.296,553.621,493.022,3566.48,592.16,365.2,548.143,2960.8,0.179,0.83
4024,GU,Margin Attached Bar,8,569.515,449.86,586.553,4556.118,255,304.2,182.533,2040,0.229,0.448
4024,GU,Pocket Pool,1,4.96,4.96,NaN,4.96,10.4,10.4,NaN,10.4,0,2.097
4024,GU,Pool,11,275.219,109.17,337.013,3027.41,100.073,53.4,100.736,1100.8,0.152,0.364
4024,GU,Riffle,7,230.286,104.94,267.153,1612,109.486,73.2,83.551,766.4,0.081,0.475
4024,GU,Transition,4,1314.21,1083.751,1511.45,5256.842,865.2,795.599,965.49,3460.798,0.264,0.658
4086,GU,Bank,7,196.663,74.419,279.298,1376.64,310.084,212,393.139,2170.588,0.057,1.577
4086,GU,Chute,5,47.654,25.24,46.882,238.27,107.56,96.2,24.286,537.8,0.01,2.257
4086,GU,Glide-Run,11,335.009,175.88,264.887,3685.097,318.909,247.2,204.147,3508.001,0.153,0.952
4086,GU,Margin Attached Bar,6,428.065,318.109,442.498,2568.391,292.933,260,265.835,1757.595,0.107,0.684
4086,GU,Mid Channel Bar,7,536.538,58.99,895.731,3755.767,231.886,40.6,356.474,1623.2,0.156,0.432
4086,GU,Pocket Pool,2,5.17,5.17,0.368,10.34,12.5,12.5,0.141,25,0,2.418
4086,GU,Pool,16,215.679,138.49,267.329,3450.872,95.3,82,86.876,1524.8,0.144,0.442
4086,GU,Riffle,7,319.986,202.08,333.797,2239.9,135.228,109.4,74.47,946.596,0.093,0.423
4086,GU,Transition,8,835.239,126.745,1684.004,6681.91,574.447,265.792,912.781,4595.578,0.278,0.688
4147,GU,Bank,16,33.427,18.485,38.958,534.83,100.387,58.2,103.24,1606.199,0.07,3.003
4147,GU,Chute,31,12.1,0.002,32.355,375.115,21.738,0.262,51.525,673.88,0.049,1.797
4147,GU,Glide-Run,6,344.935,324.255,234.916,2069.607,437.648,367,309.509,2625.888,0.272,1.269
4147,GU,Margin Attached Bar,22,45.992,24.715,46.875,1011.825,72.28,47.5,58.425,1590.159,0.133,1.572
4147,GU,Mid Channel Bar,14,71.735,28.865,131.748,1004.296,79.28,45.199,121.419,1109.915,0.132,1.105
4147,GU,Pocket Pool,2,1.86,1.86,0.806,3.72,7.4,7.4,0.849,14.8,0,3.978
4147,GU,Pool,27,29.184,14.19,34.376,787.97,35.407,23.4,27.517,956,0.103,1.213
4147,GU,Riffle,4,107.037,104.575,97.939,428.15,76.95,76.2,54.25,307.8,0.056,0.719
4147,GU,Transition,21,66.729,23.45,101.406,1401.306,175.715,65.6,259.75,3690.02,0.184,2.633
4179,GU,Bank,12,40.465,22.575,42.218,485.58,132.1,89.7,111.272,1585.199,0.085,3.265
4179,GU,Chute,1,17.59,17.59,NaN,17.59,35.4,35.4,NaN,35.4,0.003,2.013
4179,GU,Glide-Run,3,894.008,62.19,1461.733,2682.024,699.461,121.6,1026.975,2098.384,0.469,0.782
4179,GU,Margin Attached Bar,22,61.56,30.455,63.748,1354.32,80.473,64.7,63.772,1770.4,0.237,1.307
4179,GU,Mid Channel Bar,3,9.907,9.72,4.023,29.72,16.533,15,2.656,49.6,0.005,1.669
4179,GU,Pocket Pool,8,2.469,2.525,0.583,19.75,8.55,8.4,2.18,68.4,0.003,3.463
4179,GU,Pond,1,13.26,13.26,NaN,13.26,32.2,32.2,NaN,32.2,0.002,2.428
4179,GU,Pool,24,12.331,8.12,11.22,295.94,19.817,16.7,9.743,475.6,0.052,1.607
4179,GU,Rapid,2,43.625,43.625,34.005,87.25,33.3,33.3,16.829,66.6,0.015,0.763
4179,GU,Riffle,1,65.38,65.38,NaN,65.38,45,45,NaN,45,0.011,0.688
4179,GU,Transition,13,51.656,21.98,61.245,671.526,140.231,86.6,166.029,1822.999,0.117,2.715
4182,GU,Bank,9,66.212,17.81,75.947,595.91,125.756,46.8,136.422,1131.8,0.142,1.899
4182,GU,Glide-Run,1,2376.149,2376.149,NaN,2376.149,1172.383,1172.383,NaN,1172.383,0.565,0.493
4182,GU,Margin Attached Bar,7,81.9,17.19,107.041,573.3,134.086,50,144.217,938.6,0.136,1.637
4182,GU,Pocket Pool,4,2.388,2.31,0.581,9.55,7.4,7.3,1.095,29.6,0.002,3.099
4182,GU,Pool,15,19.172,7.56,26.428,287.58,22.8,14,18.543,342,0.068,1.189
4182,GU,Riffle,1,12.37,12.37,NaN,12.37,19.4,19.4,NaN,19.4,0.003,1.568
4182,GU,Transition,4,87.245,49.72,95.043,348.98,352.796,246.9,292.681,1411.183,0.083,4.044
547,GU,Bank,21,2.117,1.09,2.278,44.46,22,11.8,22.642,462,0.11,10.392
547,GU,Glide-Run,6,29.322,26.19,25.753,175.93,83.412,81.199,58.642,500.474,0.434,2.845
547,GU,Margin Attached Bar,16,4.927,2.845,4.221,78.83,23.038,20,17.439,368.6,0.194,4.676
547,GU,Mid Channel Bar,4,1.097,0.92,0.72,4.39,5.9,5.6,2.928,23.6,0.011,5.378
547,GU,Pocket Pool,6,0.465,0.46,0.145,2.79,3.7,3.4,0.97,22.2,0.007,7.957
547,GU,Pool,19,2.609,2.28,1.738,49.57,11.032,8.8,5.81,209.6,0.122,4.228
547,GU,Rapid,1,7.35,7.35,NaN,7.35,26.6,26.6,NaN,26.6,0.018,3.619
547,GU,Riffle,3,1.927,2.12,0.379,5.78,7.4,7.2,0.346,22.2,0.014,3.84
547,GU,Transition,11,3.292,2.89,2.52,36.209,20.205,17.8,13.749,222.253,0.089,6.138
548,GU,Bank,23,3.12,2.09,2.847,71.75,20.791,13.6,16.541,478.2,0.108,6.664
548,GU,Cascade,1,6.66,6.66,NaN,6.66,33.2,33.2,NaN,33.2,0.01,4.985
548,GU,Chute,2,7.43,7.43,8.811,14.86,31.199,31.199,24.889,62.399,0.022,4.199
548,GU,Glide-Run,7,25.407,17.63,27.466,177.846,67.653,38.2,87.518,473.57,0.268,2.663
548,GU,Margin Attached Bar,22,6.059,5.86,3.497,133.3,25.509,28,10.934,561.2,0.201,4.21
548,GU,Mid Channel Bar,1,16.13,16.13,NaN,16.13,32.8,32.8,NaN,32.8,0.024,2.033
548,GU,Pocket Pool,3,0.69,0.58,0.226,2.07,4.867,4.6,0.643,14.6,0.003,7.054
548,GU,Pool,14,5.118,4.1,2.491,71.65,14.414,13.6,4.508,201.8,0.108,2.816
548,GU,Rapid,3,7.773,6.3,3.371,23.32,30,28.8,6.286,90,0.035,3.86
548,GU,Riffle,6,7.06,6.71,6.191,42.36,16.4,16.8,9.128,98.4,0.064,2.323
548,GU,Transition,10,10.474,6.56,8.516,104.744,50.338,30.9,41.401,503.382,0.158,4.806
664,GU,Bank,16,4.522,4.055,2.356,72.35,29.487,22.7,16.641,471.8,0.134,6.521
664,GU,Glide-Run,10,11.751,7.44,9.069,117.505,36.514,34.4,16.504,365.137,0.218,3.107
664,GU,Margin Attached Bar,19,5.623,4.48,4.437,106.839,25.537,22,14.932,485.206,0.198,4.542
664,GU,Mid Channel Bar,4,1.904,1.07,2.478,7.614,7.505,5,8.433,30.019,0.014,3.942
664,GU,Pocket Pool,3,0.46,0.42,0.096,1.38,3.6,3.8,0.721,10.8,0.003,7.826
664,GU,Pool,16,2.779,1.63,2.812,44.47,9.95,7.1,7.32,159.2,0.082,3.58
664,GU,Rapid,8,9.287,6.475,6.425,74.295,23.268,22.8,10.423,186.141,0.138,2.505
664,GU,Riffle,4,4.185,4.34,3.076,16.74,11.75,11.8,6.319,47,0.031,2.808
664,GU,Transition,10,9.893,6.16,8.189,98.927,45.506,32.599,32.437,455.065,0.183,4.6
665,GU,Bank,10,14.353,8.965,16.905,143.53,68.92,53.6,69.224,689.2,0.148,4.802
665,GU,Glide-Run,3,112.481,99.52,88.645,337.443,252.709,251.8,204.565,758.127,0.347,2.247
665,GU,Margin Attached Bar,13,10.234,5.42,9.68,133.04,43.092,31.4,37.154,560.2,0.137,4.211
665,GU,Pocket Pool,5,0.928,0.89,0.309,4.64,4.6,4.6,0.787,23,0.005,4.957
665,GU,Pool,13,9.393,5.12,14.797,122.11,20.446,13.4,23.14,265.8,0.126,2.177
665,GU,Riffle,2,10.42,10.42,4.865,20.84,18.5,18.5,5.798,37,0.021,1.775
665,GU,Transition,8,26.275,30.845,19.425,210.197,97.533,102.1,61.147,780.26,0.216,3.712
681,GU,Bank,14,20.553,10.025,24.595,287.739,87.285,50.9,102.841,1221.99,0.108,4.247
681,GU,Glide-Run,6,101.007,81.165,109.603,606.039,155.388,144.3,122.817,932.328,0.227,1.538
681,GU,Margin Attached Bar,24,19.235,9.23,25.965,461.632,36.167,22.9,29.501,868.001,0.173,1.88
681,GU,Mid Channel Bar,5,12.446,14.02,13.022,62.232,15.188,18.8,12.258,75.94,0.023,1.22
681,GU,Pocket Pool,2,2.18,2.18,0.127,4.36,7.1,7.1,0.424,14.2,0.002,3.257
681,GU,Pool,15,29.538,14.33,33.892,443.07,32.053,21.2,26.38,480.8,0.166,1.085
681,GU,Rapid,3,35.47,34.5,33.076,106.41,79.667,62.8,81.618,239,0.04,2.246
681,GU,Riffle,6,24.433,16.97,21.678,146.6,30.267,29.7,11.766,181.6,0.055,1.239
681,GU,Transition,9,61.605,12.65,124.135,554.449,137.444,47.2,211.667,1236.996,0.207,2.231
685,GU,Bank,6,172.162,173.845,119.891,1032.97,314.066,309.397,202.949,1884.393,0.132,1.824
685,GU,Chute,1,18.76,18.76,NaN,18.76,46.999,46.999,NaN,46.999,0.002,2.505
685,GU,Glide-Run,6,304.223,177.29,368.396,1825.34,245.7,198.6,274.925,1474.2,0.234,0.808
685,GU,Margin Attached Bar,7,156.663,48.32,169.007,1096.64,153.771,96.8,112.953,1076.4,0.14,0.982
685,GU,Mid Channel Bar,2,27.075,27.075,32.873,54.15,22.6,22.6,18.95,45.2,0.007,0.835
685,GU,Pocket Pool,3,3.55,4.05,0.927,10.65,8.8,9,1.311,26.4,0.001,2.479
685,GU,Pond,2,13.42,13.42,6.647,26.84,18,18,5.091,36,0.003,1.341
685,GU,Pool,9,89.219,60.88,99.368,802.97,60.822,61.6,43.329,547.4,0.103,0.682
685,GU,Riffle,3,270.43,353.46,212.209,811.29,175.8,217,127.494,527.4,0.104,0.65
685,GU,Transition,6,355.161,286.765,317.625,2130.969,365.899,333.8,264.791,2195.396,0.273,1.03
686,GU,Bank,5,34.422,31.21,18.407,172.11,163.08,149.8,89.175,815.4,0.131,4.738
686,GU,Glide-Run,7,53.327,19.8,78.293,373.29,99.686,40.8,109.162,697.8,0.283,1.869
686,GU,Margin Attached Bar,8,14.277,9.33,13.576,114.22,40.9,35.3,29.553,327.2,0.087,2.865
686,GU,Mid Channel Bar,3,35.323,2.01,58.473,105.97,73.267,6.8,116.512,219.8,0.08,2.074
686,GU,Pocket Pool,1,1.09,1.09,NaN,1.09,6.2,6.2,NaN,6.2,0.001,5.688
686,GU,Pond,1,2.66,2.66,NaN,2.66,9.4,9.4,NaN,9.4,0.002,3.534
686,GU,Pool,9,25.713,22.53,22.684,231.42,33.489,44.8,22.753,301.4,0.176,1.302
686,GU,Riffle,2,58.7,58.7,37.335,117.4,87.2,87.2,54.023,174.4,0.089,1.486
686,GU,Transition,9,22.247,13.87,27.943,200.22,75.511,48.6,87.075,679.6,0.152,3.394
699,GU,Bank,13,8.353,6.61,7.493,108.59,40.215,35.2,32.387,522.799,0.164,4.814
699,GU,Cascade,7,10.254,9,4.668,71.78,28.743,29.4,11.614,201.2,0.108,2.803
699,GU,Glide-Run,2,7.11,7.11,7.566,14.22,12.1,12.1,6.647,24.2,0.021,1.702
699,GU,Margin Attached Bar,14,6.104,4.995,5.128,85.45,29.8,20.9,23.232,417.199,0.129,4.882
699,GU,Mid Channel Bar,3,2.477,2.72,0.439,7.43,8.933,8.2,1.447,26.8,0.011,3.606
699,GU,Pocket Pool,5,0.828,0.76,0.258,4.14,4.48,4.4,0.522,22.4,0.006,5.411
699,GU,Pool,9,3.963,3.36,2.384,35.67,9.978,9.6,3.395,89.8,0.054,2.518
699,GU,Rapid,5,35.28,34.6,31.972,176.401,61.16,53,53.11,305.799,0.267,1.734
699,GU,Riffle,2,4.99,4.99,5.784,9.98,10.7,10.7,8.91,21.4,0.015,2.144
699,GU,Transition,6,24.66,13.499,30.254,147.959,112.766,60,134.671,676.599,0.224,4.573
701,GU,Bank,19,3.666,2.44,3.243,69.66,25.358,19.8,18.438,481.8,0.123,6.917
701,GU,Glide-Run,4,41.084,37.933,22.531,164.335,118.774,96.448,58.583,475.096,0.291,2.891
701,GU,Margin Attached Bar,15,7.026,6.09,5.74,105.39,23.84,20.4,14.608,357.6,0.187,3.393
701,GU,Mid Channel Bar,2,1.43,1.43,1.245,2.86,6.2,6.2,3.677,12.4,0.005,4.336
701,GU,Pocket Pool,4,0.748,0.73,0.197,2.99,4.4,4.2,1.02,17.6,0.005,5.882
