GU,GUKey,UnitID,Area,AreainDelft,No.Fish,No.FishBest,SuitArea,BestArea,MedModelVal,MedModelValBest,visit
Margin Attached Bar,Br,29,14.6199959,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,30,16.92018827,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,31,0.593583882,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,32,0.00157681,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,33,3.550450337,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,35,20.33977693,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,36,2.380010224,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,40,30.14998287,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,42,5.850000556,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,43,3.490006772,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,44,33.55933934,NA,NA,NA,NA,NA,NA,NA,2014
Margin Attached Bar,Br,45,10.550001,NA,NA,NA,NA,NA,NA,NA,2014
Mid Channel Bar,Bc,48,0.619970059,NA,NA,NA,NA,NA,NA,NA,2014
Mid Channel Bar,Bc,49,4.869965463,NA,NA,NA,NA,NA,NA,NA,2014
Mid Channel Bar,Bc,50,7.500000712,NA,NA,NA,NA,NA,NA,NA,2014
Mid Channel Bar,Bc,51,8.450010803,NA,NA,NA,NA,NA,NA,NA,2014
Pocket Pool,Pk,52,0.660000064,NA,NA,NA,NA,NA,NA,NA,2014
Pocket Pool,Pk,53,0.620000059,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,56,2.170000206,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,58,9.709905924,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,59,2.740000261,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,60,2.519905239,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,62,4.439955423,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,63,6.22000059,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,64,7.120000675,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,65,5.730000544,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,66,15.85000151,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,67,9.150000869,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,68,5.580000532,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,69,6.770000643,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,70,1.550000147,NA,NA,NA,NA,NA,NA,NA,2014
Pool,Po,71,6.720000638,NA,NA,NA,NA,NA,NA,NA,2014
Rapid,Ra,72,9.600095911,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,73,14.19999135,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,74,3.899995371,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,75,4.549985432,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,77,6.259995594,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,78,18.8998068,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,79,4.310000409,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,80,16.91000161,NA,NA,NA,NA,NA,NA,NA,2014
Riffle,Rf,81,8.910000846,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,83,25.64974765,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,84,17.63976502,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,85,18.43525112,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,86,8.420520799,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,87,15.61991649,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,88,15.16002144,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,89,7.78998574,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,90,18.32000174,NA,NA,NA,NA,NA,NA,NA,2014
Transition,Tr,91,12.03009559,NA,NA,NA,NA,NA,NA,NA,2014
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
Bank,Bk,2,11.34000108,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,4,1.570000149,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,6,7.710000733,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,7,48.08000457,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,9,48.92006465,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,12,35.83999341,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,13,20.08000191,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,14,14.45000137,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,16,93.28006886,NA,NA,NA,NA,NA,NA,NA,2019
Chute,Ch,18,4.920000466,NA,NA,NA,NA,NA,NA,NA,2019
Chute,Ch,19,5.680000538,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,20,6.110000581,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,21,30.72000292,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,22,18.59000176,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,23,935.2366431,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,24,41.98000399,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,25,33.90000322,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,26,324.8899709,NA,NA,NA,NA,NA,NA,NA,2019
Glide-Run,GR,27,264.8700252,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,28,22.83000217,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,30,11.35000108,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,31,125.900012,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,32,148.4900141,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,33,14.07000134,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,34,23.09000219,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,35,112.2700107,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,37,7.400000703,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,38,11.41000108,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,39,4.220000401,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,40,28.15000268,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,41,168.580016,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,42,2.680000254,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,43,6.570000625,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,45,20.12000191,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,46,17.95000171,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,47,8.980000854,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,48,6.180000587,NA,NA,NA,NA,NA,NA,NA,2019
Margin Attached Bar,Br,49,114.4600109,NA,NA,NA,NA,NA,NA,NA,2019
Mid Channel Bar,Bc,51,33.38000317,NA,NA,NA,NA,NA,NA,NA,2019
Mid Channel Bar,Bc,52,5.760000548,NA,NA,NA,NA,NA,NA,NA,2019
Mid Channel Bar,Bc,53,4.484643892,NA,NA,NA,NA,NA,NA,NA,2019
Mid Channel Bar,Bc,54,1.770000168,NA,NA,NA,NA,NA,NA,NA,2019
Mid Channel Bar,Bc,55,8.750000832,NA,NA,NA,NA,NA,NA,NA,2019
Mid Channel Bar,Bc,56,31.63000301,NA,NA,NA,NA,NA,NA,NA,2019
Pocket Pool,Pk,57,1.210000114,NA,NA,NA,NA,NA,NA,NA,2019
Pocket Pool,Pk,59,1.910000182,NA,NA,NA,NA,NA,NA,NA,2019
Pocket Pool,Pk,60,1.390000132,NA,NA,NA,NA,NA,NA,NA,2019
Pocket Pool,Pk,61,1.100000104,NA,NA,NA,NA,NA,NA,NA,2019
Pocket Pool,Pk,62,1.410000135,NA,NA,NA,NA,NA,NA,NA,2019
Pocket Pool,Pk,63,2.370000225,NA,NA,NA,NA,NA,NA,NA,2019
Pocket Pool,Pk,64,2.240000213,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,65,2.970000283,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,66,5.420000515,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,67,8.170000777,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,68,27.08000257,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,69,3.420000325,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,70,17.52000166,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,71,2.74000026,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,72,23.1100022,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,73,9.400000892,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,74,10.470001,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,75,52.49000499,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,76,3.400000323,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,77,11.14000106,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,78,46.17000439,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,79,76.33000725,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,80,52.38000498,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,81,6.53000062,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,82,3.400000323,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,83,7.770000738,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,84,5.220000497,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,85,34.31000326,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,86,44.41000422,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,87,16.56000157,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,88,10.88000103,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,89,10.02000095,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,90,7.100000673,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,91,2.95000028,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,92,14.85000141,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,93,7.350000697,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,94,11.24000107,NA,NA,NA,NA,NA,NA,NA,2019
Pool,Po,95,9.520000905,NA,NA,NA,NA,NA,NA,NA,2019
Rapid,Ra,96,7.580000718,NA,NA,NA,NA,NA,NA,NA,2019
Riffle,Rf,97,67.79000644,NA,NA,NA,NA,NA,NA,NA,2019
Riffle,Rf,98,23.62000224,NA,NA,NA,NA,NA,NA,NA,2019
Riffle,Rf,99,83.26000791,NA,NA,NA,NA,NA,NA,NA,2019
Riffle,Rf,100,43.08000409,NA,NA,NA,NA,NA,NA,NA,2019
Riffle,Rf,101,5.880000558,NA,NA,NA,NA,NA,NA,NA,2019
Riffle,Rf,102,145.2500138,NA,NA,NA,NA,NA,NA,NA,2019
Riffle,Rf,103,21.54000205,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,104,7.770000738,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,105,7.56000072,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,106,24.37000231,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,107,12.6600012,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,108,0.002602785,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,109,35.50905311,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,110,112.0599956,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,111,306.5471189,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,112,33.44000318,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,113,22.23000211,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,114,145.8500139,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,115,13.14000125,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,116,42.68000406,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,117,21.030002,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,118,81.44001774,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,119,65.00000617,NA,NA,NA,NA,NA,NA,NA,2019
Transition,Tr,120,71.84000682,NA,NA,NA,NA,NA,NA,NA,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
Bank,Bk,3,59.12000562,NA,NA,NA,NA,NA,NA,NA,2021
Bank,Bk,4,55.95000531,NA,NA,NA,NA,NA,NA,NA,2021
Bank,Bk,5,14.15000134,NA,NA,NA,NA,NA,NA,NA,2021
Bank,Bk,6,10.83000103,NA,NA,NA,NA,NA,NA,NA,2021
Bank,Bk,7,8.560000813,NA,NA,NA,NA,NA,NA,NA,2021
Glide-Run,GR,9,47.3500045,NA,NA,NA,NA,NA,NA,NA,2021
Glide-Run,GR,10,59.12000562,NA,NA,NA,NA,NA,NA,NA,2021
Glide-Run,GR,11,22.16000211,NA,NA,NA,NA,NA,NA,NA,2021
Glide-Run,GR,12,21.61000205,NA,NA,NA,NA,NA,NA,NA,2021
Glide-Run,GR,13,18.90000179,NA,NA,NA,NA,NA,NA,NA,2021
Glide-Run,GR,14,108.8000103,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,16,17.80000169,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,18,2.520000239,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,19,9.660000918,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,20,2.060000196,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,21,6.190000588,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,22,40.89000389,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,23,11.25000107,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,24,9.550000907,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,26,8.680000825,NA,NA,NA,NA,NA,NA,NA,2021
Margin Attached Bar,Br,27,20.11000191,NA,NA,NA,NA,NA,NA,NA,2021
Mid Channel Bar,Bc,28,2.340000222,NA,NA,NA,NA,NA,NA,NA,2021
Mid Channel Bar,Bc,29,1.47000014,NA,NA,NA,NA,NA,NA,NA,2021
Mid Channel Bar,Bc,30,1.570000149,NA,NA,NA,NA,NA,NA,NA,2021
Mid Channel Bar,Bc,31,3.290000314,NA,NA,NA,NA,NA,NA,NA,2021
Mid Channel Bar,Bc,32,3.650000348,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,33,12.04000114,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,34,27.94000266,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,35,6.000000568,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,36,22.65000215,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,37,11.95000114,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,38,2.900000275,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,39,34.84000331,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,40,13.01000124,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,41,24.96000237,NA,NA,NA,NA,NA,NA,NA,2021
Pool,Po,42,23.29000221,NA,NA,NA,NA,NA,NA,NA,2021
Riffle,Rf,43,5.90000056,NA,NA,NA,NA,NA,NA,NA,2021
Riffle,Rf,44,10.85000103,NA,NA,NA,NA,NA,NA,NA,2021
Riffle,Rf,45,26.81000255,NA,NA,NA,NA,NA,NA,NA,2021
Riffle,Rf,46,7.150000678,NA,NA,NA,NA,NA,NA,NA,2021
Riffle,Rf,47,61.53000584,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,48,29.4500028,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,49,6.050000575,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,50,7.320000699,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,51,36.06000343,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,52,8.700000826,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,53,40.48000384,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,54,13.51000128,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,55,9.110000864,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,56,17.53000167,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,57,19.9700019,NA,NA,NA,NA,NA,NA,NA,2021
Transition,Tr,58,60.91000579,NA,NA,NA,NA,NA,NA,NA,2021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Bank,Bk,1,212.2800202,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,2,4.600000437,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,3,18.9800018,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,4,4.870000464,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,5,35.22000335,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,6,12.6600012,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,8,19.50000186,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,10,20.48000195,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,16,55.65000529,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,17,25.91000246,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,18,2.280000217,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,19,71.40000678,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,21,23.77000226,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,22,104.4400099,NA,NA,NA,NA,NA,NA,NA,2026
Chute,Ch,23,19.65000187,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,24,114.0300108,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,25,16.98000161,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,27,27.63000263,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,28,57.31981544,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,30,1034.576593,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,33,485.3100461,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,34,10.06000096,NA,NA,NA,NA,NA,NA,NA,2026
Glide-Run,GR,35,235.7940255,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,36,13.32000127,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,37,5.710000542,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,38,10.72000102,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,40,29.01000276,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,41,35.57000338,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,42,7.010000666,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,44,14.56000138,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,45,106.7600101,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,47,15.45000147,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,50,51.12000486,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,51,34.97000332,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,52,61.60000585,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,53,7.540000715,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,54,143.0800136,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,55,25.62000243,NA,NA,NA,NA,NA,NA,NA,2026
Margin Attached Bar,Br,56,3.830000364,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,59,58.70000558,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,60,8.590000816,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,61,5.880000559,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,62,61.52000584,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,63,294.1700279,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,64,5.210000494,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,65,5.060000481,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,66,2.350000223,NA,NA,NA,NA,NA,NA,NA,2026
Mid Channel Bar,Bc,67,146.5700139,NA,NA,NA,NA,NA,NA,NA,2026
Pocket Pool,Pk,69,1.890000179,NA,NA,NA,NA,NA,NA,NA,2026
Pocket Pool,Pk,73,1.540000146,NA,NA,NA,NA,NA,NA,NA,2026
Pocket Pool,Pk,74,1.820000173,NA,NA,NA,NA,NA,NA,NA,2026
Pocket Pool,Pk,75,1.740000166,NA,NA,NA,NA,NA,NA,NA,2026
Pocket Pool,Pk,76,2.260000215,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,79,6.590000625,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,80,107.2400102,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,81,63.47000603,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,82,3.330000317,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,83,4.900000465,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,84,20.45000194,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,85,14.13000134,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,86,33.83000321,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,87,22.53000214,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,88,38.35000364,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,89,8.22000078,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,90,11.46000109,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,91,5.020000476,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,92,22.96000218,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,93,16.28000155,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,94,5.2600005,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,96,27.22000259,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,97,15.20000144,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,98,4.510000429,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,99,149.4700142,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,100,3.550000337,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,101,4.720000448,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,102,12.52000119,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,103,9.280000883,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,104,16.58000157,NA,NA,NA,NA,NA,NA,NA,2026
Pool,Po,105,85.53000813,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,106,74.35000707,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,107,115.0600109,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,108,3.280000311,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,109,18.64000177,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,110,17.39874565,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,111,20.95000199,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,112,60.63000576,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,114,86.06000818,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,116,37.32000355,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,117,7.750000737,NA,NA,NA,NA,NA,NA,NA,2026
Riffle,Rf,118,21.64000206,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,119,11.86000113,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,120,14.98000142,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,121,40.62000386,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,122,26.25000249,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,123,32.19000306,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,124,171.7247771,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,126,188.6500779,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,128,151.2000144,NA,NA,NA,NA,NA,NA,NA,2026
Transition,Tr,129,515.3761542,NA,NA,NA,NA,NA,NA,NA,2026
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026
Bank,Bk,1,140.2200733,65.518454,0,NA,0,NA,-34.94520965,NA,2027
Bank,Bk,4,72.35000687,57.69038731,10,4,25.92912999,6.185854092,29.24634187,73.77979869,2027
Bank,Bk,6,905.180086,477.1579101,14,5,50.84305582,9.805687634,-9.385924885,81.44587733,2027
Glide-Run,GR,7,5982.652246,5827.495841,1459,600,3551.133223,1457.705885,48.19353563,72.89892482,2027
Margin Attached Bar,Br,8,25.82000245,24.46006096,0,NA,0,NA,-23.56852929,NA,2027
Margin Attached Bar,Br,9,12.46000118,12.46000118,0,NA,1.237531856,NA,0.582745489,NA,2027
Margin Attached Bar,Br,10,100.4300095,52.90055355,0,NA,0,NA,-31.74720129,NA,2027
Margin Attached Bar,Br,11,110.7000105,57.31020878,0,NA,0,NA,-33.83481578,NA,2027
Margin Attached Bar,Br,12,19.29000183,17.8398826,0,NA,0,NA,-15.83366891,NA,2027
Margin Attached Bar,Br,13,130.4300124,1.339913116,0,NA,0,NA,-36.28221431,NA,2027
Margin Attached Bar,Br,14,1873.490178,112.6521853,0,NA,0.612616308,NA,-31.24091792,NA,2027
Margin Attached Bar,Br,15,62.31000592,33.09972027,0,NA,0,NA,-34.83984144,NA,2027
Mid Channel Bar,Bc,16,800.180076,130.9097076,0,NA,0,NA,-27.61314902,NA,2027
Mid Channel Bar,Bc,17,4.870000463,4.459971497,3,NA,2.017536779,NA,24.6192882,NA,2027
Mid Channel Bar,Bc,18,199.3400189,0.540073673,NA,NA,NA,NA,NA,NA,2027
Mid Channel Bar,Bc,19,1.529453031,1.05439593,NA,NA,NA,NA,NA,NA,2027
Mid Channel Bar,Br,20,4.240000403,2.029890637,NA,NA,NA,NA,NA,NA,2027
Pocket Pool,Pk,21,5.110000485,5.110000484,3,1,5.110000484,4.629986241,66.43098143,67.14189002,2027
Pocket Pool,Pk,22,3.700000351,3.700000355,0,NA,0,NA,-10.15693156,NA,2027
