"","Unit","medArea","medPerim","avgArea","avgPerim","sdArea","sdPerim","totArea","totPerim","n","percArea","PeribyArea","visit"
"764","Bank",22.55,89.7,40.4666666666667,132.1,42.2279600035404,111.271478008436,485.6,1585.2,12,8.49,3.26,4179
"765","Chute",17.6,35.4,17.6,35.4,0,0,17.6,35.4,1,0.31,2.01,4179
"766","Glide-Run",62.2,121.6,894,699.466666666667,1461.72775851046,1026.9847386078,2682,2098.4,3,46.87,0.78,4179
"767","Margin Attached Bar",30.45,64.7,61.5681818181818,80.4727272727273,63.7553238588459,63.7723195798047,1354.5,1770.4,22,23.67,1.31,4179
"768","Mid Channel Bar",9.7,15,9.9,16.5333333333333,4.00374824383352,2.65581123827228,29.7,49.6,3,0.52,1.67,4179
"769","Pocket Pool",2.5,8.4,2.4625,8.55,0.587822859614794,2.17977718389485,19.7,68.4,8,0.34,3.47,4179
"770","Pond",13.3,32.2,13.3,32.2,0,0,13.3,32.2,1,0.23,2.42,4179
"771","Pool",8.1,16.7,12.3333333333333,19.8166666666667,11.2190314495801,9.74294244754796,296,475.6,24,5.17,1.61,4179
"772","Rapid",43.65,33.3,43.65,33.3,34.0118361750729,16.8291413922398,87.3,66.6,2,1.53,0.76,4179
"773","Riffle",65.4,45,65.4,45,0,0,65.4,45,1,1.14,0.69,4179
"774","Transition",22,86.6,51.6615384615385,140.230769230769,61.239292104301,166.023529379701,671.6,1823,13,11.74,2.71,4179
"775","Bank",17.8,46.8,66.2111111111111,125.755555555556,75.9443948630254,136.421837613257,595.9,1131.8,9,14.18,1.9,4182
"776","Glide-Run",2376.1,1172.4,2376.1,1172.4,0,0,2376.1,1172.4,1,56.52,0.49,4182
"777","Margin Attached Bar",17.2,50,81.8857142857143,134.085714285714,107.018618762834,144.216543532881,573.2,938.6,7,13.64,1.64,4182
"778","Pocket Pool",2.3,7.3,2.375,7.4,0.590903263374528,1.09544511501033,9.5,29.6,4,0.23,3.12,4182
"779","Pool",7.6,14,19.1666666666667,22.8,26.4286010295844,18.543385420606,287.5,342,15,6.84,1.19,4182
"780","Riffle",12.4,19.4,12.4,19.4,0,0,12.4,19.4,1,0.29,1.56,4182
"781","Transition",49.7,246.9,87.225,352.8,95.0284650337291,292.689004462643,348.9,1411.2,4,8.3,4.04,4182
"782","Bank",1.1,11.8,2.11904761904762,22,2.2719196833557,22.6423497013892,44.5,462,21,10.98,10.38,547
"783","Glide-Run",26.2,81.2,29.35,83.4166666666667,25.7549024459422,58.6495495862216,176.1,500.5,6,43.45,2.84,547
"784","Margin Attached Bar",2.85,20,4.93125,23.0375,4.21564052072754,17.4386878329,78.9,368.6,16,19.47,4.67,547
"785","Mid Channel Bar",0.9,5.6,1.075,5.9,0.722841614740048,2.9280255007997,4.3,23.6,4,1.06,5.49,547
"786","Pocket Pool",0.5,3.4,0.466666666666667,3.7,0.150554530541816,0.969535971483266,2.8,22.2,6,0.69,7.93,547
"787","Pool",2.3,8.8,2.62105263157895,11.0315789473684,1.73959731846464,5.81005379890744,49.8,209.6,19,12.29,4.21,547
"788","Rapid",7.4,26.6,7.4,26.6,0,0,7.4,26.6,1,1.83,3.59,547
"789","Riffle",2.1,7.2,1.93333333333333,7.4,0.378593889720018,0.346410161513775,5.8,22.2,3,1.43,3.83,547
"790","Transition",2.9,17.8,3.3,20.2,2.53258760954088,13.7564530312141,36.3,222.2,11,8.96,6.12,547
"791",NA,0,0.3,0,0.3,0,0,0,0.3,1,0,Inf,547
"792","Bank",2.1,13.6,3.12608695652174,20.7913043478261,2.85358106616682,16.5406912311173,71.9,478.2,23,10.82,6.65,548
"793","Cascade",6.7,33.2,6.7,33.2,0,0,6.7,33.2,1,1.01,4.96,548
"794","Chute",7.45,31.2,7.45,31.2,8.83883476483184,24.8901586977665,14.9,62.4,2,2.24,4.19,548
"795","Glide-Run",17.6,38.2,25.4,67.6571428571429,27.4765961016523,87.5157672868696,177.8,473.6,7,26.75,2.66,548
"796","Margin Attached Bar",5.85,28,6.06363636363636,25.5090909090909,3.48869541103772,10.933518106347,133.4,561.2,22,20.07,4.21,548
"797","Mid Channel Bar",16.1,32.8,16.1,32.8,0,0,16.1,32.8,1,2.42,2.04,548
"798","Pocket Pool",0.6,4.6,0.7,4.86666666666667,0.264575131106459,0.642910050732863,2.1,14.6,3,0.32,6.95,548
"799","Pool",4.1,13.6,5.11428571428571,14.4142857142857,2.48962683112184,4.50808796973364,71.6,201.8,14,10.77,2.82,548
"800","Rapid",6.3,28.8,7.76666666666667,30,3.3501243758006,6.28649345820068,23.3,90,3,3.51,3.86,548
"801","Riffle",6.7,16.8,7.05,16.4,6.17405863269859,9.12841716838138,42.3,98.4,6,6.36,2.33,548
"802","Transition",6.55,30.9,10.47,50.34,8.52565409677039,41.4057483931881,104.7,503.4,10,15.75,4.81,548
"803","Bank",4.05,22.7,4.53125,29.4875,2.36607093441145,16.6411487984854,72.5,471.8,16,13.42,6.51,664
"804","Glide-Run",7.45,34.4,11.75,36.52,9.05848282612001,16.5120696596291,117.5,365.2,10,21.75,3.11,664
"805","Margin Attached Bar",4.5,22,5.63684210526316,25.5368421052632,4.42897160452449,14.933899190407,107.1,485.2,19,19.83,4.53,664
"806","Mid Channel Bar",1.05,5,1.9,7.5,2.5073226092122,8.4545845551393,7.6,30,4,1.41,3.95,664
"807","Pocket Pool",0.4,3.8,0.466666666666667,3.6,0.115470053837925,0.721110255092798,1.4,10.8,3,0.26,7.71,664
"808","Pool",1.65,7.1,2.7875,9.95,2.79925585349631,7.32029143317851,44.6,159.2,16,8.26,3.57,664
"809","Rapid",6.5,22.8,9.3,23.2625,6.43983140861844,10.4182446423844,74.4,186.1,8,13.77,2.5,664
"810","Riffle",4.35,11.8,4.2,11.75,3.07354301526214,6.31901891119183,16.8,47,4,3.11,2.8,664
"811","Transition",6.2,32.6,9.89,45.51,8.20466669375152,32.4400455541535,98.9,455.1,10,18.31,4.6,664
"812","Bank",8.95,53.6,14.36,68.92,16.8909706319349,69.2238366139551,143.6,689.2,10,14.78,4.8,665
"813","Glide-Run",99.5,251.8,112.466666666667,252.7,88.6639911877045,204.551484961611,337.4,758.1,3,34.72,2.25,665
"814","Margin Attached Bar",5.4,31.4,10.2461538461538,43.0923076923077,9.65536253286357,37.1539693155043,133.2,560.2,13,13.71,4.21,665
"815","Pocket Pool",0.9,4.6,0.92,4.6,0.286356421265527,0.787400787401181,4.6,23,5,0.47,5,665
"816","Pool",5.1,13.4,9.4,20.4461538461538,14.8057984136846,23.1395986490912,122.2,265.8,13,12.57,2.18,665
"817","Riffle",10.45,18.5,10.45,18.5,4.87903679018718,5.79827560572969,20.9,37,2,2.15,1.77,665
"818","Transition",30.85,102.1,26.2875,97.5375,19.416004995879,61.1404691205891,210.3,780.3,8,21.64,3.71,665
"819","Bank",10,50.9,20.5571428571429,87.2857142857143,24.6008978662198,102.841707022476,287.8,1222,14,10.77,4.25,681
"820","Glide-Run",81.15,144.3,100.983333333333,155.383333333333,109.595427216042,122.807074986202,605.9,932.3,6,22.67,1.54,681
"821","Margin Attached Bar",9.25,22.9,19.2333333333333,36.1666666666667,25.9542350848677,29.501166766413,461.6,868,24,17.27,1.88,681
"822","Mid Channel Bar",14,18.8,12.42,15.18,13.0166047800492,12.2654800150667,62.1,75.9,5,2.32,1.22,681
"823","Pocket Pool",2.2,7.1,2.2,7.1,0.141421356237309,0.424264068711929,4.4,14.2,2,0.16,3.23,681
"824","Pool",14.3,21.2,29.5333333333333,32.0533333333333,33.8957364926764,26.3796963771834,443,480.8,15,16.58,1.09,681
"825","Rapid",34.5,62.8,35.4666666666667,79.6666666666667,33.060600922145,81.6177268326761,106.4,239,3,3.98,2.25,681
"826","Riffle",16.95,29.7,24.4333333333333,30.2666666666667,21.6868316419588,11.7661661838794,146.6,181.6,6,5.49,1.24,681
"827","Transition",12.6,47.2,61.6,137.444444444444,124.119247097298,211.667635168388,554.4,1237,9,20.74,2.23,681
"828","Bank",173.8,309.4,172.15,314.066666666667,119.878500991629,202.948374387839,1032.9,1884.4,6,13.22,1.82,685
"829","Chute",18.8,47,18.8,47,0,0,18.8,47,1,0.24,2.5,685
"830","Glide-Run",177.25,198.6,304.2,245.7,368.406150871562,274.925146176191,1825.2,1474.2,6,23.37,0.81,685
"831","Margin Attached Bar",48.3,96.8,156.642857142857,153.771428571429,168.991911612586,112.952935837391,1096.5,1076.4,7,14.04,0.98,685
"832","Mid Channel Bar",27.05,22.6,27.05,22.6,32.8804653251745,18.9504617357995,54.1,45.2,2,0.69,0.84,685
"833","Pocket Pool",4,9,3.53333333333333,8.8,0.89628864398325,1.3114877048604,10.6,26.4,3,0.14,2.49,685
"834","Pond",13.4,18,13.4,18,6.64680374315355,5.09116882454314,26.8,36,2,0.34,1.34,685
"835","Pool",60.9,61.6,89.2333333333333,60.8222222222222,99.3735377250906,43.3293716137731,803.1,547.4,9,10.28,0.68,685
"836","Riffle",353.5,217,270.466666666667,175.8,212.205144455391,127.494470468331,811.4,527.4,3,10.39,0.65,685
"837","Transition",286.75,333.8,355.166666666667,365.9,317.629713135699,264.791805009143,2131,2195.4,6,27.28,1.03,685
"838","Bank",31.2,149.8,34.42,163.08,18.4205591663228,89.1749516400205,172.1,815.4,5,13.05,4.74,686
"839","Glide-Run",19.8,40.8,53.3285714285714,99.6857142857143,78.3067411803461,109.16207260417,373.3,697.8,7,28.32,1.87,686
"840","Margin Attached Bar",9.3,35.3,14.275,40.9,13.5784230096345,29.5526648544594,114.2,327.2,8,8.66,2.87,686
"841","Mid Channel Bar",2,6.8,35.3,73.2666666666667,58.4584467805979,116.512030852326,105.9,219.8,3,8.03,2.08,686
"842","Pocket Pool",1.1,6.2,1.1,6.2,0,0,1.1,6.2,1,0.08,5.64,686
"843","Pond",2.7,9.4,2.7,9.4,0,0,2.7,9.4,1,0.2,3.48,686
"844","Pool",22.5,44.8,25.7111111111111,33.4888888888889,22.6829475842782,22.75326594384,231.4,301.4,9,17.55,1.3,686
"845","Riffle",58.7,87.2,58.7,87.2,37.3352380466497,54.0229580826522,117.4,174.4,2,8.9,1.49,686
"846","Transition",13.9,48.6,22.2444444444444,75.5111111111111,27.9589033722315,87.0749166586515,200.2,679.6,9,15.19,3.39,686
"847","Bank",6.6,35.2,8.33846153846154,40.2153846153846,7.4976150054021,32.3874936293277,108.4,522.8,13,16.38,4.82,699
"848","Cascade",9,29.4,10.2428571428571,28.7428571428571,4.68076102888449,11.6141949273087,71.7,201.2,7,10.84,2.81,699
"849","Glide-Run",7.15,12.1,7.15,12.1,7.56604255869606,6.64680374315355,14.3,24.2,2,2.16,1.69,699
"850","Margin Attached Bar",4.95,20.9,6.09285714285714,29.8,5.131571102306,23.2318084332004,85.3,417.2,14,12.89,4.89,699
"851","Mid Channel Bar",2.7,8.2,2.46666666666667,8.93333333333333,0.404145188432738,1.44683562761405,7.4,26.8,3,1.12,3.62,699
"852","Pocket Pool",0.8,4.4,0.82,4.48,0.248997991959775,0.521536192416212,4.1,22.4,5,0.62,5.46,699
"853","Pool",3.4,9.6,3.97777777777778,9.97777777777778,2.38630351054606,3.39476721505974,35.8,89.8,9,5.41,2.51,699
"854","Rapid",34.6,53,35.28,61.16,31.9948745895339,53.1099614008521,176.4,305.8,5,26.66,1.73,699
"855","Riffle",5,10.7,5,10.7,5.79827560572969,8.9095454429505,10,21.4,2,1.51,2.14,699
"856","Transition",13.5,60,24.65,112.766666666667,30.2642197983031,134.670882772286,147.9,676.6,6,22.35,4.57,699
"857","Bank",2.4,19.8,3.65789473684211,25.3578947368421,3.24624839699164,18.4379534833715,69.5,481.8,19,12.3,6.93,701
"858","Glide-Run",37.95,96.45,41.1,118.775,22.5514227193467,58.5831816024588,164.4,475.1,4,29.1,2.89,701
"859","Margin Attached Bar",6.1,20.4,7.02,23.84,5.7430952331598,14.6076692185988,105.3,357.6,15,18.64,3.4,701
"860","Mid Channel Bar",1.4,6.2,1.4,6.2,1.27279220613579,3.67695526217005,2.8,12.4,2,0.5,4.43,701
"861","Pocket Pool",0.75,4.2,0.75,4.4,0.208166599946613,1.01980390271856,3,17.6,4,0.53,5.87,701
"862","Pool",7.2,17.6,7.08461538461538,16.9846153846154,4.96384363067005,8.26416422007757,92.1,220.8,13,16.3,2.4,701
"863","Rapid",13.4,64.2,13.4,64.2,0,0,13.4,64.2,1,2.37,4.79,701
"864","Riffle",3.5,11,4.7,12.6,2.78567765543682,4.79305052480498,32.9,88.2,7,5.82,2.68,701
"865","Transition",7.3,33.1,8.14,33.99,3.88935870177991,17.0577092378914,81.4,339.9,10,14.41,4.18,701
"866","Bank",35.7,57.8,45.4444444444444,74.4222222222222,43.8887260897121,56.7181139006265,409,669.8,9,13.19,1.64,738
"867","Glide-Run",441.1,395.3,441.1,395.3,357.088924499207,81.8829652614022,882.2,790.6,2,28.45,0.9,738
"868","Margin Attached Bar",154.6,200.8,113.1,151.76,79.0629496034647,78.1641094109055,565.5,758.8,5,18.24,1.34,738
"869","Pocket Pool",2.05,7.2,2.3,7.3,0.605530070819498,0.739369100427294,9.2,29.2,4,0.3,3.17,738
"870","Pool",5.7,13.8,14.0625,19,20.2627693425299,11.6790410565251,112.5,152,8,3.63,1.35,738
"871","Riffle",121.8,111.9,121.8,111.9,9.47523086789974,15.6977705423414,243.6,223.8,2,7.86,0.92,738
"872","Transition",398,392.6,292.9,368.466666666667,204.788695977097,186.176833503348,878.7,1105.4,3,28.34,1.26,738
"873","Bank",4.8,12.8,5.52941176470588,19.3529411764706,4.60417808977378,15.1846187656728,94,329,17,9.93,3.5,747
"874","Cascade",30.4,36.5,26.8,41.14,11.1326097569258,16.4054259316849,134,205.7,5,14.16,1.54,747
"875","Margin Attached Bar",5.9,19.1,17.55,41.8571428571429,22.7181306787874,43.6713902878112,245.7,586,14,25.96,2.39,747
"876","Mid Channel Bar",0.1,1.8,0.1,1.8,0,0,0.1,1.8,1,0.01,18,747
"877","Pocket Pool",1.4,5.4,1.31428571428571,5.57142857142857,0.323669437485075,0.534522483824849,9.2,39,7,0.97,4.24,747
"878","Pool",4.1,10.3,7.23333333333333,13.2,8.4096769656549,8.11517097786609,43.4,79.2,6,4.59,1.82,747
"879","Rapid",17.5,38,20.7333333333333,48.6,11.9692383494802,30.0258555248639,124.4,291.6,6,13.15,2.34,747
"880","Riffle",4.55,12.9,6.61666666666667,15.8333333333333,4.18445536081659,5.85343204168859,39.7,95,6,4.2,2.39,747
"881","Transition",256.2,687.2,256.2,687.2,0,0,256.2,687.2,1,27.07,2.68,747
"882","Bank",4.5,25.8,6.29473684210526,31.0736842105263,4.90254737460373,19.8441942840627,119.6,590.4,19,9.45,4.94,797
"883","Glide-Run",60.4,124.6,56.7,114.68,40.4359988129389,64.8166028113168,283.5,573.4,5,22.41,2.02,797
"884","Margin Attached Bar",5.65,23.7,12.8818181818182,33.5636363636364,14.5213680440284,28.2523078779929,283.4,738.4,22,22.4,2.61,797
"885","Mid Channel Bar",26,65.8,29,60.7333333333333,25.8309891409524,46.4079016260522,87,182.2,3,6.88,2.09,797
"886","Pocket Pool",0.9,5,1.02857142857143,5.37142857142857,0.242997158517582,1.21889880044009,7.2,37.6,7,0.57,5.22,797
"887","Pond",3.1,9.2,3.1,9.2,0,0,3.1,9.2,1,0.25,2.97,797
"888","Pool",6.4,15.3,8.78,19.34,6.40326305704972,11.1379431574137,87.8,193.4,10,6.94,2.2,797
"889","Rapid",12.6,30.2,14.88,35.28,6.73401811699375,20.8175887172362,74.4,176.4,5,5.88,2.37,797
"890","Riffle",11.5,23.8,10.98,22.92,5.09970587387155,7.88238542574518,54.9,114.6,5,4.34,2.09,797
"891","Transition",28.1,84.4,33.075,106.9875,23.3057779469874,55.6323245578889,264.6,855.9,8,20.91,3.23,797
"892","Bank",6.6,25.2,7.65454545454545,36.0909090909091,5.36085135708194,24.0017272105761,84.2,397,11,11.33,4.71,806
"893","Glide-Run",97,157.2,65.2666666666667,121.6,55.8320099345647,103.689536598444,195.8,364.8,3,26.35,1.86,806
"894","Margin Attached Bar",5.45,25.6,10.0833333333333,31.7,11.8763358381774,27.2903559781063,181.5,570.6,18,24.43,3.14,806
"895","Mid Channel Bar",5.5,13.4,5.5,13.4,0,0,5.5,13.4,1,0.74,2.44,806
"896","Pocket Pool",1.15,5.5,1.15,5.4,0.238047614284762,0.432049379893857,4.6,21.6,4,0.62,4.7,806
"897","Pool",4.4,10.2,5.83636363636364,11.4363636363636,4.40937018796851,4.82146714751282,64.2,125.8,11,8.64,1.96,806
"898","Rapid",17.3,51.8,17.3,51.8,0,0,17.3,51.8,1,2.33,2.99,806
"899","Riffle",9.5,19,11.2,21.9333333333333,7.98686421569817,12.8535338850191,33.6,65.8,3,4.52,1.96,806
"900","Transition",11.2,56.2,22.3571428571429,85.6,24.0480669453809,76.1181537698684,156.5,599.2,7,21.06,3.83,806
"901","Bank",2.1,19,4.06923076923077,29.6615384615385,4.31921764045771,29.7202943699402,52.9,385.6,13,11.25,7.29,820
"902","Glide-Run",26.6,75.6,25.12,79.72,23.6840030400268,69.2780773405267,125.6,398.6,5,26.72,3.17,820
"903","Margin Attached Bar",4.95,25.1,7.14285714285714,29.4571428571429,6.42479742700281,21.2228365495471,100,412.4,14,21.27,4.12,820
"904","Mid Channel Bar",1.2,7.8,2.53333333333333,12,2.75378527364305,10.7349895202557,7.6,36,3,1.62,4.74,820
"905","Pocket Pool",0.6,4,0.6,4.06666666666667,0.2,0.30550504633039,1.8,12.2,3,0.38,6.78,820
"906","Pool",3.2,11.4,4.2,12.4380952380952,4.12019417018179,7.0409144427749,88.2,261.2,21,18.76,2.96,820
"907","Rapid",13.3,64.6,13.3,64.6,0,0,13.3,64.6,1,2.83,4.86,820
"908","Transition",5.8,36.4,11.6142857142857,55.2857142857143,11.6055200330746,49.5334038325461,81.3,387,7,17.29,4.76,820
"909","Bank",1.9,16.8,2.86153846153846,23.9384615384615,2.53953357316472,20.2937403510515,37.2,311.2,13,9.75,8.37,85
"910","Cascade",3.7,10,3.7,10,0,0,3.7,10,1,0.97,2.7,85
"911","Glide-Run",12.8,30.7,12.28,28.34,6.38529560787909,10.7790537618105,61.4,141.7,5,16.09,2.31,85
"912","Margin Attached Bar",3.15,19,5.45555555555556,21.7722222222222,5.83036899470171,17.0407057833521,98.2,391.9,18,25.73,3.99,85
"913","Mid Channel Bar",1.1,5.8,1.1,5.8,0,0,1.1,5.8,1,0.29,5.27,85
"914","Pocket Pool",0.7,4.2,0.68,4,0.122927259430572,0.461880215351701,6.8,40,10,1.78,5.88,85
"915","Pool",1.25,5.5,2.2625,7.9,1.71375735905474,4.5968933608937,18.1,63.2,8,4.74,3.49,85
"916","Rapid",7.9,28.8,13.4,32.3,14.5693742716243,22.3158389191773,93.8,226.1,7,24.57,2.41,85
"917","Riffle",2.65,9.5,3.275,10.55,1.80808370012748,3.34015967682185,13.1,42.2,4,3.43,3.22,85
"918","Transition",4.25,32.3,6.1,36.7,3.44093010681705,18.6280893890306,48.8,293.6,8,12.78,6.02,85
"919","Bank",14.8,50.4,24.9727272727273,79.4,26.8547981153868,76.0637101382782,274.7,873.4,11,10.96,3.18,895
"920","Glide-Run",126.35,145.6,125.366666666667,134.566666666667,94.5498316585845,99.8836456416498,752.2,807.4,6,30,1.07,895
"921","Margin Attached Bar",16.3,31.6,32.7,52.7384615384615,32.7373894296211,47.5164101208123,425.1,685.6,13,16.96,1.61,895
"922","Mid Channel Bar",44.65,38.9,44.65,38.9,49.2853426487024,32.3854905783439,89.3,77.8,2,3.56,0.87,895
"923","Pocket Pool",1.85,6.3,1.85,6.3,0.636396103067893,0.989949493661167,3.7,12.6,2,0.15,3.41,895
"924","Pond",15.3,21,15.3,21,0,0,15.3,21,1,0.61,1.37,895
"925","Pool",16.7,21.8,23.9090909090909,26.5272727272727,20.54543523732,16.0666792405332,263,291.8,11,10.49,1.11,895
"926","Rapid",50.4,59.2,50.4,59.2,0,0,50.4,59.2,1,2.01,1.17,895
"927","Riffle",37.15,41.9,42.05,43.95,20.6007281424711,12.3745706996243,168.2,175.8,4,6.71,1.05,895
"928","Transition",72.3,146.7,77.4333333333333,182.5,67.9825173604705,136.483303008097,464.6,1095,6,18.53,2.36,895
"929","Bank",52.4,143.4,58.2727272727273,132.236363636364,53.1843603122025,117.567506333402,641,1454.6,11,12.44,2.27,916
"930","Cascade",39.35,37.9,39.35,37.9,5.30330085889911,5.79827560572969,78.7,75.8,2,1.53,0.96,916
"931","Glide-Run",186.1,194.8,244.84,230.44,270.674930497821,169.577970267367,1224.2,1152.2,5,23.76,0.94,916
"932","Margin Attached Bar",50.55,77,75.83,95.06,86.3237066704931,76.9165810761532,758.3,950.6,10,14.72,1.25,916
"933","Mid Channel Bar",6.2,12.4,50.9333333333333,49.3333333333333,82.9077398879823,74.4237417316096,152.8,148,3,2.97,0.97,916
"934","Pocket Pool",2.8,8.6,4.66,10.84,5.02374362403178,5.82305761606392,23.3,54.2,5,0.45,2.33,916
"935","Pool",22.4,27.4,41.8272727272727,40.4545454545455,52.3780123889613,38.4342650153834,460.1,445,11,8.93,0.97,916
"936","Riffle",283.75,192.5,283.75,192.5,97.7928678380995,42.8506709399048,567.5,385,2,11.02,0.68,916
"937","Transition",118.6,190.2,177.971428571429,246.914285714286,172.886462881334,161.86870634943,1245.8,1728.4,7,24.18,1.39,916
"938","Bank",5.45,31.7,8.30625,40.5,6.8529768470838,26.472022967654,132.9,648,16,12.33,4.88,920
"939","Cascade",12.3,31.4,12.3,31.4,6.50538238691624,13.0107647738325,24.6,62.8,2,2.28,2.55,920
"940","Glide-Run",22.3,51.4,41.7571428571429,68.2285714285714,51.6340926502008,55.4702837648446,292.3,477.6,7,27.13,1.63,920
"941","Margin Attached Bar",5,26.4,7.95217391304348,30.2,7.17101929899518,21.5388866091921,182.9,694.6,23,16.97,3.8,920
"942","Mid Channel Bar",1.5,6,2.02222222222222,8.8,1.13553707312639,5.76107628833363,18.2,79.2,9,1.69,4.35,920
"943","Pocket Pool",0.7,4.6,0.7,4.6,0,0,0.7,4.6,1,0.06,6.57,920
"944","Pool",6.5,16.7,10.5,20.8833333333333,9.69357800533191,14.9051445257446,126,250.6,12,11.69,1.99,920
"945","Rapid",11.2,31,15.64,34.88,11.526187574389,21.3000469483051,78.2,174.4,5,7.26,2.23,920
"946","Riffle",15.5,29.9,15.1666666666667,28.2666666666667,8.3849070756131,11.531984506869,91,169.6,6,8.45,1.86,920
"947","Transition",7.85,35.8,9.35,42.8571428571429,4.29843441982525,18.941599083081,130.9,600,14,12.15,4.58,920
"948","Bank",2.4,16.6,3.52608695652174,25.8521739130435,4.19601730988114,27.4047917104957,81.1,594.6,23,11.5,7.33,937
"949","Cascade",4.1,11.2,4.1,11.2,0,0,4.1,11.2,1,0.58,2.73,937
"950","Glide-Run",9.2,29.2,10.3222222222222,29.8777777777778,7.81661336158086,15.8360173163723,92.9,268.9,9,13.17,2.89,937
"951","Margin Attached Bar",2.3,13.6,4.57428571428571,18.7542857142857,5.29040990612163,14.8242318094226,160.1,656.4,35,22.7,4.1,937
"952","Mid Channel Bar",0.6,3.8,0.6,3.8,0,0,0.6,3.8,1,0.09,6.33,937
"953","Pocket Pool",0.8,4.2,0.784615384615385,4.43076923076923,0.186396324383261,0.760903646314275,10.2,57.6,13,1.45,5.65,937
"954","Pool",2.15,8.5,3.23,10.56,2.30894396255566,4.54879715480428,32.3,105.6,10,4.58,3.27,937
"955","Rapid",9.1,21.5,14.2888888888889,36.9888888888889,12.7961365697272,37.7031313170552,128.6,332.9,9,18.24,2.59,937
"956","Riffle",7.75,19,9.625,21.25,6.36834620080703,9.70549672436536,38.5,85,4,5.46,2.21,937
"957","Transition",6,34,10.48,49.8466666666667,7.93790184584602,30.0475543731852,157.2,747.7,15,22.29,4.76,937
