"","Unit","medArea","medPerim","avgArea","avgPerim","sdArea","sdPerim","totArea","totPerim","n","percArea","PeribyArea","visit"
"1","Bank",11.6,49,19.7636363636364,84.2545454545455,20.6263556028336,78.7277887868872,217.4,926.8,11,12.87,4.26,1027
"2","Glide-Run",48.7,110.6,54.3571428571429,112.714285714286,32.3577325711005,48.2607994329224,380.5,789,7,22.53,2.07,1027
"3","Margin Attached Bar",12.4,46.3,20.3083333333333,57.75,20.1897119765729,43.3782622561536,243.7,693,12,14.43,2.84,1027
"4","Mid Channel Bar",1.1,9,5.1,10.3333333333333,7.9,10.4639062177245,15.3,31,3,0.91,2.03,1027
"5","Pocket Pool",1.2,5.2,1.2,5.2,0,0,1.2,5.2,1,0.07,4.33,1027
"6","Pool",10.35,22.8,15.8833333333333,26.0833333333333,13.924787142707,15.0894203354737,190.6,313,12,11.28,1.64,1027
"7","Riffle",24.4,49.4,60.32,60.6,76.6927767133255,44.8448436277795,301.6,303,5,17.86,1,1027
"8","Transition",35.1,110.4,42.375,98.525,35.1421501090317,37.4353442618069,339,788.2,8,20.07,2.33,1027
"9","Bank",9.3,46.4,11.3076923076923,58.2923076923077,8.83972676222344,41.8419737731237,147,757.8,13,8.63,5.16,1029
"10","Chute",10.5,29.4,11.5,40.4,8.7220983713783,20.9451665068579,57.5,202,5,3.38,3.51,1029
"11","Glide-Run",29.6,71.8,48.1111111111111,111,57.5083568806405,114.460517210084,433,999,9,25.43,2.31,1029
"12","Margin Attached Bar",7.75,30.5,15.7875,34.7125,18.2509497469766,24.9184235723959,252.6,555.4,16,14.83,2.2,1029
"13","Mid Channel Bar",2.9,8.1,15.575,28.7333333333333,24.2290256060408,44.9429807105794,186.9,344.8,12,10.98,1.84,1029
"14","Pocket Pool",1.4,6.2,1.275,6.5,0.369362384967083,1.75336411343614,10.2,52,8,0.6,5.1,1029
"15","Pond",8.5,15.6,8.5,15.6,0,0,8.5,15.6,1,0.5,1.84,1029
"16","Pool",13.5,21.8,15.025,24.1166666666667,9.20722295512901,10.9220238994706,180.3,289.4,12,10.59,1.61,1029
"17","Riffle",15.8,32.4,14.8,29,10.3216600731988,16.1789987329253,103.6,203,7,6.08,1.96,1029
"18","Transition",13.1,61.4,29.3818181818182,103.154545454545,26.523454457586,81.2300112475231,323.2,1134.7,11,18.98,3.51,1029
"19","Bank",175.85,271,205.6,265.1,216.399861367793,209.363024433638,1233.6,1590.6,6,6.67,1.29,1096
"20","Chute",17.7,76.4,17.7,76.4,0,0,17.7,76.4,1,0.1,4.32,1096
"21","Glide-Run",3792.75,1222.15,3792.75,1222.15,3801.90103040571,639.15381951452,7585.5,2444.3,2,41.03,0.32,1096
"22","Margin Attached Bar",281.9,349,1001.66,489.96,1306.79551116462,555.793512016828,5008.3,2449.8,5,27.09,0.49,1096
"23","Pool",46.8,42.2,161.890909090909,74.7272727272727,229.644875643004,72.2547865668302,1780.8,822,11,9.63,0.46,1096
"24","Riffle",74.6,59.2,115.266666666667,93.4666666666667,82.3145997580826,63.9078503263357,345.8,280.4,3,1.87,0.81,1096
"25","Transition",134.75,295.8,629.45,723.2,1061.71801184056,1064.06824342552,2517.8,2892.8,4,13.62,1.15,1096
"26","Bank",7.1,38.9,9.98,43.5,8.64263334355398,31.1827944011865,99.8,435,10,10.66,4.36,1164
"27","Chute",4.8,21.4,4.8,21.4,0,0,4.8,21.4,1,0.51,4.46,1164
"28","Glide-Run",84.1,132.05,79.275,115.125,55.698137311763,63.0532777366358,317.1,460.5,4,33.87,1.45,1164
"29","Margin Attached Bar",12.2,30,17.9727272727273,41.8727272727273,13.781951306625,21.828288568236,197.7,460.6,11,21.12,2.33,1164
"30","Mid Channel Bar",1.1,7.4,5.83333333333333,10.8333333333333,9.16751511225007,12.6056865474806,17.5,32.5,3,1.87,1.86,1164
"31","Pocket Pool",1.25,6.2,1.35,6.66666666666667,0.372827037646145,1.91694200920807,8.1,40,6,0.87,4.94,1164
"32","Pool",5.9,16.6,5.41428571428571,14.8571428571429,2.35119017480408,4.00618569334021,37.9,104,7,4.05,2.74,1164
"33","Rapid",24.1,44,24.1,44,16.4048773235279,34.2239682094289,48.2,88,2,5.15,1.83,1164
"34","Riffle",4.1,11.8,4.1,11.8,3.39411254969543,5.65685424949238,8.2,23.6,2,0.88,2.88,1164
"35","Transition",25.45,98.7,49.2,153.475,55.6827322126588,132.857251088026,196.8,613.9,4,21.02,3.12,1164
"36","Bank",8.4,48.8,8.3,53.9636363636364,6.53084986812589,44.0524976074518,91.3,593.6,11,8.53,6.5,1175
"37","Chute",8.2,39.4,8.2,39.4,0,0,8.2,39.4,1,0.77,4.8,1175
"38","Glide-Run",23.4,62,61.04,127.56,80.1061982620571,157.594314618263,305.2,637.8,5,28.5,2.09,1175
"39","Margin Attached Bar",5.2,22.55,11.51875,29.65625,12.2333543369484,20.7314887309137,184.3,474.5,16,17.21,2.57,1175
"40","Mid Channel Bar",10.6,20.6,14.6,26.4666666666667,16.7245926706751,28.8393250036589,87.6,158.8,6,8.18,1.81,1175
"41","Pocket Pool",1.1,4.7,1.05,5.04,0.295334085777822,1.06583300755794,10.5,50.4,10,0.98,4.8,1175
"42","Pool",3.05,9.7,5.19166666666667,14.7666666666667,4.68914769021046,9.67953166911155,62.3,177.2,12,5.82,2.84,1175
"43","Rapid",31.3,69.7,31.3,69.7,31.2541197284454,68.0236723501459,62.6,139.4,2,5.85,2.23,1175
"44","Riffle",6.05,15.2,6.675,14.25,6.09008757463033,8.88650662521556,26.7,57,4,2.49,2.13,1175
"45","Transition",27.45,105.8,29.1,116.6875,19.9915696518022,78.4758277160189,232.8,933.5,8,21.74,4.01,1175
"46","Bank",7.35,34.7,10.325,41.35,8.8320685449451,28.4196655734079,247.8,992.4,24,5.86,4,1448
"47","Chute",0,0.3,8.75714285714286,22.5142857142857,17.7054471037265,33.0807813577324,61.3,157.6,7,1.45,2.57,1448
"48","Glide-Run",62.95,124.2,123.2375,166.45,185.050116281277,176.05719038345,985.9,1331.6,8,23.29,1.35,1448
"49","Margin Attached Bar",8.2,25.2,30.3545454545455,39.2022727272727,42.4701944982456,43.0747456828804,1335.6,1724.9,44,31.56,1.29,1448
"50","Mid Channel Bar",11.9,17.6,24.4666666666667,24.4,30.4605208972751,21.8100894083449,73.4,73.2,3,1.73,1,1448
"51","Pocket Pool",2.4,7,2.4,7,0,0,2.4,7,1,0.06,2.92,1448
"52","Pond",4.8,11,4.8,11,0,0,4.8,11,1,0.11,2.29,1448
"53","Pool",35.1,40.6,55.1272727272727,54.3636363636364,78.1537598700036,61.3087150856593,606.4,598,11,14.33,0.99,1448
"54","Riffle",28,32.3,28.6833333333333,30.5,22.2031003841055,16.1793695798075,172.1,183,6,4.07,1.06,1448
"55","Transition",51.85,142.7,74.34,178.06,62.8763548561778,134.647062929555,743.4,1780.6,10,17.57,2.4,1448
"56","Bank",42.4,127.2,100.24,251.48,118.987154768908,274.275357989011,501.2,1257.4,5,15.03,2.51,1486
"57","Glide-Run",85.4,118.2,534.866666666667,396.6,818.483483848839,552.933703078407,1604.6,1189.8,3,48.11,0.74,1486
"58","Margin Attached Bar",26,47,53.5857142857143,85.3714285714286,63.1758241885673,86.9943621599644,375.1,597.6,7,11.25,1.59,1486
"59","Mid Channel Bar",51.3,100.2,51.3,100.2,0,0,51.3,100.2,1,1.54,1.95,1486
"60","Pocket Pool",1.8,6.6,1.8,7.13333333333333,0.3,1.28582010146573,5.4,21.4,3,0.16,3.96,1486
"61","Pool",10.75,19,32.6416666666667,33.8333333333333,52.9841221213459,34.5996146413993,391.7,406,12,11.75,1.04,1486
"62","Riffle",40.6,42,40.6,42,0,0,40.6,42,1,1.22,1.03,1486
"63","Transition",30.45,91.2,45.6625,117.35,43.1949381128325,68.3704823527146,365.3,938.8,8,10.95,2.57,1486
"64","Bank",328.1,749.6,328.1,749.6,113.278506346085,5.37401153701778,656.2,1499.2,2,15.53,2.28,1494
"65","Glide-Run",62.9,176,668.733333333333,416.6,1100.47332695224,566.417831640212,2006.2,1249.8,3,47.49,0.62,1494
"66","Margin Attached Bar",37.4,94.8,62.0333333333333,98.2666666666667,58.2932028627695,74.0393138812077,558.3,884.4,9,13.22,1.58,1494
"67","Mid Channel Bar",3.3,8.6,3.3,8.6,0,0,3.3,8.6,1,0.08,2.61,1494
"68","Pocket Pool",1.7,7,1.7,7,0,0,1.7,7,1,0.04,4.12,1494
"69","Pool",40.4,42.6,61.7,53.6666666666667,68.5830153901095,45.6199517755116,555.3,483,9,13.14,0.87,1494
"70","Rapid",16,29.8,16,29.8,0,0,16,29.8,1,0.38,1.86,1494
"71","Transition",53.1,106.6,61.1142857142857,167.542857142857,34.7004048281586,108.401089433991,427.8,1172.8,7,10.13,2.74,1494
"72","Bank",67.4,83.8,264.01,256.04,342.847515344326,330.019538815507,2640.1,2560.4,10,12.35,0.97,1521
"73","Glide-Run",5189.15,1477.5,5189.15,1477.5,5193.3457544246,939.744912196922,10378.3,2955,2,48.56,0.28,1521
"74","Margin Attached Bar",201.9,164,491.657142857143,303.542857142857,622.999908660087,298.645803905691,3441.6,2124.8,7,16.1,0.62,1521
"75","Mid Channel Bar",9.85,14.8,10.1,14.35,4.39317652729776,3.065398288423,40.4,57.4,4,0.19,1.42,1521
"76","Pocket Pool",4.6,9.6,5.32,11.24,1.47207336773681,2.64348255148393,26.6,56.2,5,0.12,2.11,1521
"77","Pool",83.4,55.9,186.87,81.66,234.672741635382,65.0530757663822,1868.7,816.6,10,8.74,0.44,1521
"78","Riffle",363.1,274.1,363.1,274.1,258.942503270514,227.264119473356,726.2,548.2,2,3.4,0.75,1521
"79","Transition",424.7,682.3,374.75,616.7,274.59910961254,508.145124939716,2248.5,3700.2,6,10.52,1.65,1521
"80","Bank",3.65,21.1,4.02142857142857,25.7428571428571,3.0380101208695,17.313121492792,56.3,360.4,14,9.29,6.4,1545
"81","Chute",8.05,30.4,8.05,30.4,4.03050865276332,12.4450793488832,16.1,60.8,2,2.66,3.78,1545
"82","Glide-Run",35.5,87.5,46.84,91.18,43.6877328319976,90.8484287150857,234.2,455.9,5,38.65,1.95,1545
"83","Margin Attached Bar",3.1,18.6,7.34615384615385,29.7230769230769,11.5817827776078,33.0828796067834,95.5,386.4,13,15.76,4.05,1545
"84","Mid Channel Bar",6.2,22.3,10.1666666666667,35.9,10.1683168059747,36.8481749887291,61,215.4,6,10.07,3.53,1545
"85","Pocket Pool",0.95,5.3,0.933333333333333,5.36666666666667,0.265832027165025,1.19610478916634,5.6,32.2,6,0.92,5.75,1545
"86","Pool",2.1,8,2.1375,8.55,0.616296542722275,2.4065387118076,17.1,68.4,8,2.82,4,1545
"87","Rapid",9.4,21.2,10.8666666666667,28,4.86860691916418,14.0897125591688,32.6,84,3,5.38,2.58,1545
"88","Riffle",3.45,14,3.45,14,3.04055915910215,7.91959594928933,6.9,28,2,1.14,4.06,1545
"89","Transition",10.7,54.7,11.5714285714286,55.6428571428571,6.17595182562016,26.4288262535977,81,389.5,7,13.37,4.81,1545
"90","Bank",4.5,27,7.34166666666667,42.95,9.23289163148728,50.9305498604807,88.1,515.4,12,15.81,5.85,1549
"91","Glide-Run",97.85,213.3,97.85,213.3,128.76414485407,256.679761570717,195.7,426.6,2,35.11,2.18,1549
"92","Margin Attached Bar",4.6,27.4,8.79090909090909,29.8,8.936716907842,20.0519325751909,96.7,327.8,11,17.35,3.39,1549
"93","Mid Channel Bar",0,0.4,0,0.4,0,0,0,0.4,1,0,Inf,1549
"94","Pocket Pool",0.6,4,0.72,4.64,0.216794833886788,1.32211951048307,3.6,23.2,5,0.65,6.44,1549
"95","Pond",2.2,7,2.2,7,0,0,2.2,7,1,0.39,3.18,1549
"96","Pool",3.8,11.6,5,15.92,3.66810577819125,7.98072678394643,25,79.6,5,4.49,3.18,1549
"97","Riffle",1.1,5.4,1.73333333333333,6.93333333333333,1.64418166068514,4.50037035513005,5.2,20.8,3,0.93,4,1549
"98","Transition",17.8,57.2,20.0571428571429,80.8285714285714,12.0839917718797,49.1085095913703,140.4,565.8,7,25.19,4.03,1549
"99","Bank",3.7,31.6,4.57777777777778,38.2,3.61447706375963,27.8328942081128,41.2,343.8,9,8.81,8.34,157
"100","Cascade",14.6,27.6,14.6,27.6,0,0,14.6,27.6,1,3.12,1.89,157
"101","Glide-Run",4.4,19.7,7.3,22.8,4.53155602414888,6.50807191109625,36.5,114,5,7.8,3.12,157
"102","Margin Attached Bar",7.65,27.9,10.3166666666667,30.75,9.05255698014588,20.5972857876513,123.8,369,12,26.47,2.98,157
"103","Mid Channel Bar",2,8.8,7.22,24.3,10.437528443075,31.5488510091889,36.1,121.5,5,7.72,3.37,157
"104","Pocket Pool",0.8,4.2,0.828571428571429,4.62857142857143,0.221466970556828,0.582277956862201,5.8,32.4,7,1.24,5.59,157
"105","Pool",3.45,11,3.6,10.75,2.04776300712102,3.26343377441614,14.4,43,4,3.08,2.99,157
"106","Rapid",9.4,29.45,19.9333333333333,39.6,18.7880458448096,23.6322660783938,119.6,237.6,6,25.57,1.99,157
"107","Riffle",3.4,11,3.23333333333333,10.4,1.45716619962629,3.14324672910034,9.7,31.2,3,2.07,3.22,157
"108","Transition",10.7,45.2,9.45714285714286,42.8857142857143,4.48213384556104,16.9402310660578,66.2,300.2,7,14.16,4.53,157
"109","Bank",20.9,53.6,30.8166666666667,83.7833333333333,28.4329461055731,70.9679291630872,369.8,1005.4,12,10.84,2.72,1587
"110","Glide-Run",865.7,453.65,865.7,453.65,786.302740679441,294.792817076672,1731.4,907.3,2,50.77,0.52,1587
"111","Margin Attached Bar",45,95.2,58.9272727272727,80.1636363636364,61.6511815119401,60.4676983641229,648.2,881.8,11,19.01,1.36,1587
"112","Pocket Pool",2.45,8.1,2.44,8.7,0.767680489092522,3.15418593124896,24.4,87,10,0.72,3.57,1587
"113","Pool",10.8,19.5,13.9,20.6,6.87749954561976,6.67293039076536,83.4,123.6,6,2.45,1.48,1587
"114","Riffle",94.7,87.4,94.7,87.4,0,0,94.7,87.4,1,2.78,0.92,1587
"115","Transition",44.9,141.8,50.9222222222222,125.833333333333,37.8298419828109,32.4476501460429,458.3,1132.5,9,13.44,2.47,1587
"116","Bank",50.7,82.4,63.9307692307692,119.815384615385,51.8583067054737,87.8292457570735,831.1,1557.6,13,10.73,1.87,1596
"117","Glide-Run",367.9,225.4,346.985714285714,243.571428571429,239.271947294088,135.839583262584,2428.9,1705,7,31.36,0.7,1596
"118","Margin Attached Bar",144.8,167.8,153.85,138.6,140.67326885883,94.6555862059921,1230.8,1108.8,8,15.89,0.9,1596
"119","Mid Channel Bar",6.3,12,104.266666666667,144.733333333333,171.939824744977,230.594044444633,312.8,434.2,3,4.04,1.39,1596
"120","Pocket Pool",3.2,9.8,3.2,9.8,0.707106781186548,1.4142135623731,6.4,19.6,2,0.08,3.06,1596
"121","Pool",28.05,32.1,54.1083333333333,43.3333333333333,55.658724029626,31.4168840921662,649.3,520,12,8.38,0.8,1596
"122","Riffle",20.7,25.8,32.7666666666667,31.4666666666667,32.240554172243,16.640112179109,98.3,94.4,3,1.27,0.96,1596
"123","Transition",1093.25,1141.3,1093.25,1141.3,1479.33809692038,1433.30544546513,2186.5,2282.6,2,28.23,1.04,1596
"124","Bank",42.4,88.2,60.1230769230769,128.169230769231,53.634444061103,107.422370300723,781.6,1666.2,13,10.78,2.13,1602
"125","Glide-Run",121.9,147,478.54,342.56,567.737186557301,347.976160102959,2392.7,1712.8,5,32.99,0.72,1602
"126","Margin Attached Bar",53.6,104.4,86.0583333333333,115.166666666667,82.5250095242024,80.5779050849474,1032.7,1382,12,14.24,1.34,1602
"127","Mid Channel Bar",22.1,23,88.02,64.52,109.621197767585,69.8062461388664,440.1,322.6,5,6.07,0.73,1602
"128","Pocket Pool",3,8.6,3.075,8.9,0.843038721361175,1.68013604891305,24.6,71.2,8,0.34,2.89,1602
"129","Pool",21.5,22.9,33.4071428571429,29.8714285714286,37.7024680743993,19.2824523085879,467.7,418.2,14,6.45,0.89,1602
"130","Riffle",10.9,18.4,10.9,18.4,0,0,10.9,18.4,1,0.15,1.69,1602
"131","Transition",1051.55,1255.9,1051.55,1255.9,1413.43574491379,1671.74185208124,2103.1,2511.8,2,29,1.19,1602
"132","Bank",3.8,23.6,5.24666666666667,31.2266666666667,4.51914446180543,25.5663692787075,78.7,468.4,15,15.47,5.95,1621
"133","Glide-Run",32.3,78,39.62,93.56,42.9330525353136,84.7772846934838,198.1,467.8,5,38.94,2.36,1621
"134","Margin Attached Bar",4.2,17,4.92941176470588,19.7764705882353,4.24805318732628,11.9935154047804,83.8,336.2,17,16.47,4.01,1621
"135","Mid Channel Bar",0.45,3.4,0.45,3.4,0.0707106781186547,0.282842712474619,0.9,6.8,2,0.18,7.56,1621
"136","Pocket Pool",0.6,4,0.614285714285714,4.05714285714286,0.10690449676497,1.09978352848359,4.3,28.4,7,0.85,6.6,1621
"137","Pool",3.5,11,4.43333333333333,12.48,2.94901113369663,6.24902278074626,66.5,187.2,15,13.07,2.82,1621
"138","Riffle",5.8,15.4,5.64,12.64,5.38033456208812,8.09370125467947,28.2,63.2,5,5.54,2.24,1621
"139","Transition",6.8,25.8,6.84285714285714,27.1714285714286,2.80051015760649,12.4667175960253,47.9,190.2,7,9.42,3.97,1621
"140","Bank",6.2,27.2,12.8266666666667,59.2266666666667,18.0407264134183,77.239215305131,192.4,888.4,15,9.22,4.62,1735
"141","Glide-Run",31.85,100.9,52.1875,102.225,41.2439237949058,51.9022639197945,417.5,817.8,8,20,1.96,1735
"142","Margin Attached Bar",11.9,31.4,23.9117647058824,44.0941176470588,26.750814995831,39.6042369985245,406.5,749.6,17,19.48,1.84,1735
"143","Mid Channel Bar",20.1,32.9,19.725,32.45,18.7496444410732,27.3219691823265,78.9,129.8,4,3.78,1.65,1735
"144","Pocket Pool",1.9,6.8,1.8,7.09090909090909,0.458257569495584,1.46796086150452,19.8,78,11,0.95,3.94,1735
"145","Pool",6.5,14.8,9.06470588235294,16.4470588235294,6.3579616600439,5.55811542330883,154.1,279.6,17,7.38,1.81,1735
"146","Rapid",38.9,60.2,41.4333333333333,63.4,14.1708621238559,13.879481258318,124.3,190.2,3,5.96,1.53,1735
"147","Riffle",12.9,26.1,17.275,32.35,14.4166322597993,22.9893764285034,138.2,258.8,8,6.62,1.87,1735
"148","Transition",38.25,145,92.5333333333333,251.233333333333,126.057727516669,246.857381227839,555.2,1507.4,6,26.6,2.72,1735
"149","Bank",365,418.4,270.16,331.28,170.730761727347,157.629794138037,1350.8,1656.4,5,13.54,1.23,1783
"150","Glide-Run",418.75,215.5,774.35,383.8,994.715485285449,471.42199071886,3097.4,1535.2,4,31.05,0.5,1783
"151","Margin Attached Bar",162.8,116.4,338.1,249.08,411.150367870442,239.447973472318,1690.5,1245.4,5,16.94,0.74,1783
"152","Mid Channel Bar",34,29.4,34,29.4,9.75807358037435,6.22253967444162,68,58.8,2,0.68,0.86,1783
"153","Pocket Pool",4.9,10.8,5.68,13.08,1.1861703081767,3.89255700022492,28.4,65.4,5,0.28,2.3,1783
"154","Pool",26,34.4,51.7428571428571,41.5142857142857,61.268993167911,22.8752725718863,362.2,290.6,7,3.63,0.8,1783
"155","Riffle",215.9,133.5,215.9,133.5,101.399112422151,50.7702668891941,431.8,267,2,4.33,0.62,1783
"156","Transition",1473.7,1018.8,1473.7,1018.8,803.273303427918,490.166420718515,2947.4,2037.6,2,29.54,0.69,1783
"157","Bank",329.85,343.6,360.7,382.15,294.422111941342,309.550959724997,1442.8,1528.6,4,14.46,1.06,1793
"158","Glide-Run",738.6,429.8,1815.53333333333,509.533333333333,2508.33636168145,530.314711594288,5446.6,1528.6,3,54.58,0.28,1793
"159","Margin Attached Bar",144.6,151.2,147.542857142857,141.171428571429,64.2687030402527,49.403701422927,1032.8,988.2,7,10.35,0.96,1793
"160","Mid Channel Bar",59.9,37.4,67.3,39.36,39.7507232638602,15.7126700468125,336.5,196.8,5,3.37,0.58,1793
"161","Pocket Pool",6.2,12.4,6.2,12.4,2.68700576850888,2.26274169979695,12.4,24.8,2,0.12,2,1793
"162","Pool",36.45,29.2,64.8166666666667,43.2666666666667,87.1787454983534,43.2545334810892,388.9,259.6,6,3.9,0.67,1793
"163","Riffle",144.4,82.8,145.333333333333,108.4,89.6036457591617,76.6751589499494,436,325.2,3,4.37,0.75,1793
"164","Transition",91.2,169.2,126.028571428571,223.485714285714,109.312788429743,123.706418973464,882.2,1564.4,7,8.84,1.77,1793
"165","Bank",15.65,40.8,136.283333333333,218.4,222.262290248856,330.586872092647,817.7,1310.4,6,6.82,1.6,1846
"166","Glide-Run",507.9,468.1,760.775,514.45,576.088589107613,192.892880463052,3043.1,2057.8,4,25.39,0.68,1846
"167","Margin Attached Bar",164.7,98.6,745.4,357.8,1264.23706373976,562.204067339728,2981.6,1431.2,4,24.87,0.48,1846
"168","Mid Channel Bar",29.25,22.45,29.25,22.45,37.9716341497176,22.8395490323255,58.5,44.9,2,0.49,0.77,1846
"169","Pocket Pool",4.1,10.2,4.23333333333333,10.4666666666667,0.230940107675851,1.02632028788938,12.7,31.4,3,0.11,2.47,1846
"170","Pond",36.8,27.2,36.8,27.2,38.1837661840736,17.5362481734264,73.6,54.4,2,0.61,0.74,1846
"171","Pool",206.8,95.2,229.685714285714,108.285714285714,230.261347375625,101.156173457538,1607.8,758,7,13.41,0.47,1846
"172","Riffle",173.5,120.8,224.3,111.08,227.738259851084,65.8811961032888,1121.5,555.4,5,9.36,0.5,1846
"173","Transition",138.15,274.4,378.45,440.95,650.809522825227,514.200808050707,2270.7,2645.7,6,18.94,1.17,1846
"174","Bank",3.3,19,5.33125,29.9375,5.55610400070649,25.4098898069236,85.3,479,16,8.63,5.62,1967
"175","Glide-Run",21.45,72.4,20.96,74.04,12.8294106559022,35.5293681339818,209.6,740.4,10,21.21,3.53,1967
"176","Margin Attached Bar",6.3,24,10.2260869565217,36.0869565217391,10.8699844187939,34.460191847034,235.2,830,23,23.81,3.53,1967
"177","Mid Channel Bar",0.7,5.8,3.8,17.05,6.2,23.4431937528429,15.2,68.2,4,1.54,4.49,1967
"178","NA",0.8,10,0.8,10,0,0,0.8,10,1,0.08,12.5,1967
"179","Pocket Pool",0.6,4.4,0.7,4.2,0.173205080756888,0.529150262212918,2.1,12.6,3,0.21,6,1967
"180","Pool",7.9,16.2,9.7,19.9294117647059,8.26180972910899,14.3448494548515,164.9,338.8,17,16.69,2.05,1967
"181","Riffle",13.3,25.9,10.975,21.7,6.43862045265392,10.3955118520767,43.9,86.8,4,4.44,1.98,1967
"182","Transition",13.55,60.4,19.2416666666667,80.95,16.8720564211595,62.9214878746811,230.9,971.4,12,23.37,4.21,1967
"183","Bank",8.2,41.9,13.44,64.68,13.4600808978913,59.1763616470105,134.4,646.8,10,13.6,4.81,197
"184","Cascade",28.2,51.95,45.6625,82.2125,44.7716727247422,69.8349572205783,365.3,657.7,8,36.96,1.8,197
"185","Glide-Run",27.6,29.6,27.6,29.6,0,0,27.6,29.6,1,2.79,1.07,197
"186","Margin Attached Bar",5.3,16.9,7,23.7166666666667,6.19207704908605,21.093636840325,84,284.6,12,8.5,3.39,197
"187","Mid Channel Bar",4.8,14.5,8.21428571428571,17.8,9.98405321907484,15.8880700285078,115,249.2,14,11.63,2.17,197
"188","NA",2.2,17.6,2.2,17.6,0,0,2.2,17.6,1,0.22,8,197
"189","Pocket Pool",0.8,4.6,0.8,5.04,0.158113883008419,1.10815161417561,4,25.2,5,0.4,6.3,197
"190","Pool",4.65,11.6,6.13333333333333,12.1,5.07710249029599,4.5833691458656,73.6,145.2,12,7.45,1.97,197
"191","Rapid",9,26.8,14.0333333333333,25.4666666666667,9.95506571215546,10.4639062177245,42.1,76.4,3,4.26,1.81,197
"192","Riffle",2,7.4,1.96,7.16,0.68044103344816,1.77426040929735,9.8,35.8,5,0.99,3.65,197
"193","Transition",9.8,34.4,14.4777777777778,53.5777777777778,13.4965530578902,41.0962826110154,130.3,482.2,9,13.18,3.7,197
"194","Bank",7.2,45.8,6.68571428571429,40.5714285714286,3.58605357179452,20.0847216549307,93.6,568,14,10.93,6.07,2014
"195","Glide-Run",14.55,57.9,16.37,62.26,13.2859198652809,41.8963854182089,163.7,622.6,10,19.11,3.8,2014
