"","Unit","medArea","medPerim","avgArea","avgPerim","sdArea","sdPerim","totArea","totPerim","n","percArea","PeribyArea","visit"
"57","Bowl",34.8,37.5,55.72,49,67.4058652245238,45.4721404329679,557.2,490,10,13.19,0.88,1494
"58","Bowl Transition",16.2,40.2,20.8923076923077,40.8307692307692,24.0694641104471,31.4782301656077,271.6,530.8,13,6.43,1.95,1494
"59","Mound",9.4,41.8,35.3882352941176,66.9411764705882,49.6534475433597,66.7076369205911,601.6,1138,17,14.24,1.89,1494
"60","Mound Transition",9.4,41.8,17.3857142857143,67.647619047619,19.7232422718549,65.6011556228061,365.1,1420.6,21,8.64,3.89,1494
"61","Plane",64,123,290.433333333333,547.6,446.245182980537,829.819908172852,871.3,1642.8,3,20.62,1.89,1494
"62","Trough",26.5,116.9,158.183333333333,237.266666666667,276.387303736381,337.57956494235,949.1,1423.6,6,22.46,1.5,1494
"63","Wall",304.9,748.1,304.9,748.1,94.7523086789974,3.25269119345813,609.8,1496.2,2,14.43,2.45,1494
"64","Bowl",33.9,45.6,126.353333333333,58.1866666666667,207.969492497154,62.4757080411106,1895.3,872.8,15,8.87,0.46,1521
"65","Bowl Transition",37.2,78.8,164.172727272727,144.509090909091,325.510589968772,215.708383956421,1805.9,1589.6,11,8.45,0.88,1521
"66","Mound",10.3,37,183.847368421053,136.368421052632,418.906164735972,219.267915909666,3493.1,2591,19,16.34,0.74,1521
"67","Mound Transition",5.8,20.8,74.3869565217391,158.182608695652,174.090128967591,350.047850822731,1710.9,3638.2,23,8,2.13,1521
"68","Plane",134.3,480,865.4,808.24,1668.10968014696,1232.91353630334,4327,4041.2,5,20.24,0.93,1521
"69","Saddle",352.45,279.3,352.45,279.3,274.003877709787,219.910208949016,704.9,558.6,2,3.3,0.79,1521
"70","Trough",233.2,191.6,686.942857142857,472.428571428571,1049.25861104741,492.428152844946,4808.6,3307,7,22.5,0.69,1521
"71","Wall",51,83.8,175.266666666667,184.573333333333,224.298967154703,211.824764054316,2629,2768.6,15,12.3,1.05,1521
"72","Bowl",1.3,7,1.62142857142857,7.18571428571429,0.783658649617854,2.51819750641579,22.7,100.6,14,3.75,4.43,1545
"73","Bowl Transition",1.85,8.8,3.65454545454545,15.1636363636364,4.37576956744289,15.6183818884625,80.4,333.6,22,13.27,4.15,1545
"74","Mound",3.8,23.8,8.13684210526316,32.1684210526316,10.7965637808371,34.0594423623624,154.6,611.2,19,25.51,3.95,1545
"75","Mound Transition",0.4,5.4,1.33846153846154,13.3333333333333,2.45556461345455,19.110941111715,52.2,520,39,8.61,9.96,1545
"76","Plane",2.8,21.9,8.05,46.7142857142857,12.5887465008053,72.9944872222222,112.7,654,14,18.6,5.8,1545
"77","Saddle",3.45,14,3.45,14,3.04055915910215,7.91959594928933,6.9,28,2,1.14,4.06,1545
"78","Trough",3.7,20.6,8.05333333333333,43.4133333333333,9.87354811508773,54.6105937742939,120.8,651.2,15,19.93,5.39,1545
"79","Wall",3.65,21.1,4.02142857142857,25.7428571428571,3.0380101208695,17.313121492792,56.3,360.4,14,9.29,6.4,1545
"80","Bowl",2.2,7,2.8,9.98181818181818,3.16543835826888,7.67877831192152,30.8,109.8,11,5.53,3.56,1549
"81","Bowl Transition",4.3,15.2,4.825,18.5875,4.59862298229952,15.0479179069177,77.2,297.4,16,13.85,3.85,1549
"82","Mound",4.3,21.6,6.7,27.0909090909091,6.98527021667738,19.7140282309555,73.7,298,11,13.22,4.04,1549
"83","Mound Transition",0.5,6.4,1.11538461538462,10.9794871794872,1.66061790363176,12.952853363503,43.5,428.2,39,7.81,9.84,1549
"84","Plane",12,57.6,14.2125,77.925,7.96643628875905,47.0301954675322,113.7,623.4,8,20.4,5.48,1549
"85","Saddle",1.1,5.4,1.73333333333333,6.93333333333333,1.64418166068514,4.50037035513005,5.2,20.8,3,0.93,4,1549
"86","Trough",3.3,16.2,24.8,113.76,47.9530499551384,216.107167858912,124,568.8,5,22.25,4.59,1549
"87","Wall",4.5,27,7.34166666666667,42.95,9.23289163148728,50.9305498604807,88.1,515.4,12,15.81,5.85,1549
"88","Bowl",1,5.2,1.61818181818182,6.61818181818182,1.31134906246825,3.31355343455276,17.8,72.8,11,3.81,4.09,157
"89","Bowl Transition",6.45,25.4,6.19,23.74,3.24908534137772,13.4250346575179,61.9,237.4,10,13.24,3.84,157
"90","Mound",7.4,23.8,9.12307692307692,28.8153846153846,7.9180336201772,20.2528124036246,118.6,374.6,13,25.36,3.16,157
"91","Mound Transition",0.45,6.4,1.59583333333333,10.05,2.30112999966589,9.4348567418446,38.3,241.2,24,8.19,6.3,157
"92","Plane",3.8,38.6,6.46428571428571,37.8,6.43076824491291,26.6189059475808,90.5,529.2,14,19.35,5.85,157
"93","Saddle",3.4,11,3,10.3333333333333,1.15325625946708,3.05505046330389,9,31,3,1.92,3.44,157
"94","Trough",3.05,18.9,6.25714285714286,29.4285714285714,6.97861726283215,25.1305339430689,87.6,412,14,18.73,4.7,157
"95","Wall",3.7,30,4.05454545454545,34.0727272727273,3.45466746196031,26.6928114258911,44.6,374.8,11,9.54,8.4,157
"96","Bowl",3.25,9.3,6.7375,13.1625,6.99665396219269,7.49763295980805,107.8,210.6,16,3.16,1.95,1587
"97","Bowl Transition",12.6,21.6,39.0615384615385,54.0153846153846,52.3958258270882,62.7690189790293,507.8,702.2,13,14.89,1.38,1587
"98","Mound",4.45,24.9,36.7722222222222,56.7777777777778,53.1977532205301,57.7021516119945,661.9,1022,18,19.41,1.54,1587
"99","Mound Transition",3.5,18.4,11.712,44.856,16.4397212060708,50.0244446912374,292.8,1121.4,25,8.59,3.83,1587
"100","Plane",78.35,152.2,170.725,327.65,216.200822924737,357.73414243914,682.9,1310.6,4,20.03,1.92,1587
"101","Saddle",94.4,87.2,94.4,87.2,0,0,94.4,87.2,1,2.77,0.92,1587
"102","Trough",280.7,417.4,238.966666666667,404.866666666667,78.0697978307446,88.2698891657474,716.9,1214.6,3,21.02,1.69,1587
"103","Wall",18.85,53.4,28.8333333333333,83.65,25.8181519419375,70.9487971581042,346,1003.8,12,10.15,2.9,1587
"104","Bowl",26.35,30.9,46.8357142857143,38.5428571428571,54.4342738064463,31.3625380224368,655.7,539.6,14,8.47,0.82,1596
"105","Bowl Transition",40.1,60.6,61.3846153846154,74.5230769230769,75.4369918779225,70.4166901835797,798,968.8,13,10.3,1.21,1596
"106","Mound",16.3,44.6,118.938461538462,125.492307692308,137.616826360136,128.45117400228,1546.2,1631.4,13,19.96,1.06,1596
"107","Mound Transition",0.3,5.6,16.1682926829268,43.7512195121951,40.1731405233919,90.324601083955,662.9,1793.8,41,8.56,2.71,1596
"108","Plane",1539,2329.2,1539,2329.2,0,0,1539,2329.2,1,19.87,1.51,1596
"109","Saddle",20.7,25.8,32.7666666666667,31.4666666666667,32.240554172243,16.640112179109,98.3,94.4,3,1.27,0.96,1596
"110","Trough",263.7,301.4,232.4,288.542857142857,125.602919286668,164.603998099913,1626.8,2019.8,7,21,1.24,1596
"111","Wall",46.3,72,58.4214285714286,112.214285714286,51.0956144222458,89.0356700960382,817.9,1571,14,10.56,1.92,1596
"112","Bowl",8.45,14.7,22.3863636363636,22.2545454545455,33.2251238193908,18.3773340538394,492.5,489.6,22,6.79,0.99,1602
"113","Bowl Transition",25.5,56.4,65.6615384615385,79.6923076923077,89.1315090045933,77.1624526733314,853.6,1036,13,11.77,1.21,1602
"114","Mound",35.2,85.5,73.645,90.53,81.660687410902,68.3122944933587,1472.9,1810.6,20,20.3,1.23,1602
"115","Mound Transition",1.25,9.2,20.275,70.13125,40.546731302965,123.701092486114,648.8,2244.2,32,8.94,3.46,1602
"116","Plane",65.7,171.4,294.24,512.4,537.953973867654,812.788188890562,1471.2,2562,5,20.28,1.74,1602
"117","Saddle",10.9,18.4,10.9,18.4,0,0,10.9,18.4,1,0.15,1.69,1602
"118","Trough",94.05,156.5,256.15,348.633333333333,372.176983436644,398.44661206574,1536.9,2091.8,6,21.19,1.36,1602
"119","Wall",27.65,66.7,47.975,107.7375,51.2146268169553,105.872242978664,767.6,1723.8,16,10.58,2.25,1602
"120","Bowl",2.75,8.8,3.08636363636364,9.63636363636364,2.65944775050429,6.02522834616055,67.9,212,22,13.35,3.12,1621
"121","Bowl Transition",2.05,9.8,3.22,16.42,3.78617367682877,14.7995345272148,32.2,164.2,10,6.33,5.1,1621
"122","Mound",2.2,11.6,3.86315789473684,17.0526315789474,3.68362902679105,11.9357245472504,73.4,324,19,14.43,4.41,1621
"123","Mound Transition",0.9,8.2,1.04571428571429,9.22857142857143,0.942257257597838,6.19110231696744,36.6,323,35,7.19,8.83,1621
"124","Plane",2.5,17.6,4.86470588235294,29.1176470588235,7.57553143156229,38.5604758025319,82.7,495,17,16.26,5.99,1621
"125","Saddle",5.8,14.6,5.46,12.48,5.20557393569624,8.03318118804748,27.3,62.4,5,5.37,2.29,1621
"126","Trough",3.6,23.6,6.34705882352941,31.8705882352941,7.85231794178149,37.1875611714771,107.9,541.8,17,21.21,5.02,1621
"127","Wall",2.6,15.8,4.73529411764706,28.5882352941176,4.46821289450136,25.0505958600025,80.5,486,17,15.82,6.04,1621
"128","Bowl",4.6,11.5,6.21071428571429,12.7714285714286,6.08990295402299,6.384173553223,173.9,357.6,28,8.33,2.06,1735
"129","Bowl Transition",2.8,17.3,7.06923076923077,22.3615384615385,7.88288116012257,18.0196354441055,183.8,581.4,26,8.8,3.16,1735
"130","Mound",9.65,20.6,20.275,38.2333333333333,24.2418117058649,37.5150597779735,486.6,917.6,24,23.31,1.89,1735
"131","Mound Transition",2,15.2,4.38536585365854,28.1414634146341,5.60979326604866,29.8643012274669,179.8,1153.8,41,8.61,6.42,1735
"132","Plane",11.6,80.6,25.55,114.014285714286,34.7790996035086,111.588845990316,357.7,1596.2,14,17.13,4.46,1735
"133","Saddle",12.05,27.9,16.5125,32.3,13.4879244935185,21.6211536628896,132.1,258.4,8,6.33,1.96,1735
"134","Trough",7,32.4,18.3,66.647619047619,24.6256776556504,66.6222756970041,384.3,1399.6,21,18.41,3.64,1735
"135","Wall",6.2,27.2,12.5733333333333,58.8666666666667,17.6964268655998,77.1915490069686,188.6,883,15,9.03,4.68,1735
"136","Bowl",16.05,24.7,32.5583333333333,29.6666666666667,51.0906406360897,22.4791351068389,390.7,356,12,3.92,0.91,1783
"137","Bowl Transition",28.8,42.2,98.6363636363636,89.0363636363636,161.302710905473,129.485592038089,1085,979.4,11,10.87,0.9,1783
"138","Mound",47.8,52.4,178.96,141.42,321.496477257355,195.945240649865,1789.6,1414.2,10,17.94,0.79,1783
"139","Mound Transition",0.2,3.6,34.2,64.5555555555556,93.4489535686565,161.199650060064,923.4,1743,27,9.25,1.89,1783
"140","Plane",1012.1,1103,1012.1,1103,537.118310989302,603.869191133312,2024.2,2206,2,20.29,1.09,1783
"141","Saddle",215.9,133.5,215.9,133.5,101.399112422151,50.7702668891941,431.8,267,2,4.33,0.62,1783
"142","Trough",298.9,255.9,503.2,456.65,613.464511334329,563.091641446281,2012.8,1826.6,4,20.17,0.91,1783
"143","Wall",353.1,418.4,263.96,331.32,165.008448268566,157.643052495186,1319.8,1656.6,5,13.23,1.26,1783
"144","Bowl",14.55,21.2,50.1625,35.55,78.5236622663149,39.2592482280108,401.3,284.4,8,4.02,0.71,1793
"145","Bowl Transition",94.5,77.6,186.742857142857,135.085714285714,244.518362344854,166.736233100581,1307.2,945.6,7,13.1,0.72,1793
"146","Mound",59.9,42.4,83.0294117647059,78.1411764705882,74.7431749786049,62.9794714453004,1411.5,1328.4,17,14.14,0.94,1793
"147","Mound Transition",1.9,24.4,35.6130434782609,72.095652173913,79.5798815619068,106.639867516204,819.1,1658.2,23,8.21,2.02,1793
"148","Plane",18.3,130.8,249.8625,268.325,646.835304579149,449.709086124416,1998.9,2146.6,8,20.03,1.07,1793
"149","Saddle",144.4,82.8,145.333333333333,108.4,89.6036457591617,76.6751589499494,436,325.2,3,4.37,0.75,1793
"150","Trough",180.35,173.8,220.47,171.54,228.214134580271,137.953004880487,2204.7,1715.4,10,22.09,0.78,1793
"151","Wall",324.1,344.1,350.15,382,282.011506857433,308.708406105179,1400.6,1528,4,14.03,1.09,1793
"152","Bowl",10.85,20.4,141.183333333333,70.3166666666667,202.825311462098,88.5544294188437,1694.2,843.8,12,14.13,0.5,1846
"153","Bowl Transition",12.4,40.8,53.4,60.68,76.8923598285291,60.0480807353574,267,303.4,5,2.23,1.14,1846
"154","Mound",26.1,58.8,345.866666666667,186.222222222222,862.087038819167,381.105135683638,3112.8,1676,9,25.97,0.54,1846
"155","Mound Transition",0.75,9.1,35.47,74.14,118.253203353855,186.121681740181,1064.1,2224.2,30,8.88,2.09,1846
"156","Plane",171.75,284,324.066666666667,451.966666666667,385.232515069363,406.406760114379,1944.4,2711.8,6,16.22,1.39,1846
"157","Saddle",173.5,120.8,223.1,111.08,226.493962391937,65.8811961032888,1115.5,555.4,5,9.31,0.5,1846
"158","Trough",336.7,307.2,255.825,270.325,195.847694103643,213.778842665565,2046.6,2162.6,8,17.07,1.06,1846
"159","Wall",12.9,32.6,106.057142857143,179.685714285714,201.318842114881,306.225926556257,742.4,1257.8,7,6.19,1.69,1846
"160","Bowl",5.3,14.5,8.205,17.46,8.29873008674409,14.3881676533551,164.1,349.2,20,16.61,2.13,1967
"161","Bowl Transition",0.6,6,1.09230769230769,9.27692307692308,1.4355379586654,9.23599424770229,14.2,120.6,13,1.44,8.49,1967
"162","Mound",5.4,21.2,7.53793103448276,29.5448275862069,7.15997874064598,21.457925379131,218.6,856.8,29,22.13,3.92,1967
"163","Mound Transition",0.6,7.7,1.48333333333333,12.4,1.95320249846246,11.9483795380338,80.1,669.6,54,8.11,8.36,1967
"164","Plane",5.5,32.2,9.58947368421053,53.1157894736842,8.67620595119793,44.8376486542515,182.2,1009.2,19,18.44,5.54,1967
"165","Saddle",12.95,25.9,10.8,21.7,6.38174479798955,10.3955118520767,43.2,86.8,4,4.37,2.01,1967
"166","Trough",13.1,48.6,13.9307692307692,63.2923076923077,10.8874839927463,44.9646242717254,181.1,822.8,13,18.33,4.54,1967
"167","Wall",2.15,17.1,4.72727272727273,28.1272727272727,5.40186756225781,27.578220907054,104,618.8,22,10.53,5.95,1967
"168","Bowl",3.3,9.6,4.30588235294118,9.81176470588235,4.03321685944286,4.48635185213738,73.2,166.8,17,7.41,2.28,197
"169","Bowl Transition",2.2,10.1,3.421875,13.2375,3.56150877551418,10.9273775740184,109.5,423.6,32,11.08,3.87,197
"170","Mound",4.3,17.2,6.95925925925926,21.1925925925926,7.62361005032591,17.3775701126464,187.9,572.2,27,19.01,3.05,197
"171","Mound Transition",0.85,10.2,1.70217391304348,13.7869565217391,1.93269979624759,12.1743192133761,78.3,634.2,46,7.92,8.1,197
"172","Plane",2.6,25.2,10.1263157894737,51.7473684210526,17.3660857901979,76.4919993523001,192.4,983.2,19,19.46,5.11,197
"173","Saddle",2,7.4,1.96,7.16,0.68044103344816,1.77426040929735,9.8,35.8,5,0.99,3.65,197
"174","Trough",6.25,35.3,10.225,42.64,8.64035056550004,27.3937833900513,204.5,852.8,20,20.69,4.17,197
"175","Wall",8.2,41.9,11.0083333333333,55.35,9.95165206324451,47.3249597800338,132.1,664.2,12,13.36,5.03,197
"176","Bowl",11.75,24.2,15.0416666666667,25.3166666666667,12.1807730413163,14.5354638778722,361,607.6,24,11.26,1.68,1971
"177","Bowl Transition",2.4,21.2,6.95909090909091,28.2090909090909,8.85462801191768,23.53335847343,153.1,620.6,22,4.77,4.05,1971
"178","Mound",8.7,28.8,26.7222222222222,42.5277777777778,38.1291722671471,46.5185223393319,962,1531,36,30,1.59,1971
"179","Mound Transition",0.9,8.2,4.15416666666667,25.2166666666667,10.4347056013055,55.3351453405442,299.1,1815.6,72,9.33,6.07,1971
"180","Plane",9.7,58,47.2538461538462,189.661538461538,69.7609324214327,280.211067882949,614.3,2465.6,13,19.15,4.01,1971
"181","Saddle",6.8,13.4,17.64,21.52,24.2212303568584,18.698983929615,88.2,107.6,5,2.75,1.22,1971
"182","Trough",25.55,89.4,40.9928571428571,139.585714285714,48.9205394065128,160.632317167752,573.9,1954.2,14,17.89,3.41,1971
"183","Wall",4.55,23.7,9.66875,39.2375,10.7669072470541,32.176697054442,154.7,627.8,16,4.82,4.06,1971
"184","Bowl",6.05,13.3,5.995,15.24,4.11268576608113,8.19283383914195,119.9,304.8,20,14,2.54,2014
"185","Bowl Transition",1.1,7,1.49411764705882,9.21176470588235,1.25073507798179,6.68298982052019,25.4,156.6,17,2.97,6.17,2014
"186","Mound",3.55,17,6.91071428571429,22.8928571428571,8.33063686533092,20.8928470582891,193.5,641,28,22.59,3.31,2014
"187","Mound Transition",0.8,9.3,1.45434782608696,12.8260869565217,2.03149715144484,12.1253166700019,66.9,590,46,7.81,8.82,2014
"188","Plane",2.45,21.2,4.95384615384615,30.5692307692308,4.32520341896016,22.8731243030902,128.8,794.8,26,15.04,6.17,2014
"189","Saddle",8.9,23.6,9.66666666666667,23.1555555555556,5.34696175411794,9.56649244905246,87,208.4,9,10.16,2.4,2014
"190","Trough",4.2,25.8,7.55789473684211,41.0947368421053,9.49645055267573,39.4334527144461,143.6,780.8,19,16.77,5.44,2014
"191","Wall",6.4,39.4,6.12,38.4533333333333,3.65614941864095,21.0527862650959,91.8,576.8,15,10.72,6.28,2014
"192","Bowl",7.8,15,14.1282051282051,20.2410256410256,17.1339298456838,16.5313214352048,551,789.4,39,10.79,1.43,2019
"193","Bowl Transition",5.1,16.2,11.7228571428571,29.2114285714286,17.6166379531711,40.2073725418945,410.3,1022.4,35,8.03,2.49,2019
"194","Mound",8.9,26.6,27.0394736842105,51.3052631578947,43.9304335775337,66.9572148479844,1027.5,1949.6,38,20.12,1.9,2019
"195","Mound Transition",2.1,15.2,8.03265306122449,41.0408163265306,15.2653800552522,61.3586041180838,393.6,2011,49,7.71,5.11,2019
"196","Plane",9.9,45.4,38.9173913043478,114.582608695652,103.435388933355,222.684447863245,895.1,2635.4,23,17.53,2.94,2019
"197","Saddle",38.3,56,52.8714285714286,69.6857142857143,46.6403514239803,52.6940676158594,370.1,487.8,7,7.25,1.32,2019
"198","Trough",9.9,71.4,53.1736842105263,126.094736842105,73.6446938731672,151.002948733844,1010.3,2395.8,19,19.78,2.37,2019
"199","Wall",20.1,75,26.5176470588235,114.082352941176,23.371062109319,104.756528646751,450.8,1939.4,17,8.83,4.3,2019
"200","Bowl",17.85,30.2,17.69,27.86,9.79823680283572,11.0939623219119,176.9,278.6,10,15.3,1.57,2021
"201","Bowl Transition",2.55,9.7,5.3125,22.05,5.9099039151,23.2120042834983,42.5,176.4,8,3.68,4.15,2021
"202","Mound",3.1,17.4,6.82608695652174,28.7304347826087,9.13809296751811,23.0925102927454,157,660.8,23,13.58,4.21,2021
"203","Mound Transition",0.9,8.8,3.66,20.856,6.59381022879286,26.211226602355,91.5,521.4,25,7.91,5.7,2021
"204","Plane",6.6,41,10.9294117647059,46.7411764705882,10.6645888754491,32.31901643815,185.8,794.6,17,16.07,4.28,2021
"205","Saddle",9.4,24.4,21.36,32.44,22.6716342595764,21.2980750303871,106.8,162.2,5,9.24,1.52,2021
"206","Trough",9.25,41.2,21.55,68.54,30.5845004318636,58.8145900266252,215.5,685.4,10,18.64,3.18,2021
"207","Wall",12.5,63.9,22.575,95.3,19.8738701385944,69.2267495780559,180.6,762.4,8,15.62,4.22,2021
"208","Bowl",8.75,16.8,21.4815789473684,26.0263157894737,32.6131200200095,26.7792243414557,816.3,989,38,12.2,1.21,2026
"209","Bowl Transition",7.65,25.3,11.8916666666667,33.7833333333333,14.8797182262553,28.7938348876323,285.4,810.8,24,4.27,2.84,2026
"210","Mound",8.2,32,31.3813953488372,59.293023255814,53.6034258669473,71.9892895319086,1349.4,2549.6,43,20.17,1.89,2026
"211","Mound Transition",1.35,13.8,8.30571428571429,41.7685714285714,18.4585150667086,68.3201129866551,581.4,2923.8,70,8.69,5.03,2026
"212","Plane",14.7,53.1,62.93,168.64,124.435009881506,239.625458624606,1258.6,3372.8,20,18.81,2.68,2026
"213","Saddle",21.6,43.8,38.7846153846154,55.0769230769231,34.2930713641946,40.2250782855288,504.2,716,13,7.54,1.42,2026
"214","Trough",15.3,53.1,46.2423076923077,113.146153846154,80.1240596728694,157.690751106764,1202.3,2941.8,26,17.97,2.45,2026
"215","Wall",15,54.2,30.1130434782609,88.4086956521739,45.1815459547553,110.916667790174,692.6,2033.4,23,10.35,2.94,2026
"216","Bowl",9.2,16.4,43.2114285714286,33.3028571428571,63.7366169178633,33.6266131099119,1512.4,1165.6,35,10.53,0.77,2027
"217","Bowl Transition",37.4,73.2,64.6411764705882,102.564705882353,88.4803372141484,109.917019503217,1098.9,1743.6,17,7.65,1.59,2027
"218","Mound",22.55,46.6,210.1875,151.875,482.432360543942,275.429215347005,3363,2430,16,23.42,0.72,2027
"219","Mound Transition",1.1,12.2,30.4581395348837,77,84.2624704139736,157.871744207276,1309.7,3311,43,9.12,2.53,2027
"220","Plane",22.1,30,974.9,1387.33333333333,1667.21401445645,2369.18009727697,2924.7,4162,3,20.37,1.42,2027
"221","Trough",525.5,563.6,596.72,720.68,740.187163493126,963.592596484635,2983.6,3603.4,5,20.78,1.21,2027
"222","Wall",13,30.6,129.577777777778,256.511111111111,279.680468471512,484.637690559774,1166.2,2308.6,9,8.12,1.98,2027
"223","Bowl",5.55,11.6,14.7307692307692,18.0923076923077,24.6641889261458,19.1005952384092,383,470.4,26,6.66,1.23,2028
"224","Bowl Transition",7.3,18.6,35.3857142857143,47.2380952380952,61.3286008784995,66.7947788093536,743.1,992,21,12.92,1.33,2028
"225","Mound",25.1,33.4,47.7428571428571,77.3428571428571,68.4254088144789,100.627354985752,1002.6,1624.2,21,17.44,1.62,2028
"226","Mound Transition",7.05,25.9,20.4583333333333,76.6083333333333,33.4405626729584,124.662500608527,491,1838.6,24,8.54,3.74,2028
"227","Plane",593.7,1167.8,593.7,1167.8,796.060814259815,1599.47553904397,1187.4,2335.6,2,20.65,1.97,2028
"228","Trough",79.4,151.3,162.1125,253.375,191.210321280745,288.330771114407,1296.9,2027,8,22.56,1.56,2028
"229","Wall",53,140.4,53.8416666666667,151.233333333333,50.0109344104473,147.189323558799,646.1,1814.8,12,11.24,2.81,2028
"230","Bowl",4.65,11.3,6.9375,13.9583333333333,7.159233168798,10.7412215590086,166.5,335,24,14.41,2.01,2051
"231","Bowl Transition",0.6,6.4,1.5,8.94782608695652,1.89784566859852,7.16131460539686,34.5,205.8,23,2.98,5.97,2051
"232","Mound",3.6,13.2,6.78484848484849,19.6545454545455,8.39274691370923,16.417694168737,223.9,648.6,33,19.37,2.9,2051
"233","Mound Transition",0.85,9.5,1.51111111111111,12.7666666666667,1.5910915520623,10.9772148235797,81.6,689.4,54,7.06,8.45,2051
"234","Plane",4.9,24.2,6.1,31.5241379310345,6.29892281040406,23.0745013128656,176.9,914.2,29,15.31,5.17,2051
"235","Saddle",7.2,18,8.23846153846154,18.6,8.19670039930077,11.5400751008533,107.1,241.8,13,9.27,2.26,2051
"236","Trough",5.6,27,9.64347826086957,39.2173913043478,11.6297356370703,38.3754141484778,221.8,902,23,19.19,4.07,2051
"237","Wall",11.75,67.1,14.24,74.48,13.9587646699524,65.661840770217,142.4,744.8,10,12.32,5.23,2051
"238","Bowl",8.5,15,18.8227272727273,21.7090909090909,27.461920506805,19.3512620258045,414.1,477.6,22,7.48,1.15,2056
"239","Bowl Transition",11.5,38.6,40.4066666666667,59.12,55.6451957452196,58.1747515188996,606.1,886.8,15,10.94,1.46,2056
"240","Mound",10.5,40.8,34.9,72.4285714285714,42.6566524706288,74.7762070638592,732.9,1521,21,13.23,2.08,2056
"241","Mound Transition",2,20.2,12.9542857142857,48.0457142857143,20.0130449054249,65.6577415481989,453.4,1681.6,35,8.19,3.71,2056
"242","Plane",6.2,28.2,381.4,648.066666666667,653.506143811977,1083.70197625239,1144.2,1944.2,3,20.66,1.7,2056
"243","Saddle",60.25,71.8,60.25,71.8,12.7986327394765,8.48528137423857,120.5,143.6,2,2.18,1.19,2056
"244","Trough",28.4,103.6,170.342857142857,247.314285714286,204.091399926135,246.372667779061,1192.4,1731.2,7,21.53,1.45,2056
"245","Wall",71.7,113.2,67.1615384615385,112.184615384615,61.9589990566549,96.5711986580699,873.1,1458.4,13,15.77,1.67,2056
"246","Bowl",7.2,13,8.98947368421053,15.0421052631579,6.87442076241435,5.9268050030231,170.8,285.8,19,2.39,1.67,2060
"247","Bowl Transition",37.7,46.3,85.5214285714286,84.3142857142857,92.3537694751207,77.032089788236,1197.3,1180.4,14,16.74,0.99,2060
"248","Mound",32.8,61,68.05,106.511111111111,71.6399432620395,97.8580297519223,1224.9,1917.2,18,17.12,1.57,2060
"249","Mound Transition",14.4,63,49.3076923076923,161.323076923077,74.3815440990848,191.976570418746,641,2097.2,13,8.96,3.27,2060
"250","Plane",3.2,8.2,486.5,746.733333333333,837.619824263968,1279.69690682338,1459.5,2240.2,3,20.4,1.53,2060
"251","Saddle",24,29.8,24,29.8,0,0,24,29.8,1,0.34,1.24,2060
"252","Trough",271.45,437,388.25,521.4,439.4491438153,506.237177615394,1553,2085.6,4,21.71,1.34,2060
"253","Wall",429.5,1012.2,294.333333333333,684.4,252.166102665155,575.404101479995,883,2053.2,3,12.34,2.33,2060
"254","Bowl",17.7,23,21.4157894736842,26.5473684210526,19.0797234768541,18.0195994659227,406.9,504.4,19,16.88,1.24,2061
"255","Bowl Transition",3.4,12.4,3.46666666666667,15.2,0.802080627701064,5.73759531511242,10.4,45.6,3,0.43,4.38,2061
"256","Mound",8.2,25.6,14.3769230769231,29.0769230769231,16.8889634086951,25.9604807101959,560.7,1134,39,23.26,2.02,2061
"257","Mound Transition",1.3,10,4.51276595744681,24.863829787234,7.25446240543428,34.6897330101894,212.1,1168.6,47,8.8,5.51,2061
"258","Plane",10.85,51,28.5928571428571,102.828571428571,36.528818218491,108.361016468608,400.3,1439.6,14,16.6,3.6,2061
"259","Saddle",7.8,17.8,19.1555555555556,34.7555555555556,22.2474218231636,33.4239102706098,172.4,312.8,9,7.15,1.81,2061
"260","Trough",13.35,32.4,21.28,62.26,25.3121689062167,59.8799887494276,425.6,1245.2,20,17.65,2.93,2061
"261","Wall",8,43.4,14.8266666666667,64.68,13.2370403827758,51.6577085936151,222.4,970.2,15,9.22,4.36,2061
"262","Bowl",5.55,13.1,10.9142857142857,14.9428571428571,10.9225143021796,6.66537716466613,152.8,209.2,14,4.92,1.37,2065
"263","Bowl Transition",11.7,39.4,30.9818181818182,49.0909090909091,40.1550947746813,47.8925767639507,340.8,540,11,10.98,1.58,2065
"264","Mound",20.4,59.6,45.48,71.0133333333333,51.7659319850973,61.1968004143385,682.2,1065.2,15,21.97,1.56,2065
"265","Mound Transition",4.4,21.2,20.5866666666667,82.0933333333333,40.4261384090376,128.422669709199,308.8,1231.4,15,9.95,3.99,2065
"266","Plane",8.9,40,79.9285714285714,196.371428571429,117.3278982778,278.770644761877,559.5,1374.6,7,18.02,2.46,2065
"267","Saddle",14.8,21.4,25.34,27.64,23.5943425422282,16.0339639515623,126.7,138.2,5,4.08,1.09,2065
"268","Trough",15.45,48.4,55.41,117.24,63.399955310184,124.890736245728,554.1,1172.4,10,17.85,2.12,2065
"269","Wall",20.7,70.6,54.1857142857143,146.171428571429,65.2504771009742,151.253713059501,379.3,1023.2,7,12.22,2.7,2065
"270","Bowl",3.3,12,3.91764705882353,12.8588235294118,2.78393500600267,6.43419175416864,66.6,218.6,17,14.9,3.28,2133
"271","Bowl Transition",0.9,7.4,0.936363636363636,8.2,0.804080502527859,5.36954374225595,10.3,90.2,11,2.3,8.76,2133
