"RS","Condition","unit.type","variable","avg","sd","med","min","max","n"
"PC","mod","Chute","area.med",19.27375,21.2165216183835,15.22,0.005,46.65,4
"PC","mod","Chute","area.ratio",0.0145,0.014525839046334,0.0105,0.002,0.035,4
"PC","mod","Chute","area.sd",22.7593333333333,25.1387385589121,17.697,0.537,50.044,3
"PC","mod","Chute","area.sum",88.33525,113.990871989457,43.2175,10.6,256.306,4
"PC","mod","Chute","n",3.5,2.64575131106459,3,1,7,4
"PC","mod","Chute","perim.area.ratio",3.0315,1.43342584972738,2.5915,1.83,5.113,4
"PC","mod","Chute","perim.mean",65.72125,68.4480449459053,36.55,22.529,167.256,4
"PC","mod","Chute","perim.med",55.45875,64.7312145690418,36.55,0.335,148.4,4
"PC","mod","Chute","perim.sd",53.3406666666667,60.3035029275525,33.052,5.798,121.172,3
"PC","mod","Chute","perim.sum",231.73125,295.927282211216,105.9505,46,669.024,4
"PC","mod","Glide-Run","area.mean",336.8816,404.309615738589,159.534,16.386,1430.401,15
"PC","mod","Glide-Run","area.med",258.876866666667,368.158772011259,95.19,14.57,1430.401,15
"PC","mod","Glide-Run","area.ratio",0.268933333333333,0.0810312696844043,0.233,0.189,0.42,15
"PC","mod","Glide-Run","area.sd",244.886066666667,254.260771106995,199.575,13.273,987.949,15
"PC","mod","Glide-Run","area.sum",1693.202,1764.55151304432,985.886,163.861,5735.623,15
"PC","mod","Glide-Run","n",6.46666666666667,3.20416395751944,6,2,12,15
"PC","mod","Glide-Run","perim.area.ratio",1.52713333333333,0.917416860123082,1.204,0.604,3.799,15
"PC","mod","Glide-Run","perim.mean",311.928533333333,279.080552307513,229.129,62.258,1175.542,15
"PC","mod","Glide-Run","perim.med",261.4748,281.183640442175,164.2,56.4,1175.542,15
"PC","mod","Glide-Run","perim.sd",205.761933333333,132.456852783661,190.08,41.9,565.696,15
"PC","mod","Glide-Run","perim.sum",1652.25606666667,1118.64859675212,1276.042,483.201,4165.564,15
"PC","mod","Margin Attached Bar","area.mean",219.7302,397.41324702797,48.496,8.383,1396.162,15
"PC","mod","Margin Attached Bar","area.med",127.301733333333,230.825002775902,21.3,3.55,716.8,15
"PC","mod","Margin Attached Bar","area.ratio",0.219666666666667,0.048488093776671,0.215,0.141,0.316,15
"PC","mod","Margin Attached Bar","area.sd",308.5918,625.16050101202,53.097,9.902,2213.786,15
"PC","mod","Margin Attached Bar","area.sum",1658.54886666667,2264.68268919161,842.06,167.67,6980.808,15
"PC","mod","Margin Attached Bar","n",16.3333333333333,11.0819458494221,11,4,44,15
"PC","mod","Margin Attached Bar","perim.area.ratio",1.6626,1.20198869735594,1.599,0.304,5.042,15
"PC","mod","Margin Attached Bar","perim.mean",122.619466666667,125.590313287671,76.518,26.825,424.52,15
"PC","mod","Margin Attached Bar","perim.med",79.5733333333333,73.6403904774185,46.6,20.4,275.8,15
"PC","mod","Margin Attached Bar","perim.sd",134.261333333333,181.536584131396,64.539,22.638,564.136,15
"PC","mod","Margin Attached Bar","perim.sum",1300.7152,762.710446468308,928.2,392.2,3047,15
"PC","mod","Mid Channel Bar","area.mean",34.7528666666667,47.6999497856379,18.534,2.28,179.77,15
"PC","mod","Mid Channel Bar","area.med",22.0098666666667,45.4598670679765,8.75,1.85,183.42,15
"PC","mod","Mid Channel Bar","area.ratio",0.0258,0.02810998805712,0.017,0.001,0.081,15
"PC","mod","Mid Channel Bar","area.sd",56.6545833333333,63.7290552038412,28.1505,2.55,167.059,12
"PC","mod","Mid Channel Bar","area.sum",157.280666666667,212.061347566374,73.4,2.28,719.08,15
"PC","mod","Mid Channel Bar","n",3.93333333333333,2.57645012334709,3,1,10,15
"PC","mod","Mid Channel Bar","perim.area.ratio",1.77413333333333,1.18536316717504,1.397,0.443,4.035,15
"PC","mod","Mid Channel Bar","perim.mean",28.4926,22.1130464328834,22.439,9.2,83.05,15
"PC","mod","Mid Channel Bar","perim.med",22.8226,22.9834298379133,14.6,6.6,88,15
"PC","mod","Mid Channel Bar","perim.sd",31.64075,30.1281831154968,22.3325,5.853,107.338,12
"PC","mod","Mid Channel Bar","perim.sum",124.148466666667,112.511170858,73.2,9.2,332.2,15
"PC","mod","Pocket Pool","area.mean",2.31,1.98751719876448,1.8725,0.64,8.475,14
"PC","mod","Pocket Pool","area.med",2.24964285714286,2.00365096020481,1.7425,0.64,8.475,14
"PC","mod","Pocket Pool","area.ratio",0.00264285714285714,0.00198483259736443,0.0015,0.001,0.006,14
"PC","mod","Pocket Pool","area.sd",0.473583333333333,0.284934907505471,0.5,0.028,0.969,12
"PC","mod","Pocket Pool","area.sum",8.62714285714286,5.27048739327184,9.3,1.28,16.95,14
"PC","mod","Pocket Pool","n",4.42857142857143,2.47181919037176,5.5,1,8,14
"PC","mod","Pocket Pool","perim.area.ratio",4.14342857142857,1.51289379942931,3.902,1.676,7.656,14
"PC","mod","Pocket Pool","perim.mean",7.46614285714286,2.50741499916188,6.9835,4.433,14.2,14
"PC","mod","Pocket Pool","perim.med",7.24285714285714,2.5632654311112,6.95,4.4,14.2,14
"PC","mod","Pocket Pool","perim.sd",1.38516666666667,0.451551433360251,1.2615,0.707,2.237,12
"PC","mod","Pocket Pool","perim.sum",30.7714285714286,15.8453792619818,33,7,51.6,14
"PC","mod","Pond","area.mean",51.0738,75.7738546247979,26.535,3.05,184.169,5
"PC","mod","Pond","area.med",33.2024,37.3110954181193,26.535,3.05,94.812,5
"PC","mod","Pond","area.ratio",0.0122,0.0136638208419168,0.006,0.001,0.033,5
"PC","mod","Pond","area.sd",105.571,123.951062637639,38.148,29.946,248.619,3
"PC","mod","Pond","area.sum",211.077,397.94952882872,53.07,3.05,920.845,5
"PC","mod","Pond","n",2.2,1.6431676725155,2,1,5,5
"PC","mod","Pond","perim.area.ratio",1.497,1.11633888223962,1.093,0.35,3.016,5
"PC","mod","Pond","perim.mean",28.176,22.2188856606266,27.2,9.2,64.48,5
"PC","mod","Pond","perim.med",24.72,15.4832813059765,27.2,9.2,47.2,5
"PC","mod","Pond","perim.sd",27.3533333333333,12.0243933041685,23.759,17.536,40.765,3
"PC","mod","Pond","perim.sum",91.0002,131.40226672398,54.4,9.2,322.401,5
"PC","mod","Pool","area.mean",84.2169333333333,123.366828254755,39.053,5.14,385.102,15
"PC","mod","Pool","area.med",60.181,81.9596434925663,34.01,2.97,234.485,15
"PC","mod","Pool","area.ratio",0.112666666666667,0.0337335497828554,0.123,0.041,0.158,15
"PC","mod","Pool","area.sd",91.7610666666667,151.469958478084,25.486,4.195,555.773,15
"PC","mod","Pool","area.sum",931.7106,1364.20991410087,329.36,87.79,4621.22,15
"PC","mod","Pool","n",14,8.315218406203,11,4,31,15
"PC","mod","Pool","perim.area.ratio",1.3336,0.719576641406003,1.275,0.296,2.749,15
"PC","mod","Pool","perim.mean",50.0606,36.4691491964686,43.85,14.128,123.455,15
"PC","mod","Pool","perim.med",40.7932666666667,27.5363665008052,40.3,11.6,95.2,15
"PC","mod","Pool","perim.sd",39.3260666666667,34.7659214532743,27.218,7.396,113.003,15
"PC","mod","Pool","perim.sum",595.826333333333,414.211834012616,361.2,158.6,1369.6,15
"PC","mod","Rapid","area.mean",14.6868333333333,10.434702878696,10.4,7.58,35.39,6
"PC","mod","Rapid","area.med",14.31,10.4670645359623,10.4,7.58,35.39,6
"PC","mod","Rapid","area.ratio",0.0168333333333333,0.0214794475410022,0.0115,0.001,0.059,6
"PC","mod","Rapid","area.sd",6.727,NA,6.727,6.727,6.727,1
"PC","mod","Rapid","area.sum",24.6076666666667,26.533822503866,10.4,7.58,74.406,6
"PC","mod","Rapid","n",1.66666666666667,1.63299316185545,1,1,5,6
"PC","mod","Rapid","perim.area.ratio",2.38983333333333,0.638992775128692,2.322,1.684,3.583,6
"PC","mod","Rapid","perim.mean",32.1455,15.3822333066431,30.2,15.6,59.6,6
"PC","mod","Rapid","perim.med",31.3,15.3152211867802,28.1,15.6,59.6,6
"PC","mod","Rapid","perim.sd",20.823,NA,20.823,20.823,20.823,1
"PC","mod","Rapid","perim.sum",55.6608333333333,61.0814587593213,30.2,15.6,176.365,6
"PC","mod","Riffle","area.mean",74.7484285714286,73.2013540760786,44.424,5.514,224.326,14
"PC","mod","Riffle","area.med",57.9460714285714,60.6466189424304,31.6025,4.73,174.6,14
"PC","mod","Riffle","area.ratio",0.0645,0.0287395465945714,0.062,0.029,0.12,14
"PC","mod","Riffle","area.sd",70.89,69.3840215378817,42.155,2.949,227.728,14
"PC","mod","Riffle","area.sum",433.635214285714,484.808670354713,285.075,27.57,1629.87,14
"PC","mod","Riffle","n",6,3.038218101251,5,2,12,14
"PC","mod","Riffle","perim.area.ratio",1.26464285714286,0.656865705410973,1.084,0.495,2.59,14
"PC","mod","Riffle","perim.mean",59.7737142857143,37.0018787224245,51.996,14.28,136.04,14
"PC","mod","Riffle","perim.med",56.2779285714286,38.8583016028241,41.346,13.4,134.2,14
"PC","mod","Riffle","perim.sd",38.7015714285714,24.3740967602724,37.5985,3.183,73.286,14
"PC","mod","Riffle","perim.sum",353.127071428571,294.736126910017,242.9,71.4,1144.799,14
"PC","mod","Transition","area.mean",330.5538,645.209866820556,59.008,15.009,2061.326,15
"PC","mod","Transition","area.med",61.7155333333333,57.8929458407828,33.44,15.39,216.356,15
"PC","mod","Transition","area.ratio",0.202333333333333,0.0532992450585327,0.196,0.098,0.296,15
"PC","mod","Transition","area.sd",565.968,1215.42056172345,54.084,5.411,3896.438,15
"PC","mod","Transition","area.sum",1611.31473333333,2485.41852979986,743.24,150.087,8245.303,15
"PC","mod","Transition","n",9.86666666666667,5.89026638576203,9,3,22,15
"PC","mod","Transition","perim.area.ratio",2.5486,1.27134348511441,2.51,0.535,5.463,15
"PC","mod","Transition","perim.mean",329.6876,416.649723096855,154.397,60.095,1493.288,15
"PC","mod","Transition","perim.med",140.234466666667,68.6884272700875,110.1,59.6,274.4,15
"PC","mod","Transition","perim.sd",447.061066666667,756.094378837388,106.642,17.249,2594.828,15
"PC","mod","Transition","perim.sum",2055.43293333333,1459.68149922536,1561.599,600.945,5973.151,15
"PC","poor","Bank","area.mean",136.177066666667,132.32962014577,56.255,5.206,360.705,15
"PC","poor","Bank","area.med",125.151066666667,156.482894758714,42.44,3.4,448.161,15
"PC","poor","Bank","area.ratio",0.131733333333333,0.013461408685926,0.132,0.108,0.155,15
"PC","poor","Bank","area.sd",115.147133333333,110.773239309518,65.251,5.075,342.851,15
"PC","poor","Bank","area.sum",754.4868,682.236412997639,501.28,110.8,2640.279,15
"PC","poor","Bank","n",8.93333333333333,5.76277049773143,9,2,26,15
"PC","poor","Bank","perim.area.ratio",2.66386666666667,1.452574997654,2.508,0.97,6.158,15
"PC","poor","Bank","perim.mean",242.446533333333,221.944311425787,151.133,32.06,749.6,15
"PC","poor","Bank","perim.med",229.8942,292.918936914099,83.8,18.4,1012.212,15
"PC","poor","Bank","perim.sd",172.746533333333,155.251561277112,147.204,5.374,575.349,15
"PC","poor","Bank","perim.sum",1350.1452,632.909746174445,1257.4,490.8,2560.394,15
"PC","poor","Glide-Run","area.mean",1519.4678,1801.53788773355,668.74,61.785,5189.17,15
"PC","poor","Glide-Run","area.med",1350.54453333333,1867.09067657855,418.769,52.9,5189.17,15
"PC","poor","Glide-Run","area.ratio",0.4202,0.115375907363713,0.468,0.235,0.591,15
"PC","poor","Glide-Run","area.sd",1022.68533333333,1489.65599684334,571.6925,19.346,5193.352,12
"PC","poor","Glide-Run","area.sum",2633.30686666667,2702.76237872916,1731.481,302.41,10378.341,15
"PC","poor","Glide-Run","n",3,2.03540097839643,3,1,8,15
"PC","poor","Glide-Run","perim.area.ratio",0.9078,0.670901653427258,0.623,0.281,2.247,15
"PC","poor","Glide-Run","perim.mean",672.165866666667,612.106944934913,400,98.85,1972.4,15
"PC","poor","Glide-Run","perim.med",615.901133333333,646.633704209276,395.3,67.5,1972.4,15
"PC","poor","Glide-Run","perim.sd",352.33325,275.183314550377,348.0895,29.039,939.732,12
"PC","poor","Glide-Run","perim.sum",1264.29713333333,617.865094993105,1189.8,522.6,2954.983,15
"PC","poor","Margin Attached Bar","area.mean",113.972866666667,132.040034182747,62.414,8.916,491.653,15
"PC","poor","Margin Attached Bar","area.med",72.1102666666667,66.160521604079,44.99,5.42,201.94,15
"PC","poor","Margin Attached Bar","area.ratio",0.1646,0.0327322470967088,0.169,0.104,0.218,15
"PC","poor","Margin Attached Bar","area.sd",121.133,168.563518528095,64.264,8.412,622.99,15
"PC","poor","Margin Attached Bar","area.sum",905.850866666667,847.427409554931,648.12,133.04,3441.572,15
"PC","poor","Margin Attached Bar","n",10.5333333333333,4.56487625660272,11,5,22,15
"PC","poor","Margin Attached Bar","perim.area.ratio",1.84993333333333,1.26853495174927,1.557,0.617,5.155,15
"PC","poor","Margin Attached Bar","perim.mean",121.272333333333,74.0196555369553,110.8,37.133,303.543,15
"PC","poor","Margin Attached Bar","perim.med",92.9466666666667,54.6625082622798,78.2,30.5,200.8,15
"PC","poor","Margin Attached Bar","perim.sd",100.473533333333,75.2918095278693,78.164,29.993,298.646,15
"PC","poor","Margin Attached Bar","perim.sum",1078.79986666667,463.115766952785,988.2,557,2124.8,15
"PC","poor","Mid Channel Bar","area.mean",19.4629,23.519321165799,7.9625,1.568,67.318,10
"PC","poor","Mid Channel Bar","area.med",18.18,22.022518147468,7.8325,1.585,59.92,10
"PC","poor","Mid Channel Bar","area.ratio",0.0087,0.0108325640752522,0.0045,0,0.034,10
"PC","poor","Mid Channel Bar","area.sd",13.746,15.3577120854638,9.815,0.926,39.744,5
"PC","poor","Mid Channel Bar","area.sum",61.8221,102.482018182541,23.3855,1.74,336.59,10
"PC","poor","Mid Channel Bar","n",2.6,1.95505043981536,1.5,1,6,10
"PC","poor","Mid Channel Bar","perim.area.ratio",2.1218,1.15493105133308,1.994,0.585,3.937,10
"PC","poor","Mid Channel Bar","perim.mean",24.3016,28.8120964033434,13.075,6,100.2,10
"PC","poor","Mid Channel Bar","perim.med",23.95,28.7459079213411,13.3,5.9,100.2,10
"PC","poor","Mid Channel Bar","perim.sd",7.4276,5.25220856402333,6.223,3.065,15.713,5
"PC","poor","Mid Channel Bar","perim.sum",58.709,62.5005326999521,41.045,6,196.8,10
"PC","poor","Pocket Pool","area.mean",2.85253333333333,1.72032799475095,2.457,0.569,6.22,15
"PC","poor","Pocket Pool","area.med",2.728,1.56804564437938,2.485,0.59,6.22,15
"PC","poor","Pocket Pool","area.ratio",0.00306666666666667,0.00186955558762988,0.003,0,0.007,15
"PC","poor","Pocket Pool","area.sd",0.764,0.653958831919987,0.595,0.119,2.659,14
"PC","poor","Pocket Pool","area.sum",13.0586666666667,9.38955260357159,12.44,1.67,28.49,15
"PC","poor","Pocket Pool","n",4.73333333333333,2.65832027165025,5,1,10,15
"PC","poor","Pocket Pool","perim.area.ratio",3.58986666666667,1.35713594785209,3.191,1.994,7.03,15
"PC","poor","Pocket Pool","perim.mean",8.3914,2.58138934905771,8.075,4,13.08,15
"PC","poor","Pocket Pool","perim.med",8.06,2.27432878638323,8.1,3.8,12.4,15
"PC","poor","Pocket Pool","perim.sd",1.69307142857143,1.04840783786916,1.2205,0.739,3.893,14
"PC","poor","Pocket Pool","perim.sum",38.9866666666667,23.2320550307626,36,7,87,15
"PC","poor","Pool","area.mean",41.7657333333333,47.9552301340482,19.993,2.902,186.887,15
"PC","poor","Pool","area.med",20.1,21.2429132720942,10.815,1.9,83.445,15
"PC","poor","Pool","area.ratio",0.0702666666666667,0.0389587082996979,0.055,0.021,0.131,15
"PC","poor","Pool","area.sd",51.8034,61.5002851222194,28.264,2.366,234.664,15
"PC","poor","Pool","area.sum",390.984066666667,471.503401353959,277.28,52.35,1868.872,15
"PC","poor","Pool","n",10.3333333333333,4.22013315068658,9,6,20,15
"PC","poor","Pool","perim.area.ratio",1.34833333333333,0.832820909119522,1.128,0.437,3.811,15
"PC","poor","Pool","perim.mean",33.8372666666667,20.7828702866659,22.544,11.06,81.66,15
"PC","poor","Pool","perim.med",23.5533333333333,13.0556975338447,19,9.1,55.9,15
"PC","poor","Pool","perim.sd",27.6702666666667,22.4261272736788,22.875,5.113,74.249,15
"PC","poor","Pool","perim.sum",325.866666666667,202.121655963738,265.8,105,816.6,15
"PC","poor","Rapid","area.mean",43.9933333333333,56.6412237979842,16.01,6.79,109.18,3
"PC","poor","Rapid","area.med",43.9933333333333,56.6412237979842,16.01,6.79,109.18,3
"PC","poor","Rapid","area.ratio",0.0173333333333333,0.0159478316185409,0.013,0.004,0.035,3
"PC","poor","Rapid","area.sd",4.115,NA,4.115,4.115,4.115,1
"PC","poor","Rapid","area.sum",46.2566666666667,54.5067485118433,16.01,13.58,109.18,3
"PC","poor","Rapid","n",1.33333333333333,0.577350269189626,1,1,2,3
"PC","poor","Rapid","perim.area.ratio",1.77766666666667,0.917841671168472,1.861,0.821,2.651,3
"PC","poor","Rapid","perim.mean",45.8,38.388018964255,29.8,18,89.6,3
"PC","poor","Rapid","perim.med",45.8,38.388018964255,29.8,18,89.6,3
"PC","poor","Rapid","perim.sd",10.465,NA,10.465,10.465,10.465,1
"PC","poor","Rapid","perim.sum",51.8,32.8822140373789,36,29.8,89.6,3
"PC","poor","Riffle","area.mean",101.06475,104.954502833912,69.795,2.898,363.14,12
"PC","poor","Riffle","area.med",100.05875,105.694166458208,69.795,2.335,363.14,12
"PC","poor","Riffle","area.ratio",0.0310833333333333,0.0223544111300141,0.031,0.003,0.079,12
"PC","poor","Riffle","area.sd",69.9674285714286,92.888182093413,23.578,1.93,258.944,7
"PC","poor","Riffle","area.sum",193.728333333333,225.256701598757,109.31,11.59,726.28,12
"PC","poor","Riffle","n",2.08333333333333,1.31137217055151,2,1,5,12
"PC","poor","Riffle","perim.area.ratio",1.24033333333333,0.84155357776105,1.0165,0.618,3.744,12
"PC","poor","Riffle","perim.mean",84.5074166666667,74.1445660614921,66.9,10.85,274.1,12
"PC","poor","Riffle","perim.med",81.7749166666667,74.2866310319921,64.6,9.9,274.1,12
"PC","poor","Riffle","perim.sd",56.5548571428571,79.861062787044,16.034,3.646,227.264,7
"PC","poor","Riffle","perim.sum",159.333166666667,157.561058756646,105.5,29.8,548.2,12
"PC","poor","Transition","area.mean",221.7222,362.272302351856,126.029,19.156,1473.716,15
"PC","poor","Transition","area.med",206.483333333333,376.156964947322,59.18,9.1,1473.716,15
"PC","poor","Transition","area.ratio",0.176,0.0853538851739375,0.134,0.082,0.295,15
"PC","poor","Transition","area.sd",164.472285714286,206.880947898294,96.8695,19.425,803.259,14
"PC","poor","Transition","area.sum",836.821866666667,773.295195685309,621.22,210.197,2947.432,15
"PC","poor","Transition","n",6.33333333333333,2.71679082392303,7,1,11,15
"PC","poor","Transition","perim.area.ratio",2.45626666666667,1.19309773678597,2.472,0.691,5.591,15
"PC","poor","Transition","perim.mean",322.908266666667,272.959451267417,224.8,97.533,1018.8,15
"PC","poor","Transition","perim.med",282.6328,303.154161506791,141.8,37.001,1018.8,15
"PC","poor","Transition","perim.sd",212.370214285714,172.323128688822,165.9125,32.45,540.91,14
"PC","poor","Transition","perim.sum",1486.066,731.00413922807,1178.102,780.26,3700.182,15
"WA","good","Bank","area.mean",34.0375,22.5377663378605,35.3335,6.284,59.221,6
"WA","good","Bank","area.med",17.355,9.50976761019952,20.3175,4.47,28.775,6
"WA","good","Bank","area.ratio",0.0731666666666667,0.0121394673139585,0.0725,0.058,0.094,6
"WA","good","Bank","area.sd",44.4516666666667,38.6763069677893,35.5055,4.898,99.089,6
"WA","good","Bank","area.sum",662.9845,508.832813121854,602.5735,119.4,1539.75,6
"WA","good","Bank","n",19.6666666666667,4.41210456207315,18.5,15,26,6
"WA","good","Bank","perim.area.ratio",3.305,1.10528168355402,3.299,2.027,4.945,6
"WA","good","Bank","perim.mean",92.832,45.664730013436,108.7265,31.073,133.865,6
"WA","good","Bank","perim.med",54.5501666666667,24.5001938801853,52.8,25.801,94,6
"WA","good","Bank","perim.sd",101.217833333333,65.9871842054703,108.7735,19.844,172.482,6
"WA","good","Bank","perim.sum",1803.17866666667,1029.27319904769,1681.097,590.389,3464.522,6
"WA","good","Chute","area.mean",39.4886,44.4015489178024,13.095,8.756,112.757,5
"WA","good","Chute","area.med",23.5694,26.8561738581653,13.095,0.002,54.01,5
"WA","good","Chute","area.ratio",0.0258,0.02346699810372,0.014,0.002,0.053,5
"WA","good","Chute","area.sd",39.6184,53.0255756102657,17.697,0.643,132.314,5
"WA","good","Chute","area.sum",360.88,510.562693052969,101.47,26.19,1240.33,5
"WA","good","Chute","n",10.6,12.0124934963562,7,2,31,5
"WA","good","Chute","perim.area.ratio",2.5744,1.50415617540201,2.008,1.347,5.147,5
"WA","good","Chute","perim.mean",73.0842,55.3615443083012,67.4,21.738,151.854,5
"WA","good","Chute","perim.med",54.7794,51.8136988334166,67.4,0.262,104,5
"WA","good","Chute","perim.sd",42.7978,48.0656956123595,33.052,0.707,120.785,5
"WA","good","Chute","perim.sum",568.1154,654.816118851545,203.8,134.8,1670.396,5
"WA","good","Glide-Run","area.mean",336.211166666667,246.454285980517,305.5655,56.696,717.735,6
"WA","good","Glide-Run","area.med",165.253833333333,116.772486982879,136.985,60.43,324.255,6
"WA","good","Glide-Run","area.ratio",0.274666666666667,0.0422358457553139,0.2735,0.224,0.33,6
"WA","good","Glide-Run","area.sd",444.745166666667,366.370573808769,351.0845,40.43,999.468,6
"WA","good","Glide-Run","area.sum",2714.3375,2195.40717462768,2498.8795,283.481,6459.619,6
"WA","good","Glide-Run","n",7.66666666666667,2.16024689946929,7.5,5,11,6
"WA","good","Glide-Run","perim.area.ratio",1.1525,0.517912637420637,1.101,0.581,2.023,6
"WA","good","Glide-Run","perim.mean",301.992833333333,157.995565072462,309.506,114.68,474.171,6
"WA","good","Glide-Run","perim.med",251.3,137.125912941355,245.5,124.2,401,6
"WA","good","Glide-Run","perim.sd",277.703833333333,156.312854344634,276.2765,64.817,519.872,6
"WA","good","Glide-Run","perim.sum",2304.13366666667,1198.87823172609,2422.9425,573.402,3754.744,6
"WA","good","Margin Attached Bar","area.mean",90.1751666666667,85.2261205720797,50.452,12.879,206.117,6
"WA","good","Margin Attached Bar","area.med",40.0196666666667,41.4337213374163,31.601,5.65,118.311,6
"WA","good","Margin Attached Bar","area.ratio",0.192333333333333,0.0736441896327651,0.185,0.111,0.316,6
"WA","good","Margin Attached Bar","area.sd",116.305166666667,118.588104571102,55.5175,14.526,302.342,6
"WA","good","Margin Attached Bar","area.sum",1711.27383333333,1575.31467648091,1173.607,283.329,4740.68,6
"WA","good","Margin Attached Bar","n",23.1666666666667,11.2856841470363,22,10,44,6
"WA","good","Margin Attached Bar","perim.area.ratio",1.46016666666667,0.627913184020424,1.3685,0.781,2.606,6
"WA","good","Margin Attached Bar","perim.mean",98.0918333333333,68.7629832058402,75.8235,33.564,203.16,6
"WA","good","Margin Attached Bar","perim.med",55.85,28.1051418783112,59.5,23.7,91.4,6
"WA","good","Margin Attached Bar","perim.sd",104.5795,106.286918464598,55.2685,28.252,306.584,6
"WA","good","Margin Attached Bar","perim.sum",1869.37033333333,995.839277647486,1657.61,738.399,3702.401,6
"WA","good","Mid Channel Bar","area.mean",68.8908333333333,41.1267212960949,63.1765,24.467,123.918,6
"WA","good","Mid Channel Bar","area.med",35.8825,37.5870521256988,23.81,11.9,111.505,6
"WA","good","Mid Channel Bar","area.ratio",0.0716666666666667,0.0426411381961911,0.061,0.017,0.132,6
"WA","good","Mid Channel Bar","area.sd",94.3568333333333,60.2267575664394,100.927,25.84,176.238,6
"WA","good","Mid Channel Bar","area.sum",656.0535,499.10836465992,766.175,73.4,1239.175,6
"WA","good","Mid Channel Bar","n",8.16666666666667,4.35507366948788,9.5,3,14,6
"WA","good","Mid Channel Bar","perim.area.ratio",1.1585,0.485776800598794,1.051,0.677,2.092,6
"WA","good","Mid Channel Bar","perim.mean",70.7381666666667,34.0181300980325,70.0065,24.4,124.778,6
"WA","good","Mid Channel Bar","perim.med",43.7498333333333,27.6798558552364,34.8995,17.6,86.7,6
"WA","good","Mid Channel Bar","perim.sd",84.2028333333333,55.3072091735487,70.411,21.81,174.758,6
"WA","good","Mid Channel Bar","perim.sum",640.115833333333,456.110234728587,676.19,73.2,1123,6
"WA","good","Pocket Pool","area.mean",2.38333333333333,0.884233830311116,2.434,1.019,3.57,6
"WA","good","Pocket Pool","area.med",2.35833333333333,0.889323713091395,2.45,0.91,3.37,6
"WA","good","Pocket Pool","area.ratio",0.00183333333333333,0.00213697605664328,0.001,0,0.006,6
"WA","good","Pocket Pool","area.sd",0.7372,0.325547538771222,0.806,0.238,1.086,5
"WA","good","Pocket Pool","area.sum",11.7383333333333,10.2571368649671,8.04,2.41,28.56,6
"WA","good","Pocket Pool","n",4.83333333333333,3.18852107828483,5,1,8,6
"WA","good","Pocket Pool","perim.area.ratio",3.5215,0.954202232233817,3.091,2.793,5.271,6
"WA","good","Pocket Pool","perim.mean",7.784,1.83105674406885,7.5375,5.371,10.925,6
"WA","good","Pocket Pool","perim.med",7.63333333333333,1.70841056735981,7.6,5,10.2,6
"WA","good","Pocket Pool","perim.sd",1.4276,0.714324016115936,1.219,0.709,2.26,5
"WA","good","Pocket Pool","perim.sum",38.8666666666667,30.5018469386145,31.3,7,87.4,6
"WA","good","Pond","area.mean",7.10833333333333,5.57492675587163,4.81,3.05,13.465,3
"WA","good","Pond","area.med",7.10833333333333,5.57492675587163,4.81,3.05,13.465,3
"WA","good","Pond","area.ratio",0.002,0.001,0.002,0.001,0.003,3
"WA","good","Pond","area.sd",2.524,NA,2.524,2.524,2.524,1
"WA","good","Pond","area.sum",11.5966666666667,13.308182946343,4.81,3.05,26.93,3
"WA","good","Pond","n",1.33333333333333,0.577350269189626,1,1,2,3
"WA","good","Pond","perim.area.ratio",2.34433333333333,0.644914206180429,2.287,1.73,3.016,3
"WA","good","Pond","perim.mean",14.5,7.67398201717987,11,9.2,23.3,3
"WA","good","Pond","perim.med",14.5,7.67398201717987,11,9.2,23.3,3
"WA","good","Pond","perim.sd",5.798,NA,5.798,5.798,5.798,1
"WA","good","Pond","perim.sum",22.2666666666667,21.0924947157356,11,9.2,46.6,3
"WA","good","Pool","area.mean",45.3198333333333,23.5631764362674,49.536,8.779,74.647,6
"WA","good","Pool","area.med",26.1916666666667,15.2557614253326,27.13,6.4,47.25,6
"WA","good","Pool","area.ratio",0.1085,0.0253594163970703,0.1085,0.069,0.143,6
"WA","good","Pool","area.sd",54.5096666666667,32.1573335130055,57.1365,6.397,93.874,6
"WA","good","Pool","area.sum",1033.38166666667,756.574148842443,899.435,87.79,2289.01,6
"WA","good","Pool","n",21.3333333333333,10.5198225587063,21,10,38,6
"WA","good","Pool","perim.area.ratio",1.13516666666667,0.550324782893399,0.944,0.752,2.203,6
"WA","good","Pool","perim.mean",41.722,13.611383574053,42.5525,19.34,56.116,6
"WA","good","Pool","perim.med",31.35,11.3069447685924,31.1,15.3,46.6,6
"WA","good","Pool","perim.sd",34.6378333333333,17.5953447754418,31.589,11.139,61.309,6
"WA","good","Pool","perim.sum",908.867833333333,511.236536726168,933.7005,193.405,1728.201,6
"WA","good","Rapid","area.mean",14.881,NA,14.881,14.881,14.881,1
"WA","good","Rapid","area.med",12.62,NA,12.62,12.62,12.62,1
"WA","good","Rapid","area.ratio",0.059,NA,0.059,0.059,0.059,1
"WA","good","Rapid","area.sd",6.727,NA,6.727,6.727,6.727,1
"WA","good","Rapid","area.sum",74.406,NA,74.406,74.406,74.406,1
"WA","good","Rapid","n",5,NA,5,5,5,1
"WA","good","Rapid","perim.area.ratio",2.37,NA,2.37,2.37,2.37,1
"WA","good","Rapid","perim.mean",35.273,NA,35.273,35.273,35.273,1
